sat,tothrs,colgpa,athlete,verbmath,hsize,hsrank,hsperc,female,white,black,hsizesq
1230,105,3.4000000953674316,0,0.7571399807929993,3.25,9,2.769230842590332,1,1,0,10.5625
920,85,2.0999999046325684,0,0.6428599953651428,3.6,158,43.88888931274414,0,1,0,12.960000038146973
1030,111,2.9600000381469727,0,1.1020400524139404,1.3,12,9.230769157409668,1,1,0,1.690000057220459
920,111,2.990000009536743,0,1.0444400310516357,1.3,11,8.461538314819336,1,1,0,1.690000057220459
1140,43,3.200000047683716,0,0.9655200242996216,2.73,15,5.494505405426025,1,1,0,7.452899932861328
810,14,1.1399999856948853,0,0.800000011920929,3.11,132,42.443729400634766,0,1,0,9.672100067138672
1180,10,1.2000000476837158,0,0.8153799772262573,3.11,14,4.501607894897461,0,1,0,9.672100067138672
1020,42,1.7999999523162842,0,0.8545500040054321,0.05,4,80.0,0,1,0,0.0024999999441206455
1010,111,2.430000066757202,0,1.1041699647903442,4.03,105,26.054590225219727,0,1,0,16.24090003967285
1090,15,2.799999952316284,0,0.7868899703025818,3.34,88,26.347305297851562,0,1,0,11.155599594116211
630,115,2.069999933242798,1,0.6153799891471863,1.67,87,52.09580993652344,0,1,0,2.7888998985290527
870,15,3.0,0,0.8913000226020813,3.0,12,4.0,1,1,0,9.0
760,49,2.7899999618530273,0,0.853659987449646,1.54,2,1.298701286315918,1,0,1,2.3715999126434326
1050,74,2.0,0,0.8103399872779846,3.09,27,8.73786449432373,0,1,0,9.548100471496582
1020,115,3.4800000190734863,0,0.8545500040054321,3.63,26,7.162534236907959,1,1,0,13.176899909973145
1030,18,1.6100000143051147,0,0.8392900228500366,3.31,158,47.73413848876953,0,1,0,10.956100463867188
860,118,2.6700000762939453,0,1.0,2.39,61,25.523012161254883,1,1,0,5.712100028991699
970,86,3.4700000286102295,0,0.644070029258728,2.39,10,4.18410062789917,0,1,0,5.712100028991699
880,16,2.180000066757202,0,1.0465099811553955,1.88,44,23.404254913330078,0,1,0,3.53439998626709
1230,85,3.869999885559082,0,0.7826099991798401,2.49,1,0.4016064405441284,0,1,0,6.200099945068359
1090,96,3.0,0,0.8166700005531311,2.39,38,15.899581909179688,0,1,0,5.712100028991699
930,121,2.450000047683716,0,0.6607099771499634,1.18,15,12.711864471435547,0,1,0,1.3924000263214111
1300,45,2.5999999046325684,0,0.7567600011825562,2.97,44,14.814814567565918,0,1,0,8.820899963378906
1170,117,3.2799999713897705,0,0.8571400046348572,1.93,4,2.0725388526916504,0,1,0,3.724900007247925
1010,12,1.75,1,0.9803900122642517,0.91,60,65.93406677246094,0,1,0,0.8281000256538391
1030,68,2.390000104904175,0,0.7457600235939026,0.73,60,82.19178009033203,0,1,0,0.5328999757766724
1020,16,3.5,0,0.8888900279998779,0.91,16,17.58241844177246,1,1,0,0.8281000256538391
910,15,2.5999999046325684,0,1.1666699647903442,0.91,74,81.31867980957031,1,1,0,0.8281000256538391
900,17,1.940000057220459,0,0.875,1.54,44,28.571428298950195,0,1,0,2.3715999126434326
1230,107,2.069999933242798,0,0.7323899865150452,5.91,51,8.629441261291504,0,1,0,34.9281005859375
950,85,2.8399999141693115,0,0.979170024394989,6.08,35,5.7565789222717285,0,1,0,36.966400146484375
1220,79,3.9200000762939453,0,0.90625,4.36,5,1.1467889547348022,1,1,0,19.009599685668945
990,16,1.6200000047683716,0,0.7678599953651428,5.3,110,20.754716873168945,0,1,0,28.09000015258789
1040,14,2.0,0,1.0800000429153442,5.43,164,30.202577590942383,1,1,0,29.484899520874023
990,63,1.7400000095367432,0,0.7678599953651428,0.5,46,92.0,0,1,0,0.25
940,80,2.200000047683716,0,1.0434800386428833,3.73,17,4.557640552520752,1,1,0,13.9128999710083
1120,52,2.8399999141693115,0,0.75,4.43,14,3.160270929336548,0,1,0,19.624900817871094
980,126,2.930000066757202,0,0.75,4.34,61,14.055299758911133,0,1,0,18.835599899291992
1040,110,3.569999933242798,0,0.7627099752426147,3.04,14,4.6052632331848145,1,1,0,9.241600036621094
1080,80,2.569999933242798,0,1.117650032043457,3.19,40,12.5391845703125,1,1,0,10.17609977722168
1030,16,3.180000066757202,0,0.7166699767112732,1.85,35,18.91891860961914,0,1,0,3.422499895095825
830,15,1.659999966621399,0,0.7659599781036377,2.43,28,11.52263355255127,0,1,0,5.904900074005127
1080,54,2.9800000190734863,0,1.0769200325012207,1.93,26,13.471502304077148,1,1,0,3.724900007247925
860,17,2.2899999618530273,0,0.791670024394989,3.79,155,40.897098541259766,1,1,0,14.364100456237793
1040,14,2.069999933242798,0,0.9259300231933594,5.67,97,17.10758399963379,0,1,0,32.14889907836914
690,116,2.640000104904175,0,0.9714300036430359,1.29,9,6.976744174957275,1,1,0,1.6641000509262085
1160,17,3.640000104904175,0,0.7846199870109558,3.62,5,1.3812154531478882,1,1,0,13.104399681091309
900,48,1.75,0,0.6071400046348572,3.75,101,26.933332443237305,0,1,0,14.0625
1280,84,2.9100000858306885,0,0.9104499816894531,2.13,12,5.633802890777588,0,1,0,4.536900043487549
740,15,1.1299999952316284,1,1.3125,2.32,63,27.15517234802246,1,1,0,5.382400035858154
1010,29,1.5099999904632568,0,0.836359977722168,2.12,45,21.226415634155273,0,1,0,4.4944000244140625
900,18,3.0,0,0.7307699918746948,2.0,56,28.0,1,1,0,4.0
1210,84,3.299999952316284,0,0.7794100046157837,1.89,5,2.6455025672912598,1,1,0,3.5720999240875244
980,78,1.7300000190734863,0,0.6065599918365479,3.51,53,15.099715232849121,0,1,0,12.320099830627441
850,43,2.5999999046325684,0,0.8478299975395203,5.05,69,13.663366317749023,1,1,0,25.502500534057617
1020,40,2.7699999809265137,0,0.8888900279998779,5.05,70,13.8613862991333,0,1,0,25.502500534057617
1010,13,1.690000057220459,0,1.1041699647903442,5.1,154,30.19607925415039,0,1,0,26.010000228881836
960,12,3.1600000858306885,0,1.2325600385665894,5.1,43,8.43137264251709,0,1,0,26.010000228881836
930,48,2.930000066757202,0,0.8235300183296204,5.05,75,14.851485252380371,1,1,0,25.502500534057617
1130,75,2.4800000190734863,0,0.8524600267410278,4.92,66,13.414633750915527,0,1,0,24.20639991760254
950,14,2.2799999713897705,0,0.8627499938011169,5.1,90,17.647058486938477,1,1,0,26.010000228881836
1160,44,2.75,0,1.0350899696350098,5.05,33,6.534653663635254,1,1,0,25.502500534057617
830,111,3.200000047683716,0,1.1282099485397339,4.44,96,21.62162208557129,1,1,0,19.713600158691406
1160,16,3.309999942779541,0,0.8125,5.1,55,10.784314155578613,1,1,0,26.010000228881836
950,17,3.4100000858306885,0,0.7592599987983704,4.4,13,2.954545497894287,0,1,0,19.360000610351562
980,74,2.369999885559082,1,0.8846200108528137,2.6,86,33.07692337036133,0,1,0,6.760000228881836
880,17,3.049999952316284,1,0.7599999904632568,1.77,12,6.779661178588867,0,1,0,3.1328999996185303
1090,13,3.299999952316284,0,0.7868899703025818,0.56,30,53.57143020629883,0,1,0,0.31360000371932983
940,68,3.069999933242798,0,0.9183700084686279,0.1,3,30.0,0,1,0,0.009999999776482582
1120,42,2.450000047683716,0,0.8666700124740601,0.1,5,50.0,0,1,0,0.009999999776482582
930,48,2.5999999046325684,0,0.6909099817276001,4.0,135,33.75,0,1,0,16.0
970,43,3.0899999141693115,0,0.9795899987220764,0.1,4,40.0,0,1,0,0.009999999776482582
930,15,1.8600000143051147,0,0.6607099771499634,0.1,4,40.0,1,1,0,0.009999999776482582
1170,41,2.9700000286102295,0,0.9830499887466431,0.1,2,20.0,1,1,0,0.009999999776482582
1220,18,3.380000114440918,0,0.9365100264549255,3.13,8,2.555910587310791,0,1,0,9.796899795532227
1140,17,3.819999933242798,0,0.8095200061798096,2.21,3,1.3574661016464233,1,1,0,4.884099960327148
880,16,1.6799999475479126,0,0.8723400235176086,4.55,89,19.560440063476562,1,1,0,20.702499389648438
1130,94,1.909999966621399,0,0.7936499714851379,1.59,51,32.075469970703125,0,1,0,2.52810001373291
880,16,1.5,0,0.7959200143814087,1.42,27,19.014083862304688,1,1,0,2.016400098800659
1030,108,3.049999952316284,0,1.059999942779541,1.59,7,4.402515888214111,1,1,0,2.52810001373291
1010,13,2.0,0,1.0612200498580933,1.42,31,21.83098602294922,0,1,0,2.016400098800659
1120,17,3.5199999809265137,0,0.9310299754142761,2.81,5,1.7793594598770142,0,1,0,7.896100044250488
810,84,2.7799999713897705,0,1.024999976158142,2.38,12,5.042016983032227,1,1,0,5.664400100708008
1160,49,3.609999895095825,0,0.9660999774932861,2.78,4,1.4388489723205566,0,1,0,7.728400230407715
1110,14,2.7799999713897705,0,0.9821400046348572,2.6,63,24.230770111083984,1,1,0,6.760000228881836
1370,73,3.2300000190734863,0,0.8266699910163879,2.62,13,4.961832046508789,0,1,0,6.8643999099731445
950,114,2.619999885559082,0,0.7592599987983704,2.47,26,10.526315689086914,1,1,0,6.100900173187256
960,92,3.0299999713897705,1,0.6000000238418579,2.65,42,15.849056243896484,0,1,0,7.022500038146973
1310,15,3.4600000381469727,0,1.0468800067901611,1.68,6,3.5714285373687744,1,1,0,2.8224000930786133
1030,14,0.8500000238418579,0,0.7758600115776062,2.73,59,21.61172103881836,0,1,0,7.452899932861328
1160,42,2.0199999809265137,0,0.8412700295448303,3.89,36,9.254498481750488,0,1,0,15.132100105285645
1180,15,3.059999942779541,0,0.8730199933052063,2.46,44,17.886178970336914,0,1,0,6.051599979400635
1080,17,1.1699999570846558,0,1.0377399921417236,4.04,63,15.594058990478516,0,1,0,16.32159996032715
950,13,2.8399999141693115,0,0.8999999761581421,1.59,18,11.320755004882812,0,1,0,2.52810001373291
1170,14,3.2799999713897705,0,0.7462700009346008,1.71,4,2.3391811847686768,0,1,0,2.924099922180176
790,79,2.5899999141693115,0,1.078950047492981,4.02,64,15.920397758483887,1,1,0,16.160400390625
940,73,2.4200000762939453,0,0.8431400060653687,6.0,281,46.83333206176758,0,1,0,36.0
1090,38,1.9199999570846558,0,0.7301599979400635,6.5,71,10.923076629638672,0,1,0,42.25
1280,101,3.390000104904175,0,0.9393900036811829,6.0,54,9.0,1,1,0,36.0
1270,116,3.8399999141693115,0,0.7638900279998779,6.0,1,0.1666666716337204,0,1,0,36.0
1090,11,2.5399999618530273,0,1.1372499465942383,7.2,269,37.36111068725586,1,1,0,51.84000015258789
1360,108,3.9700000286102295,0,0.9710100293159485,4.59,1,0.21786493062973022,1,1,0,21.068099975585938
1320,119,3.2100000381469727,0,0.8082200288772583,4.59,17,3.7037036418914795,0,1,0,21.068099975585938
910,15,3.059999942779541,0,0.8571400046348572,4.84,133,27.479339599609375,0,1,0,23.425600051879883
880,40,2.069999933242798,0,0.7959200143814087,1.7,31,18.235294342041016,0,1,0,2.890000104904175
1110,50,2.940000057220459,0,0.7076900005340576,1.26,9,7.142857074737549,0,1,0,1.5875999927520752
990,72,2.200000047683716,0,0.736840009689331,1.61,30,18.633541107177734,0,1,0,2.592099905014038
1250,49,4.0,0,0.7605599761009216,4.69,1,0.21321961283683777,0,1,0,21.9960994720459
770,43,2.109999895095825,0,0.7907000184059143,1.37,22,16.058393478393555,0,1,0,1.8768999576568604
890,17,2.880000114440918,0,0.8163300156593323,1.83,22,12.021858215332031,0,1,0,3.348900079727173
1220,113,3.0,0,0.8769199848175049,1.72,15,8.720930099487305,0,1,0,2.958400011062622
1220,84,3.2100000381469727,0,0.7428600192070007,2.25,5,2.222222328186035,0,1,0,5.0625
1130,13,2.5299999713897705,0,0.9482799768447876,6.63,276,41.62895965576172,0,1,0,43.95690155029297
970,17,2.2300000190734863,0,0.9399999976158142,6.63,212,31.975866317749023,0,1,0,43.95690155029297
1230,56,3.069999933242798,0,0.7571399807929993,6.75,35,5.185184955596924,1,1,0,45.5625
1050,89,2.3299999237060547,0,0.909089982509613,5.95,59,9.915966033935547,1,1,0,35.40250015258789
1350,48,3.8499999046325684,0,0.800000011920929,6.75,7,1.0370370149612427,0,1,0,45.5625
870,44,2.2200000286102295,0,0.7755100131034851,6.75,259,38.37036895751953,0,1,0,45.5625
890,50,3.359999895095825,0,0.9777799844741821,6.75,59,8.740740776062012,1,1,0,45.5625
970,15,3.799999952316284,0,0.8301900029182434,0.74,2,2.702702760696411,0,1,0,0.5475999712944031
1220,50,3.0999999046325684,0,1.033329963684082,4.22,95,22.51184844970703,0,1,0,17.808399200439453
1040,62,3.0399999618530273,0,0.575760006904602,4.82,27,5.601659774780273,0,1,0,23.23240089416504
920,105,2.8299999237060547,1,0.7358499765396118,4.74,244,51.47679138183594,0,1,0,22.467599868774414
940,46,2.690000057220459,0,0.8799999952316284,0.1,3,30.0,1,1,0,0.009999999776482582
1060,38,2.7799999713897705,0,0.7666699886322021,1.21,18,14.876032829284668,1,1,0,1.4641000032424927
720,10,1.399999976158142,0,1.117650032043457,1.14,31,27.192981719970703,1,1,0,1.2996000051498413
900,95,2.1600000858306885,1,0.875,1.99,52,26.130653381347656,0,1,0,3.960099935531616
980,13,4.0,0,1.0851099491119385,0.72,2,2.777777671813965,1,1,0,0.5184000134468079
1000,14,3.069999933242798,0,0.9230800271034241,0.72,6,8.333333015441895,1,1,0,0.5184000134468079
1270,18,3.6600000858306885,0,0.8405799865722656,2.1,7,3.3333332538604736,0,1,0,4.409999847412109
990,77,2.119999885559082,0,0.7678599953651428,1.96,6,3.0612244606018066,0,1,0,3.841599941253662
1000,14,2.4200000762939453,0,0.6393399834632874,2.66,43,16.16541290283203,0,1,0,7.0756001472473145
1240,19,2.2100000381469727,0,0.9076899886131287,4.56,56,12.280701637268066,0,1,0,20.79360008239746
500,121,2.0199999809265137,1,0.666670024394989,4.75,145,30.526315689086914,0,0,1,22.5625
1300,80,3.380000114440918,0,0.8309900164604187,2.65,4,1.5094339847564697,0,1,0,7.022500038146973
1360,18,2.8299999237060547,0,1.0,2.41,35,14.522821426391602,0,1,0,5.80810022354126
910,47,2.509999990463257,0,0.6545500159263611,2.29,36,15.720523834228516,1,1,0,5.244100093841553
930,100,2.359999895095825,0,0.7547199726104736,1.39,7,5.035971164703369,1,1,0,1.9321000576019287
970,112,2.450000047683716,0,0.6724100112915039,2.25,15,6.666666507720947,0,1,0,5.0625
960,46,2.799999952316284,0,0.8461499810218811,2.35,32,13.617021560668945,0,1,0,5.522500038146973
940,92,2.9700000286102295,0,0.773580014705658,3.35,11,3.2835819721221924,1,1,0,11.22249984741211
830,64,1.7000000476837158,0,0.9761899709701538,1.92,67,34.89583206176758,0,1,0,3.6863999366760254
1120,126,2.0999999046325684,0,0.9649099707603455,2.33,23,9.871244430541992,0,1,0,5.428899765014648
1130,53,2.7100000381469727,0,0.8833299875259399,1.95,4,2.0512821674346924,0,1,0,3.802500009536743
980,50,2.940000057220459,0,0.5806499719619751,2.65,17,6.415094375610352,0,1,0,7.022500038146973
790,18,1.0499999523162842,0,0.79544997215271,2.76,68,24.63768196105957,0,1,0,7.617599964141846
1030,48,2.7899999618530273,0,0.8070200085639954,3.26,26,7.975460052490234,0,1,0,10.627599716186523
990,82,2.859999895095825,0,0.800000011920929,3.62,20,5.524861812591553,1,1,0,13.104399681091309
880,50,2.940000057220459,0,0.8723400235176086,3.26,19,5.828220844268799,1,1,0,10.627599716186523
970,96,2.2799999713897705,1,0.901960015296936,1.84,27,14.67391300201416,0,0,1,3.3856000900268555
960,46,1.7300000190734863,1,0.7454500198364258,1.7,27,15.882352828979492,0,1,0,2.890000104904175
1230,15,3.5299999713897705,0,0.7826099991798401,4.81,48,9.979209899902344,0,1,0,23.13610076904297
970,15,2.259999990463257,0,0.7636399865150452,2.85,73,25.61403465270996,1,1,0,8.1225004196167
930,78,2.890000104904175,0,1.1627899408340454,3.16,57,18.037975311279297,1,1,0,9.985600471496582
1110,86,3.0,0,0.9473699927330017,3.48,102,29.310344696044922,0,1,0,12.110400199890137
1100,63,2.740000009536743,0,0.8965499997138977,3.61,99,27.4238224029541,0,1,0,13.032099723815918
1310,116,3.6600000858306885,0,0.9264699816703796,6.09,19,3.119868755340576,0,1,0,37.08810043334961
990,83,3.0999999046325684,0,0.800000011920929,2.16,8,3.7037036418914795,1,1,0,4.665599822998047
950,117,2.9700000286102295,0,0.6379299759864807,3.02,1,0.33112582564353943,0,1,0,9.120400428771973
1190,109,2.950000047683716,0,0.9833300113677979,0.79,46,58.227848052978516,1,1,0,0.6241000294685364
1120,74,2.549999952316284,0,1.0740699768066406,4.22,98,23.222749710083008,1,1,0,17.808399200439453
1240,118,3.4600000381469727,0,0.8235300183296204,4.25,37,8.70588207244873,0,1,0,18.0625
1040,13,4.0,0,0.8571400046348572,2.1,45,21.428571701049805,0,1,0,4.409999847412109
880,61,1.600000023841858,0,1.0952399969100952,2.08,107,51.44230651855469,1,1,0,4.326399803161621
1060,15,3.059999942779541,1,0.9272699952125549,6.57,141,21.4611873626709,0,1,0,43.16490173339844
1010,16,2.809999942779541,0,0.6557400226593018,6.56,266,40.54878234863281,1,0,0,43.033599853515625
1090,44,2.4000000953674316,0,1.0565999746322632,3.15,38,12.063491821289062,1,1,0,9.922499656677246
1220,74,3.2100000381469727,0,0.820900022983551,3.12,3,0.9615384340286255,1,1,0,9.734399795532227
1120,15,4.0,0,1.0363600254058838,2.78,4,1.4388489723205566,0,1,0,7.728400230407715
1160,52,3.259999990463257,0,0.7846199870109558,2.15,26,12.093023300170898,0,1,0,4.622499942779541
950,45,3.130000114440918,0,0.979170024394989,4.79,49,10.229644775390625,1,1,0,22.94409942626953
1140,41,2.2899999618530273,0,0.8999999761581421,2.33,107,45.92274856567383,0,1,0,5.428899765014648
1010,44,2.450000047683716,0,0.7118600010871887,1.24,50,40.32258224487305,1,1,0,1.537600040435791
1140,17,3.2300000190734863,0,0.932200014591217,1.45,51,35.17241287231445,1,1,0,2.1024999618530273
1140,14,3.069999933242798,1,0.628570020198822,3.48,32,9.195402145385742,0,1,0,12.110400199890137
910,13,2.5299999713897705,0,1.2195099592208862,2.85,52,18.24561309814453,0,1,0,8.1225004196167
1040,49,3.440000057220459,0,0.7333300113677979,5.36,28,5.223880767822266,1,1,0,28.72960090637207
1300,51,3.049999952316284,0,0.9696999788284302,1.05,1,0.9523809552192688,1,1,0,1.1024999618530273
1130,17,3.1700000762939453,0,0.8833299875259399,1.42,35,24.64788818359375,1,1,0,2.016400098800659
1200,46,2.6700000762939453,0,0.7391300201416016,1.24,15,12.096774101257324,0,1,0,1.537600040435791
1170,17,3.819999933242798,0,0.800000011920929,1.3,6,4.615384578704834,0,1,0,1.690000057220459
910,11,4.0,0,0.5964900255203247,4.26,156,36.61971664428711,0,1,0,18.147600173950195
1010,12,1.909999966621399,1,0.7719299793243408,2.39,43,17.99163246154785,0,1,0,5.712100028991699
850,15,3.7300000190734863,0,0.770829975605011,2.82,37,13.120567321777344,0,1,0,7.952400207519531
1000,63,3.140000104904175,0,0.7241399884223938,1.39,12,8.63309383392334,1,1,0,1.9321000576019287
970,15,2.7300000190734863,0,1.0208300352096558,3.16,173,54.74683380126953,0,1,0,9.985600471496582
1200,15,3.259999990463257,0,0.8461499810218811,3.19,91,28.52664566040039,0,1,0,10.17609977722168
930,82,2.9200000762939453,0,1.0666699409484863,2.68,50,18.65671730041504,1,1,0,7.182400226593018
1160,18,3.049999952316284,0,0.7575799822807312,0.52,5,9.615385055541992,1,1,0,0.2703999876976013
870,45,2.799999952316284,0,0.6730800271034241,2.14,7,3.2710280418395996,1,1,0,4.579599857330322
980,45,2.6600000858306885,0,0.5806499719619751,3.77,151,40.05305099487305,0,1,0,14.212900161743164
1260,76,3.4700000286102295,0,0.8260899782180786,0.87,11,12.643677711486816,0,1,0,0.7569000124931335
910,84,3.5199999809265137,0,0.8199999928474426,4.31,8,1.8561484813690186,1,1,0,18.576099395751953
1010,53,2.259999990463257,0,1.1041699647903442,1.97,18,9.137055397033691,0,1,0,3.8808999061584473
1020,13,1.2999999523162842,0,1.125,1.35,60,44.44444274902344,0,1,0,1.8224999904632568
910,15,2.859999895095825,1,0.6851900219917297,3.48,177,50.86206817626953,0,1,0,12.110400199890137
1160,47,3.119999885559082,0,0.7846199870109558,4.63,32,6.911447048187256,0,1,0,21.436899185180664
860,16,2.619999885559082,0,1.0,1.96,35,17.85714340209961,0,1,0,3.841599941253662
920,112,3.8499999046325684,0,1.0444400310516357,2.3,20,8.69565200805664,0,1,0,5.289999961853027
960,15,1.2599999904632568,0,0.8113200068473816,1.09,52,47.7064208984375,1,1,0,1.188099980354309
760,74,2.3499999046325684,0,0.9487199783325195,1.73,47,27.16762924194336,1,1,0,2.9928998947143555
1000,16,2.0,0,0.8867899775505066,4.89,98,20.0408992767334,0,1,0,23.912099838256836
820,113,3.119999885559082,1,1.102560043334961,0.94,43,45.74468231201172,0,1,0,0.8835999965667725
1000,15,1.600000023841858,0,0.9230800271034241,2.96,64,21.62162208557129,1,1,0,8.76159954071045
1300,78,3.1700000762939453,0,0.7333300113677979,2.46,80,32.52032470703125,0,1,0,6.051599979400635
1140,17,4.0,0,0.8095200061798096,2.49,1,0.4016064405441284,0,1,0,6.200099945068359
1190,44,2.9700000286102295,0,0.8307700157165527,3.03,22,7.260725975036621,1,1,0,9.180899620056152
710,12,2.9100000858306885,0,1.0882400274276733,1.69,16,9.467455863952637,1,1,0,2.856100082397461
1080,105,2.4000000953674316,0,0.6875,2.88,81,28.125,0,1,0,8.294400215148926
1330,61,3.0,0,0.7733299732208252,4.79,20,4.175365447998047,0,1,0,22.94409942626953
1120,47,3.4600000381469727,0,1.1538499593734741,6.58,88,13.373860359191895,1,1,0,43.2963981628418
920,86,2.819999933242798,0,0.8039199709892273,6.18,123,19.902912139892578,1,1,0,38.19240188598633
920,110,3.1500000953674316,0,0.5862100124359131,4.07,29,7.125307083129883,1,1,0,16.564899444580078
1060,120,2.609999895095825,0,1.1200000047683716,4.39,32,7.2892937660217285,1,1,0,19.2721004486084
940,45,2.0399999618530273,1,0.9183700084686279,1.79,49,27.37430191040039,0,1,0,3.2040998935699463
720,12,1.0,1,0.7142900228500366,8.5,290,34.117645263671875,0,1,0,72.25
1130,116,2.940000057220459,0,0.7936499714851379,0.78,56,71.79486846923828,0,1,0,0.6083999872207642
1070,52,3.940000057220459,0,0.7833300232887268,4.35,25,5.747126579284668,0,1,0,18.922500610351562
1050,13,1.9199999570846558,0,0.8421099781990051,4.58,86,18.777292251586914,1,1,0,20.97640037536621
970,13,3.069999933242798,0,0.9795899987220764,1.9,37,19.473684310913086,0,1,0,3.609999895095825
1130,17,2.3499999046325684,0,0.8225799798965454,6.09,82,13.464695930480957,1,1,0,37.08810043334961
910,80,2.450000047683716,0,1.11627995967865,2.95,20,6.779661178588867,1,1,0,8.702500343322754
1180,15,2.200000047683716,0,1.0,7.37,165,22.388059616088867,1,1,0,54.316898345947266
670,118,2.0199999809265137,1,0.9142900109291077,3.15,231,73.33333587646484,0,0,1,9.922499656677246
1180,16,2.0,0,0.8153799772262573,1.64,25,15.243902206420898,0,1,0,2.6895999908447266
1310,81,3.3399999141693115,0,0.8194400072097778,1.93,1,0.5181347131729126,0,1,0,3.724900007247925
1020,79,2.9800000190734863,0,0.8214300274848938,4.08,64,15.686274528503418,1,1,0,16.646400451660156
1210,17,3.640000104904175,0,0.7536200284957886,4.86,60,12.34567928314209,0,1,0,23.619600296020508
1070,114,3.2300000190734863,0,0.8448299765586853,4.61,77,16.70281982421875,1,1,0,21.252099990844727
1020,51,3.4700000286102295,1,1.081629991531372,4.68,75,16.0256404876709,1,1,0,21.90239906311035
880,111,2.7200000286102295,0,0.7599999904632568,4.35,96,22.068965911865234,1,1,0,18.922500610351562
1140,14,3.7799999713897705,0,1.0,0.9,4,4.44444465637207,1,1,0,0.8100000023841858
920,43,2.0199999809265137,0,1.1395299434661865,3.86,91,23.575130462646484,1,1,0,14.8996000289917
1100,17,3.2899999618530273,0,0.8965499997138977,2.11,13,6.161137580871582,0,1,0,4.452099800109863
1040,73,2.5,1,0.7930999994277954,2.92,85,29.109588623046875,0,1,0,8.526399612426758
1150,78,2.4700000286102295,0,0.6911799907684326,5.01,73,14.570858001708984,0,1,0,25.100099563598633
940,17,1.940000057220459,0,0.958329975605011,4.67,100,21.41327667236328,1,1,0,21.808900833129883
870,81,2.0,0,0.6730800271034241,0.39,28,71.79486846923828,1,1,0,0.15209999680519104
1110,109,2.9000000953674316,0,1.0943399667739868,4.91,71,14.460285186767578,1,1,0,24.10810089111328
1070,48,1.9700000286102295,0,0.8448299765586853,6.09,71,11.658456802368164,1,1,0,37.08810043334961
1050,126,3.4600000381469727,0,0.8421099781990051,1.65,35,21.212121963500977,0,1,0,2.7225000858306885
1140,86,3.390000104904175,0,0.932200014591217,1.24,16,12.903225898742676,1,1,0,1.537600040435791
1250,101,2.450000047683716,0,0.8115900158882141,2.46,62,25.2032527923584,0,1,0,6.051599979400635
890,12,2.0,0,1.1707299947738647,1.5,104,69.33333587646484,1,1,0,2.25
990,55,3.359999895095825,0,1.152169942855835,1.45,13,8.965517044067383,0,1,0,2.1024999618530273
1100,82,2.9200000762939453,0,0.7460299730300903,1.86,37,19.892473220825195,0,1,0,3.4595999717712402
1070,15,3.930000066757202,0,0.8135600090026855,2.19,17,7.762557029724121,0,1,0,4.79610013961792
990,89,2.549999952316284,0,0.9411799907684326,1.52,58,38.157894134521484,1,1,0,2.3104000091552734
1210,17,2.819999933242798,0,0.7536200284957886,2.58,24,9.302325248718262,0,1,0,6.656400203704834
1150,17,3.0,0,0.7164199948310852,2.49,36,14.457831382751465,0,1,0,6.200099945068359
1060,49,3.609999895095825,0,0.8928599953651428,2.33,12,5.150214672088623,1,1,0,5.428899765014648
1090,14,2.7100000381469727,0,0.6769199967384338,3.09,92,29.773462295532227,0,1,0,9.548100471496582
1030,97,2.009999990463257,1,0.6885200142860413,3.84,129,33.59375,0,1,0,14.745599746704102
1090,110,2.75,0,0.7868899703025818,6.93,195,28.13852882385254,0,1,0,48.024898529052734
990,66,2.5999999046325684,0,0.736840009689331,1.56,26,16.66666603088379,0,1,0,2.4335999488830566
1020,17,2.5199999809265137,0,0.7894700169563293,5.62,230,40.92526626586914,1,1,0,31.584400177001953
1100,75,2.3399999141693115,0,0.833329975605011,2.76,98,35.50724792480469,0,1,0,7.617599964141846
1110,42,1.9199999570846558,0,0.8196700215339661,5.19,233,44.89402770996094,0,1,0,26.936100006103516
1040,14,1.850000023841858,0,0.7930999994277954,5.54,202,36.462093353271484,1,1,0,30.691600799560547
1120,17,3.4100000858306885,0,0.8666700124740601,3.38,54,15.97633171081543,0,1,0,11.424400329589844
890,18,1.440000057220459,0,1.225000023841858,0.1,9,90.0,1,0,0,0.009999999776482582
900,78,2.069999933242798,0,0.875,1.69,24,14.201183319091797,1,1,0,2.856100082397461
1110,44,3.130000114440918,0,0.9137899875640869,5.01,93,18.56287384033203,1,1,0,25.100099563598633
740,118,2.9800000190734863,0,0.9473699927330017,1.54,40,25.97402572631836,0,1,0,2.3715999126434326
1010,48,2.559999942779541,0,0.741379976272583,3.36,116,34.52381134033203,0,1,0,11.289600372314453
1090,13,2.1500000953674316,0,0.7031300067901611,3.33,155,46.546546936035156,0,1,0,11.088899612426758
950,13,3.5299999713897705,0,0.7924500107765198,3.33,28,8.408408164978027,1,1,0,11.088899612426758
1080,46,2.0399999618530273,0,1.159999966621399,0.79,42,53.16455841064453,1,1,0,0.6241000294685364
1070,16,2.180000066757202,0,0.6461499929428101,8.62,419,48.607887268066406,0,1,0,74.30439758300781
1200,50,2.819999933242798,0,0.7391300201416016,0.73,24,32.876712799072266,0,1,0,0.5328999757766724
1090,50,2.3399999141693115,0,0.9122800230979919,3.6,170,47.22222137451172,1,1,0,12.960000038146973
910,15,3.0,0,0.784309983253479,3.23,122,37.770896911621094,1,1,0,10.432900428771973
1020,62,2.9600000381469727,0,1.125,4.38,191,43.60730743408203,1,1,0,19.18440055847168
