nr,year,agric,black,bus,construc,ent,exper,fin,hisp,poorhlth,hours,manuf,married,min,nrthcen,nrtheast,occ1,occ2,occ3,occ4,occ5,occ6,occ7,occ8,occ9,per,pro,pub,rur,south,educ,tra,trad,union,lwage,d81,d82,d83,d84,d85,d86,d87,expersq
2329,1987,0,0,0,0,0,8,0,0,0,3081,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,1,0,1.8128961324691772,0,0,0,0,0,0,1,64
2335,1980,0,0,0,0,0,5,0,0,0,1845,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.5678881406784058,0,0,0,0,0,0,0,25
2335,1981,0,0,0,0,0,6,0,0,0,2060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.5390571355819702,1,0,0,0,0,0,0,36
2335,1982,0,0,0,0,0,7,0,0,0,2080,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.2850382328033447,0,1,0,0,0,0,0,49
2335,1983,0,0,0,0,0,8,0,0,0,2080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.4377280473709106,0,0,1,0,0,0,0,64
2335,1984,0,0,0,0,0,9,0,0,0,2040,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.7625890970230103,0,0,0,1,0,0,0,81
2335,1985,0,0,0,0,0,10,0,0,0,2080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,12,0,0,0,1.514647364616394,0,0,0,0,1,0,0,100
2335,1986,0,0,0,0,0,11,0,0,0,2080,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,1.494579792022705,0,0,0,0,0,1,0,121
2335,1987,0,0,0,0,0,12,0,0,0,2080,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,1,0,0,1.3014631271362305,0,0,0,0,0,0,1,144
2341,1980,0,0,0,0,0,2,0,0,0,2298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,1,0,0.9020411968231201,0,0,0,0,0,0,0,4
2341,1981,0,0,0,0,0,3,0,0,0,2448,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,1.0788096189498901,1,0,0,0,0,0,0,9
2341,1982,0,0,0,0,0,4,0,0,0,1970,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,1.562516212463379,0,1,0,0,0,0,0,16
2341,1983,0,0,0,0,0,5,0,0,0,1824,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,1.8441673517227173,0,0,1,0,0,0,0,25
2341,1984,0,0,0,0,0,6,0,0,0,1976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,1.9056899547576904,0,0,0,1,0,0,0,36
2341,1985,0,0,0,0,0,7,0,0,0,1976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,2.062377452850342,0,0,0,0,1,0,0,49
2341,1986,0,0,0,0,0,8,0,0,0,1935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,2.16646146774292,0,0,0,0,0,1,0,64
2341,1987,0,0,0,0,0,9,0,0,0,1924,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,2.3602540493011475,0,0,0,0,0,0,1,81
2351,1980,0,1,0,1,0,2,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,1.2248560190200806,0,0,0,0,0,0,0,4
2351,1981,0,1,0,0,0,3,0,0,0,1728,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,0.9346398711204529,1,0,0,0,0,0,0,9
2351,1982,0,1,0,0,0,4,0,0,0,1992,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1.1051234006881714,0,1,0,0,0,0,0,16
2351,1983,0,1,0,1,0,5,0,0,0,1556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,1.4402954578399658,0,0,1,0,0,0,0,25
2351,1984,0,1,0,1,0,6,0,0,0,1880,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,1.2082782983779907,0,0,0,1,0,0,0,36
2351,1985,0,1,0,1,0,7,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,0.9550315737724304,0,0,0,0,1,0,0,49
2351,1986,1,1,0,0,0,8,0,0,0,280,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1.5540032386779785,0,0,0,0,0,1,0,64
2351,1987,0,1,0,1,0,9,0,0,0,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,1.494834542274475,0,0,0,0,0,0,1,81
2386,1980,0,0,0,0,0,2,1,1,0,1470,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1.197268009185791,0,0,0,0,0,0,0,4
2386,1981,0,0,0,0,0,3,0,1,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,1,1,0.6295856833457947,1,0,0,0,0,0,0,9
2386,1982,0,0,0,0,0,4,0,1,0,1753,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0.5838037133216858,0,1,0,0,0,0,0,16
2386,1983,0,0,0,0,0,5,0,1,0,1490,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0.9254098534584045,0,0,1,0,0,0,0,25
2386,1984,0,0,0,0,0,6,1,1,0,2070,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.1120015382766724,0,0,0,1,0,0,0,36
2386,1985,0,0,0,0,0,7,1,1,0,1982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.0756137371063232,0,0,0,0,1,0,0,49
2386,1986,0,0,0,0,0,8,1,1,0,2058,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.47622549533844,0,0,0,0,0,1,0,64
2386,1987,0,0,0,0,0,9,1,1,0,2348,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.5285738706588745,0,0,0,0,0,0,1,81
2401,1980,0,0,0,1,0,5,0,0,0,2350,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,1,1.186690092086792,0,0,0,0,0,0,0,25
2401,1981,0,0,0,1,0,6,0,0,0,1950,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,1.3062516450881958,1,0,0,0,0,0,0,36
2401,1982,0,0,0,0,0,7,0,0,0,1640,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,1,1,1.7356414794921875,0,1,0,0,0,0,0,49
2401,1983,0,0,0,0,0,8,0,0,0,2322,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.6822481155395508,0,0,1,0,0,0,0,64
2401,1984,0,0,0,0,0,9,0,0,0,2579,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,1.872977614402771,0,0,0,1,0,0,0,81
2401,1985,0,0,0,0,0,10,0,0,0,2220,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,1.9059830904006958,0,0,0,0,1,0,0,100
2401,1986,0,0,0,0,0,11,0,0,0,1920,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,1,1,2.0266075134277344,0,0,0,0,0,1,0,121
2401,1987,0,0,0,0,0,12,0,0,1,2740,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,2.006702423095703,0,0,0,0,0,0,1,144
2413,1980,0,0,0,0,0,4,0,0,0,2228,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,1,2.185739040374756,0,0,0,0,0,0,0,16
2413,1981,0,0,0,0,0,5,0,0,0,2104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,2.190016508102417,1,0,0,0,0,0,0,25
2413,1982,0,0,0,0,0,6,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,1,1,2.189256429672241,0,1,0,0,0,0,0,36
2413,1983,0,0,0,0,0,7,0,0,0,2230,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,1,2.1020634174346924,0,0,1,0,0,0,0,49
2413,1984,0,0,0,0,0,8,0,0,0,2460,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,1,2.1433615684509277,0,0,0,1,0,0,0,64
2413,1985,0,0,0,0,0,9,0,0,0,2285,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,1,2.1137964725494385,0,0,0,0,1,0,0,81
2413,1986,0,0,0,0,0,10,0,0,0,2098,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,1,2.179110288619995,0,0,0,0,0,1,0,100
2413,1987,0,0,0,0,0,11,0,0,0,2080,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,1,2.282292366027832,0,0,0,0,0,0,1,121
2421,1980,1,0,0,0,0,3,0,0,0,2675,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,1.378739595413208,0,0,0,0,0,0,0,9
2421,1981,1,0,0,0,0,4,0,0,0,3920,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,1.0498220920562744,1,0,0,0,0,0,0,16
2421,1982,1,0,0,0,0,5,0,0,0,3400,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,1.3124245405197144,0,1,0,0,0,0,0,25
2421,1983,1,0,0,0,0,6,0,0,0,3120,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,1.2283778190612793,0,0,1,0,0,0,0,36
2421,1984,0,0,0,0,0,7,0,0,0,3120,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,1.143549919128418,0,0,0,1,0,0,0,49
2421,1985,1,0,0,0,0,8,0,0,0,3540,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,1.2669928073883057,0,0,0,0,1,0,0,64
2421,1986,1,0,0,0,0,9,0,0,0,4080,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,1.126232385635376,0,0,0,0,0,1,0,81
2421,1987,0,0,0,0,0,10,0,0,0,4160,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,1,0,1.0678483247756958,0,0,0,0,0,0,1,100
2445,1980,0,0,0,0,0,4,0,0,0,1640,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,0,0,1,1.4625276327133179,0,0,0,0,0,0,0,16
2445,1981,0,0,0,0,0,5,0,0,0,1532,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.5475069284439087,1,0,0,0,0,0,0,25
2445,1982,0,0,0,0,0,6,0,0,0,2671,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.3350578546524048,0,1,0,0,0,0,0,36
2445,1983,0,0,0,0,0,7,0,0,0,3364,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.2193294763565063,0,0,1,0,0,0,0,49
2445,1984,0,0,0,0,0,8,0,0,0,1754,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1.47832190990448,0,0,0,1,0,0,0,64
2445,1985,0,0,0,0,0,9,0,0,0,2220,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,0,2.021294355392456,0,0,0,0,1,0,0,81
2445,1986,0,0,0,1,0,10,0,0,0,2676,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,0,1.7347041368484497,0,0,0,0,0,1,0,100
2445,1987,0,0,1,0,0,11,0,0,0,3205,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,0,1.785409688949585,0,0,0,0,0,0,1,121
2451,1980,0,0,0,0,0,2,0,0,0,2496,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1.6021502017974854,0,0,0,0,0,0,0,4
2451,1981,0,0,0,0,0,3,0,0,0,2496,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1.6347557306289673,1,0,0,0,0,0,0,9
2451,1982,0,0,0,0,0,4,0,0,0,2496,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.7392935752868652,0,1,0,0,0,0,0,16
2451,1983,0,0,0,0,0,5,0,0,0,2496,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.7811206579208374,0,0,1,0,0,0,0,25
2451,1984,0,0,0,0,0,6,0,0,0,2496,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.805086612701416,0,0,0,1,0,0,0,36
2451,1985,0,0,0,0,0,7,0,0,0,2152,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2.099656820297241,0,0,0,0,1,0,0,49
2451,1986,0,0,0,0,0,8,0,0,0,2432,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2.066472291946411,0,0,0,0,0,1,0,64
2451,1987,0,0,0,0,0,9,0,0,0,2496,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.9300718307495117,0,0,0,0,0,0,1,81
2494,1980,0,0,0,0,0,4,0,0,0,1214,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,0,1,0,0.3398260772228241,0,0,0,0,0,0,0,16
2494,1981,0,0,0,0,0,5,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,13,0,0,0,0.7121953964233398,1,0,0,0,0,0,0,25
2494,1982,0,0,0,0,0,6,0,0,0,1676,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,13,0,0,1,1.1443212032318115,0,1,0,0,0,0,0,36
2494,1983,0,0,0,0,0,7,0,0,0,2053,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,13,0,0,0,0.9807901382446289,0,0,1,0,0,0,0,49
2494,1984,0,0,0,0,0,8,0,0,0,2570,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,13,0,0,1,1.5887913703918457,0,0,0,1,0,0,0,64
2494,1985,0,0,0,0,0,9,0,0,0,2405,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,13,0,0,1,1.8214504718780518,0,0,0,0,1,0,0,81
2494,1986,0,0,0,0,0,10,0,0,0,2135,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,0,0,1,1.9649178981781006,0,0,0,0,0,1,0,100
2494,1987,0,0,0,0,0,11,0,0,0,2440,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,0,0,1,1.9891308546066284,0,0,0,0,0,0,1,121
2508,1980,0,0,1,0,0,3,0,0,0,2080,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,1.9180032014846802,0,0,0,0,0,0,0,9
2508,1981,0,0,0,0,0,4,0,0,0,2080,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,1.847848892211914,1,0,0,0,0,0,0,16
2508,1982,0,0,1,0,0,5,0,0,0,2080,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,1.973172903060913,0,1,0,0,0,0,0,25
2508,1983,0,0,1,0,0,6,0,0,0,2080,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2.1012747287750244,0,0,1,0,0,0,0,36
2508,1984,0,0,0,0,0,7,0,0,0,2080,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2.0454518795013428,0,0,0,1,0,0,0,49
2508,1985,0,0,1,0,0,8,0,0,0,2080,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,2.1103391647338867,0,0,0,0,1,0,0,64
2508,1986,0,0,1,0,0,9,0,0,0,2300,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,2.0871856212615967,0,0,0,0,0,1,0,81
2508,1987,0,0,1,0,0,10,0,0,0,2235,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,2.076887607574463,0,0,0,0,0,0,1,100
2535,1980,0,0,0,0,0,4,0,0,0,2318,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,0,1,1,1.711226224899292,0,0,0,0,0,0,0,16
2535,1981,0,0,0,0,0,5,0,0,0,2476,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,0,1,1,1.6555936336517334,1,0,0,0,0,0,0,25
2535,1982,0,0,0,0,0,6,0,0,0,2128,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,1,0,0,1.680933952331543,0,1,0,0,0,0,0,36
2535,1983,0,0,0,0,0,7,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,1,0,0,1.5626705884933472,0,0,1,0,0,0,0,49
2535,1984,0,0,0,0,0,8,0,0,0,2080,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,1.6412034034729004,0,0,0,1,0,0,0,64
2535,1985,1,0,0,0,0,9,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,1.5358495712280273,0,0,0,0,1,0,0,81
2535,1986,1,0,0,0,0,10,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,1,1.563572645187378,0,0,0,0,0,1,0,100
2535,1987,0,0,0,0,0,11,0,0,0,2145,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,1.6189981698989868,0,0,0,0,0,0,1,121
2540,1980,1,0,0,0,0,2,0,0,0,2399,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,0,0,0,0.9486405253410339,0,0,0,0,0,0,0,4
2540,1981,1,0,0,0,0,3,0,0,0,2201,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,0,0,0,1.0673861503601074,1,0,0,0,0,0,0,9
2540,1982,0,0,0,0,0,4,0,0,0,1995,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,0,0,1,1.2754688262939453,0,1,0,0,0,0,0,16
2540,1983,1,0,0,0,0,5,0,0,0,1940,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,0,0,0,1.2197258472442627,0,0,1,0,0,0,0,25
2540,1984,0,0,0,0,0,6,0,0,0,2520,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,0,0,1.0694419145584106,0,0,0,1,0,0,0,36
2540,1985,0,0,0,0,0,7,0,0,0,2530,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,1.2446879148483276,0,0,0,0,1,0,0,49
2540,1986,0,0,0,0,0,8,0,0,0,2600,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,1.0302741527557373,0,0,0,0,0,1,0,64
2540,1987,0,0,0,0,0,9,0,0,0,2260,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1.4416097402572632,0,0,0,0,0,0,1,81
2685,1980,0,0,0,0,0,2,0,0,0,2080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,1.8400416374206543,0,0,0,0,0,0,0,4
2685,1981,0,0,0,0,0,3,0,0,0,2080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13,0,0,0,1.7981492280960083,1,0,0,0,0,0,0,9
2685,1982,0,0,0,0,0,4,0,0,0,2120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13,0,0,0,2.0988991260528564,0,1,0,0,0,0,0,16
2685,1983,0,0,0,0,0,5,0,0,0,2080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13,0,0,0,2.267007350921631,0,0,1,0,0,0,0,25
2685,1984,0,0,0,0,0,6,0,0,0,2080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13,0,0,0,2.3694238662719727,0,0,0,1,0,0,0,36
2685,1985,0,0,0,0,0,7,1,0,0,2080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2.3960509300231934,0,0,0,0,1,0,0,49
2685,1986,0,0,0,0,0,8,0,0,0,2080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13,0,0,0,2.4528346061706543,0,0,0,0,0,1,0,64
2685,1987,0,0,0,0,0,9,1,0,0,2080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2.577756643295288,0,0,0,0,0,0,1,81
2711,1980,0,0,0,0,0,2,0,0,0,2288,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,1,1.2193865776062012,0,0,0,0,0,0,0,4
2711,1981,0,0,0,0,0,3,0,0,0,2848,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,1.2951887845993042,1,0,0,0,0,0,0,9
2711,1982,0,0,0,0,0,4,0,0,0,3457,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,1,1.0393692255020142,0,1,0,0,0,0,0,16
2711,1983,0,0,0,0,0,5,0,0,0,3110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,1.115515947341919,0,0,1,0,0,0,0,25
2711,1984,0,0,0,0,0,6,0,0,0,2751,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,1,1.2330507040023804,0,0,0,1,0,0,0,36
2711,1985,0,0,0,0,0,7,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,1.3604966402053833,0,0,0,0,1,0,0,49
2711,1986,0,0,0,0,0,8,0,0,0,2080,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,0,1.570746898651123,0,0,0,0,0,1,0,64
2711,1987,0,0,0,0,0,9,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,1,1.5891451835632324,0,0,0,0,0,0,1,81
2718,1980,0,1,0,0,0,3,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,1,0,1,2.141146659851074,0,0,0,0,0,0,0,9
2718,1981,0,1,0,0,0,4,0,0,0,2408,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,11,1,0,1,2.156156539916992,1,0,0,0,0,0,0,16
2718,1982,0,1,0,0,0,5,0,0,0,2192,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,0,0,1,2.2622110843658447,0,1,0,0,0,0,0,25
2718,1983,0,1,0,0,0,6,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,1,0,1,2.2850258350372314,0,0,1,0,0,0,0,36
2718,1984,0,1,0,0,0,7,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,0,0,1,2.4363181591033936,0,0,0,1,0,0,0,49
2718,1985,0,1,0,0,0,8,0,0,0,2080,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,0,0,1,2.309577226638794,0,0,0,0,1,0,0,64
2718,1986,0,1,0,0,0,9,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,1,0,1,2.352030038833618,0,0,0,0,0,1,0,81
2718,1987,0,1,0,0,0,10,0,0,0,2080,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,0,0,1,2.3130640983581543,0,0,0,0,0,0,1,100
2721,1980,0,0,0,1,0,6,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,1.5433096885681152,0,0,0,0,0,0,0,36
2721,1981,0,0,0,0,0,7,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,9,1,0,0,1.5621850490570068,1,0,0,0,0,0,0,49
2721,1982,0,0,0,1,0,8,0,0,0,1840,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,9,0,0,1,1.5029507875442505,0,1,0,0,0,0,0,64
2721,1983,0,0,0,1,0,9,0,0,0,3176,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,0,0.8809419870376587,0,0,1,0,0,0,0,81
2721,1984,1,0,0,0,0,10,0,0,0,2220,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,0,1,0.23111271858215332,0,0,0,1,0,0,0,100
2721,1985,0,0,0,0,0,11,0,0,0,2440,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,9,0,1,0,1.2008665800094604,0,0,0,0,1,0,0,121
2721,1986,0,0,1,0,0,12,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,9,0,0,0,0.909646213054657,0,0,0,0,0,1,0,144
2721,1987,0,0,0,1,0,13,0,0,0,1650,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,9,0,0,0,1.0207011699676514,0,0,0,0,0,0,1,169
2733,1980,0,1,0,0,0,4,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,0.7548524141311646,0,0,0,0,0,0,0,16
2733,1981,0,1,0,0,0,5,0,0,0,2424,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,1.0886619091033936,1,0,0,0,0,0,0,25
2733,1982,0,1,0,0,0,6,0,0,0,2496,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,1,1.01715886592865,0,1,0,0,0,0,0,36
2733,1983,0,1,0,0,0,7,0,0,0,2496,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,0.9897032976150513,0,0,1,0,0,0,0,49
