female,phsrank,BA,AA,black,hispanic,id,exper,jc,univ,lwage,stotal,smcity,medcity,submed,lgcity,sublg,vlgcity,subvlg,ne,nc,south,totcoll
1,92,0,0,0,0,5176.0,77,0.0,0.0,2.6193325519561768,0.7709606289863586,1,0,0,0,0,0,0,1,0,0,0.0
0,77,0,0,0,0,5184.0,144,0.0,0.0,2.6741485595703125,-0.007004473824054003,0,0,0,0,0,0,0,0,1,0,0.0
0,82,0,0,0,0,5185.0,144,0.0,6.9222187995910645,2.2137532234191895,1.4802818298339844,1,0,0,0,0,0,0,0,1,0,6.9222187995910645
1,42,0,0,0,0,5220.0,137,0.0,0.0,2.219203472137451,0.7023167014122009,0,0,0,0,1,0,0,1,0,0,0.0
1,76,0,0,0,0,5223.0,44,0.0,0.0,1.7035614252090454,0.0,0,0,0,0,1,0,0,0,0,1,0.0
0,79,1,0,0,0,5255.0,134,0.9666666388511658,4.133333206176758,2.5839974880218506,-0.6934443116188049,0,0,0,1,0,0,0,0,0,0,5.099999904632568
1,75,0,0,0,0,5271.0,121,0.03333333507180214,6.150000095367432,2.181903123855591,0.7023167014122009,0,0,0,0,0,0,0,0,1,0,6.183333396911621
0,76,1,0,0,0,5313.0,132,0.10000000149011612,4.236104488372803,2.60577130317688,0.9082486033439636,1,0,0,0,0,0,0,1,0,0,4.336104393005371
0,50,1,0,0,0,5325.0,146,0.0,4.433333396911621,1.945910096168518,0.0,0,0,0,0,0,0,0,0,1,0,4.433333396911621
0,34,0,0,0,0,5334.0,166,0.0,0.0,2.3025851249694824,0.038758181035518646,0,0,1,0,0,0,0,1,0,0,0.0
0,62,1,0,0,0,5336.0,102,2.200000047683716,4.188883304595947,2.7829277515411377,-0.32734304666519165,0,0,0,0,0,0,0,0,0,0,6.388883590698242
0,50,1,0,0,0,5344.0,101,0.0,4.088883399963379,1.9782389402389526,0.42774075269699097,1,0,0,0,0,0,0,0,0,0,4.088883399963379
1,1,0,0,0,0,5345.0,72,0.0,0.0,1.701312780380249,0.0,0,0,0,0,0,1,0,0,1,0,0.0
1,80,0,0,0,0,5348.0,115,0.0,0.0,1.8794649839401245,-0.12141110748052597,0,0,0,0,0,0,0,0,1,0,0.0
0,57,1,0,0,0,5359.0,30,0.0,5.688875675201416,2.862200975418091,0.7251980304718018,0,0,0,0,1,0,0,0,1,0,5.688875675201416
0,53,0,0,0,0,5387.0,162,0.0,0.8666656613349915,2.3795461654663086,0.5192660689353943,0,0,0,1,0,0,0,0,1,0,0.8666656613349915
1,85,0,0,0,0,5415.0,135,0.0,0.0,2.2055232524871826,0.9540112614631653,0,0,1,0,0,0,0,1,0,0,0.0
1,78,0,0,0,0,5431.0,148,0.0,0.0,2.145350456237793,-0.16717375814914703,0,1,0,0,0,0,0,0,0,1,0.0
1,94,1,0,0,0,5436.0,152,0.0,4.199999809265137,2.693451404571533,1.8692643642425537,1,0,0,0,0,0,0,0,1,0,4.199999809265137
1,70,0,0,0,0,5441.0,138,0.0,0.0,2.324563980102539,-0.6248003244400024,0,0,0,1,0,0,0,0,1,0,0.0
1,25,0,1,1,0,5460.0,112,3.0444397926330566,0.0,1.5851446390151978,-1.8375107049942017,0,0,0,0,0,0,0,0,0,1,3.0444397926330566
1,72,1,0,0,0,5470.0,74,0.0,4.300000190734863,2.6947519779205322,0.49638473987579346,0,1,0,0,0,0,0,0,1,0,4.300000190734863
1,8,0,0,0,0,5471.0,94,0.0,0.0,1.5686157941818237,0.0,0,0,0,0,1,0,0,0,1,0,0.0
0,85,1,0,0,0,5474.0,151,0.13333334028720856,5.3111042976379395,2.839078426361084,1.1370619535446167,1,0,0,0,0,0,0,0,1,0,5.444437503814697
0,83,0,0,0,0,5475.0,3,0.0,7.177771091461182,2.0512707233428955,0.4506220817565918,0,0,1,0,0,0,0,0,0,1,7.177771091461182
1,33,0,1,0,0,5480.0,119,2.200000047683716,0.0,1.6094379425048828,-0.32734304666519165,0,1,0,0,0,0,0,0,1,0,2.200000047683716
1,94,1,0,0,0,5500.0,108,0.0,4.233333110809326,1.4101998805999756,1.7777390480041504,1,0,0,0,0,0,0,0,1,0,4.233333110809326
1,56,0,0,0,0,5505.0,141,0.022222185507416725,2.699998617172241,1.4226222038269043,0.862485945224762,0,0,0,1,0,0,0,0,1,0,2.7222208976745605
0,59,1,0,0,0,5520.0,149,0.0,4.566666603088379,2.738614320755005,-0.3502243757247925,1,0,0,0,0,0,0,0,0,1,4.566666603088379
1,50,0,1,0,0,5522.0,131,2.1666667461395264,0.0,2.3418056964874268,-0.32734304666519165,0,1,0,0,0,0,0,1,0,0,2.1666667461395264
1,12,1,0,1,0,5527.0,106,0.0,5.133333206176758,1.783390760421753,-2.06632399559021,1,0,0,0,0,0,0,0,0,1,5.133333206176758
1,72,0,0,0,0,5551.0,131,0.0,0.20000000298023224,2.2512917518615723,0.24469012022018433,0,0,0,0,1,0,0,0,0,1,0.20000000298023224
1,88,0,0,0,0,5566.0,97,0.0,0.0,1.6028839349746704,1.2285871505737305,0,0,0,0,1,0,0,0,1,0,0.0
1,18,0,0,0,1,5602.0,115,0.0,0.0,1.9110229015350342,-0.8764948844909668,1,0,0,0,0,0,0,0,0,0,0.0
1,83,0,0,0,0,5621.0,161,2.133333444595337,3.4000000953674316,2.3025851249694824,0.565028727054596,0,0,1,0,0,0,0,1,0,0,5.533333778381348
1,51,0,0,0,0,5632.0,46,0.0,0.0,1.4554122686386108,0.19892747700214386,0,0,1,0,0,0,0,1,0,0,0.0
0,71,1,0,0,0,5647.0,125,0.0,4.4666666984558105,2.8895375728607178,1.2743498086929321,1,0,0,0,0,0,0,0,1,0,4.4666666984558105
0,50,0,0,0,0,5648.0,114,0.4444437623023987,0.0,2.7237985134124756,0.3133341073989868,0,0,0,0,1,0,0,0,0,0,0.4444437623023987
0,84,0,0,0,0,5667.0,152,0.0,0.0,1.6894805431365967,0.8167232871055603,0,0,0,0,0,1,0,0,1,0,0.0
0,50,0,0,0,0,5677.0,156,0.0,5.4666666984558105,2.420368194580078,-0.46463102102279663,0,0,0,0,0,0,0,0,0,1,5.4666666984558105
0,89,1,0,0,0,5697.0,129,0.0,2.466662645339966,2.4423470497131348,0.9540112614631653,0,0,0,0,0,0,0,0,0,1,2.466662645339966
0,44,0,0,0,0,5702.0,143,1.5333333015441895,0.0,2.939162015914917,1.4574004411697388,1,0,0,0,0,0,0,1,0,0,1.5333333015441895
1,99,1,0,0,0,5740.0,51,2.0,3.466662645339966,2.6592600345611572,0.9311299324035645,1,0,0,0,0,0,0,0,0,0,5.466662406921387
1,87,0,0,0,0,5741.0,156,0.0,0.0,2.3129241466522217,0.4735034108161926,0,0,0,0,1,0,0,0,0,0,0.0
0,99,0,0,0,0,5743.0,144,0.0,7.5,2.2772672176361084,1.388756513595581,0,0,0,1,0,0,0,0,1,0,7.5
0,55,1,0,0,0,5746.0,126,0.0,4.300000190734863,2.944438934326172,0.6107913851737976,0,1,0,0,0,0,0,1,0,0,4.300000190734863
0,46,0,0,0,0,5750.0,149,0.6666666865348816,1.0499999523162842,2.4849066734313965,0.0,0,0,0,0,1,0,0,0,0,1,1.7166666984558105
0,68,1,0,0,0,5754.0,45,0.0,5.0333333015441895,2.8779492378234863,0.9997739195823669,1,0,0,0,0,0,0,1,0,0,5.0333333015441895
1,82,0,0,0,0,5772.0,117,0.0,5.633333206176758,2.740839958190918,0.6336727142333984,0,0,0,0,0,0,1,1,0,0,5.633333206176758
0,50,1,0,0,0,5774.0,138,0.0,4.949999809265137,3.178053855895996,1.823501706123352,0,1,0,0,0,0,0,0,0,0,4.949999809265137
0,86,1,0,0,0,5784.0,166,0.0,6.577771186828613,2.995732307434082,1.388756513595581,0,0,0,1,0,0,0,0,1,0,6.577771186828613
1,91,0,0,0,0,5803.0,93,0.0,5.266666889190674,2.8332133293151855,1.4345191717147827,0,1,0,0,0,0,0,1,0,0,5.266666889190674
0,99,1,0,1,0,5809.0,152,0.0,4.2222208976745605,2.7725887298583984,0.7709606289863586,0,0,1,0,0,0,0,0,0,1,4.2222208976745605
1,73,0,0,0,0,5820.0,53,0.0,0.0,1.8718022108078003,0.33621543645858765,0,0,0,0,0,0,0,1,0,0,0.0
1,93,1,0,0,0,5822.0,131,0.0,5.599999904632568,2.610069751739502,0.33621543645858765,0,0,0,0,0,0,0,1,0,0,5.599999904632568
1,28,0,0,0,0,5823.0,60,0.0,0.0,1.7047480344772339,-0.6248003244400024,0,1,0,0,0,0,0,0,1,0,0.0
1,80,1,0,0,0,5857.0,85,0.0,2.6666667461395264,2.070652961730957,1.6404510736465454,0,0,0,0,0,0,1,1,0,0,2.6666667461395264
0,83,1,0,0,0,5875.0,131,0.0,6.488880634307861,2.694627285003662,0.7938419580459595,0,0,0,0,1,0,0,0,1,0,6.488880634307861
0,83,0,0,0,0,5882.0,36,0.0,6.599999904632568,1.8718022108078003,1.3658751249313354,0,0,0,0,0,0,1,1,0,0,6.599999904632568
0,1,0,0,0,0,5885.0,91,0.0,0.0,2.3025851249694824,-2.134967803955078,1,0,0,0,0,0,0,0,1,0,0.0
1,50,0,0,1,0,5893.0,158,0.0,0.3333333432674408,2.1157078742980957,0.19892747700214386,0,0,0,0,0,1,0,0,0,1,0.3333333432674408
0,62,0,0,0,0,5901.0,126,0.0,4.133333206176758,1.7984035015106201,0.565028727054596,0,1,0,0,0,0,0,1,0,0,4.133333206176758
0,90,0,0,0,0,5902.0,92,0.0,7.5,1.6582280397415161,0.49638473987579346,1,0,0,0,0,0,0,0,1,0,7.5
1,63,0,0,0,0,5909.0,151,0.0,0.0,1.991702675819397,-0.7849696278572083,0,0,0,0,0,0,0,0,0,1,0.0
0,16,1,0,0,0,5918.0,133,0.0,3.5166666507720947,2.800187587738037,0.9311299324035645,1,0,0,0,0,0,0,0,1,0,3.5166666507720947
0,16,0,0,0,0,5925.0,94,0.0,0.0,1.9488602876663208,-2.1578493118286133,0,0,0,0,0,0,0,0,1,0,0.0
0,22,0,0,0,0,5945.0,133,0.0,0.0,2.559028148651123,-2.2264931201934814,0,0,1,0,0,0,0,0,1,0,0.0
0,98,1,0,0,0,5946.0,128,0.0,4.477773189544678,2.6517856121063232,1.6175698041915894,0,0,0,1,0,0,0,0,0,1,4.477773189544678
0,80,1,0,0,0,5955.0,107,0.0,4.433333396911621,2.706448793411255,0.5192660689353943,1,0,0,0,0,0,0,1,0,0,4.433333396911621
1,87,0,0,0,0,5970.0,141,0.0,0.0,2.0149030685424805,1.2285871505737305,0,0,0,0,1,0,0,1,0,0,0.0
1,69,1,0,0,0,5980.0,139,0.0,4.522216796875,2.1972246170043945,-0.4417496919631958,0,0,0,1,0,0,0,0,0,1,4.522216796875
1,78,0,0,0,0,5984.0,143,0.0,0.0,2.1587142944335938,0.862485945224762,0,0,0,0,0,1,0,0,1,0,0.0
1,57,0,0,0,0,5993.0,88,0.0,0.0,2.0692861080169678,-0.3502243757247925,0,0,0,0,0,0,0,0,1,0,0.0
0,94,1,0,0,0,5995.0,120,0.0,5.044437885284424,2.456735849380493,1.5718071460723877,1,0,0,0,0,0,0,0,0,0,5.044437885284424
1,50,0,0,0,0,6003.0,109,0.0,0.0,1.4284756183624268,-0.39598703384399414,0,1,0,0,0,0,0,0,1,0,0.0
1,66,0,0,0,0,6010.0,63,0.0,0.0,1.3977501392364502,0.10740216076374054,0,0,0,0,0,0,0,0,0,1,0.0
0,20,0,0,0,0,6016.0,145,0.0,0.0,1.8657437562942505,0.3590967655181885,0,0,0,0,0,0,0,1,0,0,0.0
0,47,0,0,0,1,6017.0,131,0.0,0.8666666746139526,1.6333434581756592,0.5192660689353943,0,0,1,0,0,0,0,0,0,1,0.8666666746139526
1,74,0,1,0,1,6058.0,103,2.200000047683716,0.0,1.7533082962036133,-0.8078509569168091,0,0,0,0,1,0,0,0,1,0,2.200000047683716
1,46,0,0,0,0,6072.0,55,0.5,0.0,1.9387412071228027,-1.0137828588485718,0,0,0,0,0,0,0,0,1,0,0.5
1,62,0,0,0,0,6097.0,82,0.0,0.0,1.6094379425048828,0.5192660689353943,1,0,0,0,0,0,0,0,0,0,0.0
0,15,0,0,0,0,6104.0,108,0.0,0.0,1.6652077436447144,-0.8764948844909668,1,0,0,0,0,0,0,0,0,1,0.0
1,99,1,0,0,0,6110.0,131,0.0,4.800000190734863,2.2905123233795166,1.5718071460723877,0,1,0,0,0,0,0,1,0,0,4.800000190734863
0,85,0,0,0,0,6124.0,141,0.0,4.574999809265137,2.6447553634643555,1.388756513595581,0,0,0,0,0,0,1,0,0,1,4.574999809265137
1,73,0,0,0,0,6126.0,141,0.0,0.0,1.945910096168518,0.0,0,0,0,1,0,0,0,0,1,0,0.0
1,21,0,0,0,0,6128.0,135,0.0,0.0,2.5109939575195312,-0.25869908928871155,0,0,0,0,0,0,0,0,0,0,0.0
1,96,1,0,0,0,6130.0,67,0.0,5.766666889190674,1.5048469305038452,1.2285871505737305,1,0,0,0,0,0,0,0,0,0,5.766666889190674
0,27,0,0,0,0,6134.0,155,0.0,0.0,2.2741849422454834,-0.8764948844909668,0,0,0,0,0,0,0,0,1,0,0.0
1,50,0,0,0,0,6138.0,105,1.3333313465118408,1.5333333015441895,1.945910096168518,0.0,0,0,0,0,0,0,0,0,1,0,2.8666646480560303
0,60,1,0,0,0,6148.0,141,0.0,5.022216796875,2.140066146850586,0.015876853838562965,0,0,0,0,0,0,0,0,1,0,5.022216796875
0,99,1,0,0,0,6175.0,116,0.0,3.477799415588379,2.628777027130127,1.6175698041915894,0,0,0,0,0,0,1,0,0,0,3.477799415588379
1,96,0,0,0,0,6181.0,147,0.0,0.0,1.6094379425048828,1.091299295425415,0,0,0,0,0,0,0,1,0,0,0.0
0,61,1,0,0,1,6184.0,151,2.799999952316284,2.866666555404663,3.190476417541504,0.13028348982334137,0,0,0,0,0,1,0,0,0,1,5.666666507720947
1,92,0,1,0,0,6200.0,157,0.0,1.9999979734420776,2.0605132579803467,0.9997739195823669,0,0,0,0,1,0,0,0,1,0,1.9999979734420776
1,32,0,0,1,0,6212.0,116,0.0,0.8333333134651184,2.5162837505340576,0.10740216076374054,0,0,0,0,0,0,0,0,0,1,0.8333333134651184
1,89,1,0,0,0,6213.0,120,0.0,5.516666889190674,2.79728102684021,1.0455366373062134,0,0,0,0,1,0,0,0,0,1,5.516666889190674
0,86,0,1,0,0,6219.0,140,1.4666666984558105,0.5333333611488342,2.4423470497131348,-0.1442924439907074,0,0,1,0,0,0,0,0,0,0,2.0
1,7,0,0,0,0,6220.0,19,0.0,0.0,1.4109865427017212,-1.1510708332061768,1,0,0,0,0,0,0,0,0,0,0.0
0,95,1,0,0,0,6225.0,101,0.0,4.666666507720947,2.8415815830230713,1.4345191717147827,1,0,0,0,0,0,0,1,0,0,4.666666507720947
0,82,0,1,0,0,6228.0,79,1.4500000476837158,1.7555524110794067,1.504077434539795,1.4345191717147827,0,1,0,0,0,0,0,0,0,1,3.205552577972412
1,58,1,0,0,0,6233.0,138,0.0,4.199999809265137,2.4606566429138184,0.9997739195823669,1,0,0,0,0,0,0,1,0,0,4.199999809265137
1,84,0,0,1,0,6240.0,146,2.0333333015441895,0.0,2.0149030685424805,0.0,0,0,0,1,0,0,0,0,1,0,2.0333333015441895
0,60,0,0,0,0,6241.0,144,0.0,0.46666666865348816,2.4918270111083984,0.9311299324035645,1,0,0,0,0,0,0,0,1,0,0.46666666865348816
1,55,1,0,0,0,6242.0,133,1.4666666984558105,3.4277751445770264,1.846819281578064,0.1531648188829422,0,0,0,1,0,0,0,1,0,0,4.894441604614258
1,71,0,0,0,0,6266.0,80,0.0,0.0,2.458998441696167,-0.6019189953804016,0,0,1,0,0,0,0,0,0,0,0.0
1,50,1,0,0,0,6278.0,79,1.2666666507720947,2.9666666984558105,1.5301647186279297,1.2743498086929321,0,0,0,0,0,0,0,0,0,1,4.233333587646484
1,88,0,0,0,0,6282.0,166,0.0,0.0,2.8847105503082275,0.8853672742843628,1,0,0,0,0,0,0,0,0,0,0.0
1,5,0,0,0,0,6288.0,146,0.06666667014360428,0.0,2.025512933731079,-0.4417496919631958,0,0,0,0,0,0,0,0,1,0,0.06666667014360428
1,83,1,0,0,0,6305.0,109,0.0,4.016666889190674,2.319706916809082,1.114180564880371,0,1,0,0,0,0,0,1,0,0,4.016666889190674
0,41,1,0,0,0,6308.0,128,2.26666259765625,4.150000095367432,2.4079456329345703,0.565028727054596,1,0,0,0,0,0,0,0,1,0,6.416662693023682
1,32,0,0,0,1,6312.0,151,0.0,0.0,2.2082743644714355,-1.082426905632019,1,0,0,0,0,0,0,0,0,1,0.0
0,18,0,0,0,0,6324.0,85,0.0,0.0,2.240709066390991,-2.7756450176239014,0,1,0,0,0,0,0,0,1,0,0.0
1,82,1,0,0,0,6326.0,158,2.366666555404663,1.682219386100769,2.788092851638794,0.565028727054596,0,0,0,0,0,0,1,0,0,1,4.048885822296143
1,50,0,0,0,0,6327.0,96,0.0,0.0,2.057109832763672,-0.6019189953804016,0,1,0,0,0,0,0,0,0,0,0.0
1,55,0,0,0,0,6347.0,55,0.0,0.0,1.4469189643859863,0.9768925905227661,1,0,0,0,0,0,0,0,1,0,0.0
1,17,1,0,0,0,6360.0,102,0.0,3.6666667461395264,2.415019989013672,-1.105308175086975,0,0,0,0,0,0,0,0,0,0,3.6666667461395264
1,83,1,0,0,0,6381.0,141,0.13333314657211304,3.8055503368377686,1.9826421737670898,0.49638473987579346,1,0,0,0,0,0,0,0,0,1,3.9388835430145264
1,80,0,0,0,0,6399.0,128,0.0,0.0,1.4701755046844482,0.24469012022018433,0,0,0,0,0,0,0,1,0,0,0.0
1,62,0,0,0,0,6403.0,131,0.3333328366279602,6.63332986831665,2.7168116569519043,0.5421473979949951,0,0,0,0,1,0,0,0,0,0,6.966662883758545
1,80,1,0,0,0,6429.0,98,0.0,4.011106491088867,1.756041407585144,1.2972311973571777,0,0,0,0,0,1,0,0,0,1,4.011106491088867
0,1,0,0,0,1,6440.0,134,0.0,0.0,2.1972246170043945,-1.5629347562789917,1,0,0,0,0,0,0,0,0,1,0.0
0,21,0,0,0,0,6447.0,154,0.0,0.0,2.1377103328704834,0.5421473979949951,0,0,0,0,0,0,0,0,1,0,0.0
0,19,0,0,0,0,6450.0,149,1.9555498361587524,0.0,2.324563980102539,-1.540053367614746,0,0,0,1,0,0,0,0,0,1,1.9555498361587524
0,27,0,0,0,1,6483.0,154,0.03333333507180214,0.0,2.474435329437256,-0.5332750082015991,1,0,0,0,0,0,0,0,0,0,0.03333333507180214
1,62,1,0,0,0,6547.0,116,0.0,4.266666889190674,2.6798791885375977,1.091299295425415,0,0,0,1,0,0,0,1,0,0,4.266666889190674
1,10,0,0,0,1,6548.0,105,0.0,0.0,1.716644287109375,-1.219714879989624,0,1,0,0,0,0,0,0,0,0,0.0
1,81,1,0,0,0,6559.0,125,0.0,4.800000190734863,2.1068406105041504,0.3133341073989868,0,0,0,0,0,0,0,0,1,0,4.800000190734863
1,50,0,0,0,0,6563.0,64,0.0,0.0,1.8452999591827393,-1.24259614944458,0,1,0,0,0,0,0,0,0,1,0.0
1,50,1,0,1,0,6568.0,124,0.0,5.5,2.614262580871582,0.4735034108161926,0,0,1,0,0,0,0,0,0,1,5.5
0,19,0,0,0,0,6571.0,142,0.0,0.0,2.169053792953491,0.0845208391547203,0,0,0,0,1,0,0,0,0,1,0.0
1,69,1,0,1,0,6575.0,81,0.10000000149011612,4.0333333015441895,1.648658037185669,-1.4027653932571411,0,0,0,0,0,1,0,1,0,0,4.133333206176758
0,52,0,0,1,0,6579.0,84,0.0,7.5,2.9506118297576904,0.5192660689353943,1,0,0,0,0,0,0,1,0,0,7.5
1,50,0,0,0,0,6594.0,57,0.0,0.0,1.8718022108078003,-0.8993762135505676,1,0,0,0,0,0,0,0,0,1,0.0
0,99,0,0,0,0,6622.0,135,0.0,6.5333333015441895,2.169053792953491,2.0294337272644043,1,0,0,0,0,0,0,0,1,0,6.5333333015441895
1,66,1,0,1,0,6640.0,79,1.1666666269302368,1.0,2.157559394836426,-0.007004473824054003,1,0,0,0,0,0,0,0,0,1,2.1666665077209473
1,40,0,0,0,0,6659.0,115,0.0,0.0,2.1972246170043945,0.0,0,0,0,0,0,1,0,0,1,0,0.0
1,86,0,1,0,0,6679.0,78,2.2333333492279053,0.0,2.407836437225342,0.5421473979949951,0,0,0,0,0,0,0,0,1,0,2.2333333492279053
1,44,0,0,0,0,6699.0,37,0.0,0.0,1.9381266832351685,0.26757144927978516,0,0,0,0,0,0,0,0,0,1,0.0
1,66,0,0,0,0,6719.0,159,0.0,0.0,2.079441547393799,0.3590967655181885,1,0,0,0,0,0,0,0,0,0,0.0
1,69,0,0,0,0,6732.0,124,0.0,2.1666667461395264,2.0687596797943115,0.0,0,0,0,1,0,0,0,0,1,0,2.1666667461395264
0,96,1,0,0,0,6735.0,154,2.2222187519073486,1.899999976158142,2.4388628005981445,0.0,0,0,0,0,0,0,0,0,1,0,4.122218608856201
0,94,0,0,0,0,6750.0,125,0.0,0.0,2.8033604621887207,0.015876853838562965,0,0,0,0,0,0,0,0,1,0,0.0
1,83,0,0,0,0,6761.0,138,0.0,0.0,1.587192177772522,1.0226552486419678,1,0,0,0,0,0,0,0,0,1,0.0
1,60,0,0,0,1,6764.0,128,0.0,0.0,2.3011727333068848,-1.5629347562789917,0,1,0,0,0,0,0,0,0,1,0.0
0,41,1,0,0,0,6791.0,156,1.9777750968933105,2.0333333015441895,3.1986730098724365,-0.007004473824054003,0,0,0,0,0,0,1,0,0,0,4.0111083984375
0,38,0,0,0,0,6801.0,153,0.0,0.0,2.740839958190918,-0.25869908928871155,1,0,0,0,0,0,0,0,1,0,0.0
1,84,1,0,0,0,6802.0,136,0.0,5.183325290679932,2.460214138031006,1.091299295425415,0,0,0,0,0,0,0,1,0,0,5.183325290679932
0,57,0,0,0,0,6806.0,122,1.6666666269302368,0.0,2.912350654602051,-1.0595455169677734,0,0,0,0,0,0,0,0,0,0,1.6666666269302368
0,90,1,0,0,0,6812.0,162,2.200000047683716,2.244440793991089,2.7725887298583984,1.0684179067611694,0,0,0,0,1,0,0,0,0,0,4.444440841674805
0,97,0,0,0,0,6815.0,120,0.0,7.5,2.6723320484161377,1.0455366373062134,0,0,0,1,0,0,0,0,1,0,7.5
1,50,0,0,1,0,6817.0,152,0.0,0.0,1.884094476699829,-1.4942907094955444,0,0,0,1,0,0,0,0,0,1,0.0
1,50,1,0,1,0,6820.0,113,0.0,4.333333492279053,1.831281065940857,0.0,0,0,0,1,0,0,0,0,1,0,4.333333492279053
1,49,0,0,0,0,6821.0,78,0.0,0.0,2.169053792953491,0.3590967655181885,0,0,0,0,0,0,0,0,0,1,0.0
1,61,0,0,0,0,6822.0,42,0.0,0.0,1.3217558860778809,-0.39598703384399414,0,0,0,0,0,0,0,0,1,0,0.0
1,52,0,0,1,0,6830.0,151,0.0,0.0,2.70805025100708,-0.5790376663208008,0,1,0,0,0,0,0,0,1,0,0.0
0,66,1,0,0,0,6835.0,145,0.0833333358168602,2.066666603088379,2.65675687789917,-0.32734304666519165,0,0,1,0,0,0,0,0,0,0,2.1499998569488525
1,64,0,0,0,0,6845.0,94,0.0,0.6166666746139526,1.8325815200805664,-0.990901529788971,0,0,0,0,0,1,0,1,0,0,0.6166666746139526
0,40,0,1,0,0,6850.0,157,1.3333333730697632,0.10000000149011612,3.075064182281494,1.091299295425415,0,0,0,1,0,0,0,0,0,1,1.433333396911621
1,50,0,0,1,0,6875.0,91,0.0,5.833333492279053,1.6995396614074707,-0.9451388716697693,1,0,0,0,0,0,0,0,0,1,5.833333492279053
1,75,0,0,0,1,6880.0,110,0.800000011920929,0.3333333432674408,1.9764518737792969,-0.25869908928871155,0,0,0,1,0,0,0,0,0,1,1.1333333253860474
0,17,0,0,0,0,6885.0,134,0.0,0.0,2.525728702545166,-0.39598703384399414,0,0,0,0,0,0,0,1,0,0,0.0
1,41,0,0,0,0,6889.0,89,0.10000000149011612,2.933333396911621,1.6582280397415161,-1.4714094400405884,0,0,1,0,0,0,0,0,1,0,3.0333333015441895
0,28,1,0,0,0,6892.0,127,0.0,4.300000190734863,2.495269536972046,0.3590967655181885,1,0,0,0,0,0,0,0,0,1,4.300000190734863
0,55,0,0,0,1,6915.0,131,0.0,0.0,2.3692941665649414,-0.5790376663208008,1,0,0,0,0,0,0,0,0,1,0.0
0,3,0,0,0,0,6927.0,160,0.800000011920929,0.0,2.6672282218933105,-0.5332750082015991,0,0,1,0,0,0,0,0,0,0,0.800000011920929
1,87,1,0,0,0,6941.0,72,2.1666667461395264,2.6666667461395264,2.732531785964966,0.7251980304718018,0,0,0,0,1,0,0,0,0,0,4.833333492279053
1,99,1,0,0,0,6945.0,134,0.0,4.355550289154053,2.6375107765197754,1.1370619535446167,0,0,0,0,1,0,0,0,0,0,4.355550289154053
1,96,1,0,0,0,6961.0,67,0.0,4.300000190734863,1.7095212936401367,1.1599432229995728,0,0,0,0,0,0,0,0,0,1,4.300000190734863
0,23,0,0,0,0,6985.0,150,0.0,0.0,2.3025851249694824,0.6107913851737976,0,0,0,0,0,0,0,0,1,0,0.0
1,58,1,0,1,0,6993.0,136,0.0,5.0,2.874371290206909,-0.3044617176055908,1,0,0,0,0,0,0,1,0,0,5.0
0,0,0,0,0,0,7030.0,149,0.0,0.0,1.6094379425048828,0.7023167014122009,1,0,0,0,0,0,0,0,1,0,0.0
0,85,1,0,0,0,7036.0,126,0.0,6.044437885284424,2.4423470497131348,0.49638473987579346,0,0,0,0,1,0,0,0,1,0,6.044437885284424
0,32,0,1,0,0,7039.0,102,2.3333332538604736,0.0,1.6094379425048828,-1.2654775381088257,0,0,0,0,0,0,0,0,1,0,2.3333332538604736
0,29,0,0,0,0,7051.0,100,0.0,0.0,1.969815731048584,-0.48751235008239746,0,0,0,0,0,0,0,0,1,0,0.0
0,11,0,0,1,0,7053.0,158,0.3777773678302765,0.0,2.7725887298583984,0.038758181035518646,1,0,0,0,0,0,0,1,0,0,0.3777773678302765
1,76,0,0,0,0,7061.0,124,1.1333333253860474,0.0,2.0149030685424805,0.42774075269699097,0,0,0,0,0,0,0,0,0,1,1.1333333253860474
1,92,1,0,0,0,7077.0,114,0.9777765870094299,4.111105918884277,2.4079456329345703,-0.05276712775230408,0,1,0,0,0,0,0,0,1,0,5.0888824462890625
1,39,1,0,0,0,7118.0,145,0.0,3.8333332538604736,2.4423470497131348,1.663332462310791,1,0,0,0,0,0,0,1,0,0,3.8333332538604736
0,55,0,0,0,0,7137.0,164,0.0,0.0,2.5649492740631104,0.565028727054596,0,0,0,0,0,0,0,0,0,1,0.0
0,50,0,0,0,1,7151.0,88,0.0,0.0,1.6094379425048828,0.0,1,0,0,0,0,0,0,0,0,1,0.0
0,3,0,0,0,0,7173.0,115,0.0,0.06666667014360428,1.8475292921066284,-1.082426905632019,0,0,0,0,0,0,0,0,1,0,0.06666667014360428
0,63,1,0,0,0,7175.0,116,0.0,6.4666666984558105,3.1396026611328125,0.5421473979949951,0,0,0,1,0,0,0,0,0,0,6.4666666984558105
1,50,0,1,0,0,7180.0,112,2.7166666984558105,0.0,1.6652077436447144,0.19892747700214386,0,0,0,1,0,0,0,0,0,1,2.7166666984558105
0,89,1,0,0,0,7195.0,118,0.0,4.066666603088379,2.890371799468994,1.1599432229995728,1,0,0,0,0,0,0,0,1,0,4.066666603088379
0,49,0,0,0,0,7197.0,166,1.8666666746139526,0.0,2.890371799468994,0.8853672742843628,0,0,1,0,0,0,0,0,0,0,1.8666666746139526
1,18,0,0,1,0,7198.0,14,0.0,1.4666666984558105,2.0047476291656494,-1.5858160257339478,1,0,0,0,0,0,0,0,0,1,1.4666666984558105
