studyid,black,hispanic,female,appyear,mnce,select,choice,selectyrs,choiceyrs,mnce90,selectyrs1,selectyrs2,selectyrs3,selectyrs4,choiceyrs1,choiceyrs2,choiceyrs3,choiceyrs4
10645,1,0,0,93,34,0,0,0,0,,0,0,0,0,0,0,0,0
10673,0,0,0,91,1,0,0,0,0,,0,0,0,0,0,0,0,0
10690,0,0,0,91,66,0,0,0,0,,0,0,0,0,0,0,0,0
10743,1,0,1,92,87,0,0,0,0,,0,0,0,0,0,0,0,0
10770,0,0,0,90,32,0,0,0,0,,0,0,0,0,0,0,0,0
10783,1,0,1,90,31,0,0,0,0,,0,0,0,0,0,0,0,0
10785,0,0,0,90,35,0,0,0,0,29,0,0,0,0,0,0,0,0
10795,1,0,1,90,45,0,0,0,0,25,0,0,0,0,0,0,0,0
10805,1,0,1,90,57,0,0,0,0,,0,0,0,0,0,0,0,0
10832,0,0,0,90,50,0,0,0,0,,0,0,0,0,0,0,0,0
10849,0,0,1,90,74,0,0,0,0,,0,0,0,0,0,0,0,0
10872,0,1,1,91,48,0,0,0,0,,0,0,0,0,0,0,0,0
10879,1,0,1,91,31,0,0,0,0,,0,0,0,0,0,0,0,0
10926,1,0,1,90,80,0,0,0,0,,0,0,0,0,0,0,0,0
10942,1,0,1,91,35,0,0,0,0,,0,0,0,0,0,0,0,0
10953,1,0,1,90,69,0,0,0,0,,0,0,0,0,0,0,0,0
10956,0,0,1,90,56,0,0,0,0,,0,0,0,0,0,0,0,0
11010,1,0,0,90,15,0,0,0,0,,0,0,0,0,0,0,0,0
11011,0,0,0,91,76,0,0,0,0,,0,0,0,0,0,0,0,0
11030,1,0,0,90,10,0,0,0,0,10,0,0,0,0,0,0,0,0
11034,0,0,0,91,99,0,0,0,0,,0,0,0,0,0,0,0,0
11044,0,0,0,91,45,0,0,0,0,,0,0,0,0,0,0,0,0
11080,0,1,1,91,28,0,0,0,0,,0,0,0,0,0,0,0,0
11084,0,0,1,91,37,0,0,0,0,,0,0,0,0,0,0,0,0
11085,0,0,0,91,39,0,0,0,0,,0,0,0,0,0,0,0,0
11107,1,0,1,93,1,0,0,0,0,,0,0,0,0,0,0,0,0
11108,0,0,0,90,77,0,0,0,0,,0,0,0,0,0,0,0,0
11115,1,0,1,90,33,0,0,0,0,1,0,0,0,0,0,0,0,0
11129,1,0,1,93,66,0,0,0,0,,0,0,0,0,0,0,0,0
11147,1,0,1,91,54,0,0,0,0,,0,0,0,0,0,0,0,0
11151,1,0,1,91,50,0,0,0,0,,0,0,0,0,0,0,0,0
11165,1,0,0,91,81,0,0,0,0,,0,0,0,0,0,0,0,0
11184,1,0,1,90,23,0,0,0,0,,0,0,0,0,0,0,0,0
11187,1,0,1,90,45,0,0,0,0,,0,0,0,0,0,0,0,0
11200,1,0,1,90,81,0,0,0,0,,0,0,0,0,0,0,0,0
11203,1,0,0,91,25,0,0,0,0,,0,0,0,0,0,0,0,0
11217,1,0,0,93,20,0,0,0,0,,0,0,0,0,0,0,0,0
11244,0,0,1,91,52,0,0,0,0,,0,0,0,0,0,0,0,0
11263,1,0,0,91,23,0,0,0,0,,0,0,0,0,0,0,0,0
11264,1,0,1,90,57,0,0,0,0,,0,0,0,0,0,0,0,0
11283,1,0,0,90,35,0,0,0,0,,0,0,0,0,0,0,0,0
11284,0,0,1,90,20,0,0,0,0,39,0,0,0,0,0,0,0,0
11286,0,1,0,90,29,0,0,0,0,58,0,0,0,0,0,0,0,0
11287,1,0,0,90,40,0,0,0,0,,0,0,0,0,0,0,0,0
11288,1,0,0,90,28,0,0,0,0,,0,0,0,0,0,0,0,0
11289,0,1,1,90,59,0,0,0,0,52,0,0,0,0,0,0,0,0
11290,1,0,0,90,28,0,0,0,0,29,0,0,0,0,0,0,0,0
11292,1,0,0,90,47,0,0,0,0,44,0,0,0,0,0,0,0,0
11294,0,0,1,90,47,0,0,0,0,28,0,0,0,0,0,0,0,0
11297,1,0,0,90,50,0,0,0,0,48,0,0,0,0,0,0,0,0
11298,1,0,1,90,60,0,0,0,0,,0,0,0,0,0,0,0,0
11299,1,0,0,90,52,0,0,0,0,,0,0,0,0,0,0,0,0
11302,0,1,0,91,59,0,0,0,0,,0,0,0,0,0,0,0,0
11303,0,0,1,90,48,0,0,0,0,,0,0,0,0,0,0,0,0
11304,1,0,0,90,15,0,0,0,0,32,0,0,0,0,0,0,0,0
11305,0,0,1,90,37,0,0,0,0,42,0,0,0,0,0,0,0,0
11307,0,0,1,90,66,0,0,0,0,42,0,0,0,0,0,0,0,0
11309,1,0,1,90,42,0,0,0,0,43,0,0,0,0,0,0,0,0
11310,1,0,0,90,35,0,0,0,0,58,0,0,0,0,0,0,0,0
11313,0,0,1,90,29,0,0,0,0,64,0,0,0,0,0,0,0,0
11315,0,0,1,90,59,0,0,0,0,45,0,0,0,0,0,0,0,0
11316,1,0,0,90,99,0,0,0,0,,0,0,0,0,0,0,0,0
11320,1,0,0,90,55,0,0,0,0,50,0,0,0,0,0,0,0,0
11321,0,0,0,90,90,0,0,0,0,99,0,0,0,0,0,0,0,0
11325,0,0,1,90,78,0,0,0,0,,0,0,0,0,0,0,0,0
11327,1,0,0,90,38,0,0,0,0,58,0,0,0,0,0,0,0,0
11328,1,0,1,90,60,0,0,0,0,70,0,0,0,0,0,0,0,0
11329,0,0,1,90,60,0,0,0,0,70,0,0,0,0,0,0,0,0
11330,1,0,1,90,42,0,0,0,0,22,0,0,0,0,0,0,0,0
11331,1,0,0,90,50,0,0,0,0,77,0,0,0,0,0,0,0,0
11332,1,0,1,90,38,0,0,0,0,,0,0,0,0,0,0,0,0
11333,1,0,1,90,68,0,0,0,0,,0,0,0,0,0,0,0,0
11336,0,0,0,90,90,0,0,0,0,,0,0,0,0,0,0,0,0
11337,0,0,0,90,78,0,0,0,0,,0,0,0,0,0,0,0,0
11338,0,0,0,90,78,0,0,0,0,,0,0,0,0,0,0,0,0
11339,1,0,0,90,70,0,0,0,0,,0,0,0,0,0,0,0,0
11342,1,0,0,90,29,0,0,0,0,55,0,0,0,0,0,0,0,0
11343,0,0,0,90,35,0,0,0,0,25,0,0,0,0,0,0,0,0
11344,1,0,1,90,70,0,0,0,0,,0,0,0,0,0,0,0,0
11345,0,0,0,90,62,0,0,0,0,,0,0,0,0,0,0,0,0
11346,0,0,0,90,23,0,0,0,0,,0,0,0,0,0,0,0,0
11347,0,0,1,90,55,0,0,0,0,,0,0,0,0,0,0,0,0
11349,0,0,1,90,78,0,0,0,0,,0,0,0,0,0,0,0,0
11350,1,0,0,90,38,0,0,0,0,,0,0,0,0,0,0,0,0
11353,0,0,0,90,50,0,0,0,0,,0,0,0,0,0,0,0,0
11354,0,0,1,90,64,0,0,0,0,,0,0,0,0,0,0,0,0
11355,0,0,0,90,78,0,0,0,0,,0,0,0,0,0,0,0,0
11358,1,0,0,90,66,0,0,0,0,53,0,0,0,0,0,0,0,0
11359,0,1,1,91,15,0,0,0,0,,0,0,0,0,0,0,0,0
11360,0,0,0,90,29,0,0,0,0,,0,0,0,0,0,0,0,0
11361,1,0,0,90,17,0,0,0,0,25,0,0,0,0,0,0,0,0
11363,1,0,0,90,50,0,0,0,0,,0,0,0,0,0,0,0,0
11364,0,0,0,90,67,0,0,0,0,87,0,0,0,0,0,0,0,0
11365,1,0,1,90,45,0,0,0,0,,0,0,0,0,0,0,0,0
11366,0,0,1,90,60,0,0,0,0,,0,0,0,0,0,0,0,0
11367,1,0,0,90,57,0,0,0,0,44,0,0,0,0,0,0,0,0
11372,1,0,0,90,59,0,0,0,0,52,0,0,0,0,0,0,0,0
11373,1,0,1,90,59,0,0,0,0,50,0,0,0,0,0,0,0,0
11375,0,0,1,90,55,0,0,0,0,,0,0,0,0,0,0,0,0
11376,1,0,1,90,52,0,0,0,0,50,0,0,0,0,0,0,0,0
11377,1,0,1,90,60,0,0,0,0,,0,0,0,0,0,0,0,0
11379,1,0,1,90,38,0,0,0,0,38,0,0,0,0,0,0,0,0
11380,1,0,1,90,35,0,0,0,0,58,0,0,0,0,0,0,0,0
11381,1,0,1,90,52,0,0,0,0,,0,0,0,0,0,0,0,0
11383,1,0,1,92,1,0,0,0,0,,0,0,0,0,0,0,0,0
11384,1,0,1,90,70,0,0,0,0,52,0,0,0,0,0,0,0,0
11385,0,0,1,90,44,0,0,0,0,45,0,0,0,0,0,0,0,0
11386,1,0,0,90,40,0,0,0,0,,0,0,0,0,0,0,0,0
11387,0,1,1,92,28,0,0,0,0,,0,0,0,0,0,0,0,0
11388,0,0,1,90,55,0,0,0,0,62,0,0,0,0,0,0,0,0
11389,1,0,1,90,1,0,0,0,0,50,0,0,0,0,0,0,0,0
11391,0,0,1,90,81,0,0,0,0,61,0,0,0,0,0,0,0,0
11392,0,0,1,90,87,0,0,0,0,,0,0,0,0,0,0,0,0
11394,0,0,0,90,57,0,0,0,0,,0,0,0,0,0,0,0,0
11397,0,0,0,90,87,0,0,0,0,90,0,0,0,0,0,0,0,0
11398,0,0,0,90,75,0,0,0,0,,0,0,0,0,0,0,0,0
11399,0,0,0,90,99,0,0,0,0,,0,0,0,0,0,0,0,0
11400,1,0,0,90,38,0,0,0,0,51,0,0,0,0,0,0,0,0
11401,1,0,0,90,77,0,0,0,0,74,0,0,0,0,0,0,0,0
11402,1,0,0,90,29,0,0,0,0,,0,0,0,0,0,0,0,0
11404,0,0,1,90,57,0,0,0,0,,0,0,0,0,0,0,0,0
11405,1,0,0,90,28,0,0,0,0,17,0,0,0,0,0,0,0,0
11409,1,0,0,90,57,0,0,0,0,,0,0,0,0,0,0,0,0
11411,1,0,0,90,10,0,0,0,0,,0,0,0,0,0,0,0,0
11413,1,0,1,90,70,0,0,0,0,,0,0,0,0,0,0,0,0
11417,1,0,0,90,57,0,0,0,0,,0,0,0,0,0,0,0,0
11418,1,0,1,90,28,0,0,0,0,,0,0,0,0,0,0,0,0
11420,1,0,0,90,10,0,0,0,0,32,0,0,0,0,0,0,0,0
11421,1,0,1,90,31,0,0,0,0,,0,0,0,0,0,0,0,0
11422,1,0,0,90,31,0,0,0,0,48,0,0,0,0,0,0,0,0
11424,1,0,0,90,42,0,0,0,0,39,0,0,0,0,0,0,0,0
11425,0,0,1,90,55,0,0,0,0,,0,0,0,0,0,0,0,0
11426,1,0,1,90,70,0,0,0,0,,0,0,0,0,0,0,0,0
11427,1,0,1,90,55,0,0,0,0,62,0,0,0,0,0,0,0,0
11430,0,0,0,90,90,0,0,0,0,58,0,0,0,0,0,0,0,0
11432,1,0,0,90,38,0,0,0,0,44,0,0,0,0,0,0,0,0
11433,1,0,0,90,59,0,0,0,0,61,0,0,0,0,0,0,0,0
11434,1,0,0,90,78,0,0,0,0,,0,0,0,0,0,0,0,0
11436,1,0,1,90,64,0,0,0,0,77,0,0,0,0,0,0,0,0
11437,1,0,1,90,35,0,0,0,0,32,0,0,0,0,0,0,0,0
11438,1,0,0,90,70,0,0,0,0,42,0,0,0,0,0,0,0,0
11439,1,0,0,90,35,0,0,0,0,41,0,0,0,0,0,0,0,0
11440,0,0,0,90,74,0,0,0,0,64,0,0,0,0,0,0,0,0
11441,0,1,1,90,40,0,0,0,0,36,0,0,0,0,0,0,0,0
11444,0,1,1,90,93,0,0,0,0,,0,0,0,0,0,0,0,0
11449,1,0,0,90,40,0,0,0,0,42,0,0,0,0,0,0,0,0
11452,0,0,1,90,87,0,0,0,0,,0,0,0,0,0,0,0,0
11453,1,0,1,90,54,0,0,0,0,,0,0,0,0,0,0,0,0
11456,0,0,1,90,45,0,0,0,0,28,0,0,0,0,0,0,0,0
11458,1,0,1,90,44,0,0,0,0,28,0,0,0,0,0,0,0,0
11459,0,0,0,90,52,0,0,0,0,,0,0,0,0,0,0,0,0
11460,1,0,0,92,1,0,0,0,0,,0,0,0,0,0,0,0,0
11463,0,0,1,91,54,0,0,0,0,,0,0,0,0,0,0,0,0
11464,0,0,1,90,59,0,0,0,0,,0,0,0,0,0,0,0,0
11465,1,0,0,90,47,0,0,0,0,42,0,0,0,0,0,0,0,0
11467,1,0,1,90,10,0,0,0,0,25,0,0,0,0,0,0,0,0
11468,1,0,1,90,38,0,0,0,0,38,0,0,0,0,0,0,0,0
11469,0,1,0,90,55,0,0,0,0,61,0,0,0,0,0,0,0,0
11470,0,0,0,90,50,0,0,0,0,,0,0,0,0,0,0,0,0
11472,0,0,1,90,77,0,0,0,0,,0,0,0,0,0,0,0,0
11473,0,1,1,90,29,0,0,0,0,39,0,0,0,0,0,0,0,0
11474,1,0,1,90,70,0,0,0,0,55,0,0,0,0,0,0,0,0
11475,1,0,1,90,1,0,0,0,0,42,0,0,0,0,0,0,0,0
11476,1,0,1,90,60,0,0,0,0,55,0,0,0,0,0,0,0,0
11477,1,0,1,90,31,0,0,0,0,39,0,0,0,0,0,0,0,0
11478,1,0,1,90,29,0,0,0,0,,0,0,0,0,0,0,0,0
11479,1,0,0,90,59,0,0,0,0,,0,0,0,0,0,0,0,0
11480,0,0,1,90,59,0,0,0,0,,0,0,0,0,0,0,0,0
11481,1,0,0,90,48,0,0,0,0,,0,0,0,0,0,0,0,0
11482,0,0,0,90,25,0,0,0,0,,0,0,0,0,0,0,0,0
11486,1,0,0,90,50,0,0,0,0,48,0,0,0,0,0,0,0,0
11487,1,0,0,90,47,0,0,0,0,43,0,0,0,0,0,0,0,0
11492,0,0,0,90,90,0,0,0,0,99,0,0,0,0,0,0,0,0
11493,1,0,0,90,70,0,0,0,0,,0,0,0,0,0,0,0,0
11494,1,0,0,90,17,0,0,0,0,,0,0,0,0,0,0,0,0
11495,1,0,1,90,1,0,0,0,0,20,0,0,0,0,0,0,0,0
11497,1,0,0,90,37,0,0,0,0,52,0,0,0,0,0,0,0,0
11498,1,0,0,90,52,0,0,0,0,,0,0,0,0,0,0,0,0
11500,0,0,0,90,48,0,0,0,0,,0,0,0,0,0,0,0,0
11501,0,0,1,90,75,0,0,0,0,,0,0,0,0,0,0,0,0
11502,1,0,0,93,33,0,0,0,0,,0,0,0,0,0,0,0,0
11505,1,0,0,90,47,0,0,0,0,58,0,0,0,0,0,0,0,0
11506,0,0,0,90,99,0,0,0,0,99,0,0,0,0,0,0,0,0
11508,1,0,0,90,7,0,0,0,0,42,0,0,0,0,0,0,0,0
11509,1,0,1,90,42,0,0,0,0,,0,0,0,0,0,0,0,0
11510,0,0,0,90,87,0,0,0,0,80,0,0,0,0,0,0,0,0
11511,0,0,0,90,59,0,0,0,0,,0,0,0,0,0,0,0,0
11513,1,0,0,90,64,0,0,0,0,66,0,0,0,0,0,0,0,0
11515,1,0,1,90,33,0,0,0,0,36,0,0,0,0,0,0,0,0
11518,0,0,0,90,90,0,0,0,0,,0,0,0,0,0,0,0,0
11519,0,1,1,90,60,0,0,0,0,61,0,0,0,0,0,0,0,0
11520,0,0,1,90,78,0,0,0,0,74,0,0,0,0,0,0,0,0
11522,1,0,0,90,50,0,0,0,0,,0,0,0,0,0,0,0,0
11523,1,0,0,90,40,0,0,0,0,42,0,0,0,0,0,0,0,0
11528,0,0,0,90,99,0,0,0,0,99,0,0,0,0,0,0,0,0
11529,0,0,1,90,99,0,0,0,0,,0,0,0,0,0,0,0,0
11530,0,0,1,90,50,0,0,0,0,56,0,0,0,0,0,0,0,0
11532,1,0,1,90,42,0,0,0,0,32,0,0,0,0,0,0,0,0
11534,1,0,0,90,52,0,0,0,0,25,0,0,0,0,0,0,0,0
11535,0,1,1,90,52,0,0,0,0,,0,0,0,0,0,0,0,0
11537,0,0,1,90,70,0,0,0,0,,0,0,0,0,0,0,0,0
11538,0,0,0,90,28,0,0,0,0,,0,0,0,0,0,0,0,0
11540,1,0,1,90,66,0,0,0,0,,0,0,0,0,0,0,0,0
11541,0,0,0,90,52,0,0,0,0,,0,0,0,0,0,0,0,0
11542,1,0,0,90,23,0,0,0,0,45,0,0,0,0,0,0,0,0
11545,0,0,0,90,40,0,0,0,0,,0,0,0,0,0,0,0,0
11547,0,0,0,90,47,0,0,0,0,39,0,0,0,0,0,0,0,0
11550,1,0,1,90,35,0,0,0,0,25,0,0,0,0,0,0,0,0
11551,1,0,1,90,59,0,0,0,0,,0,0,0,0,0,0,0,0
11552,1,0,1,90,38,0,0,0,0,42,0,0,0,0,0,0,0,0
11554,0,0,1,90,37,0,0,0,0,45,0,0,0,0,0,0,0,0
11555,1,0,0,90,40,0,0,0,0,,0,0,0,0,0,0,0,0
11556,1,0,1,90,1,0,0,0,0,28,0,0,0,0,0,0,0,0
11558,1,0,0,90,59,0,0,0,0,25,0,0,0,0,0,0,0,0
11559,1,0,1,90,42,0,0,0,0,29,0,0,0,0,0,0,0,0
11560,1,0,1,90,57,0,0,0,0,45,0,0,0,0,0,0,0,0
11563,1,0,0,90,85,0,0,0,0,,0,0,0,0,0,0,0,0
11566,1,0,1,90,33,0,0,0,0,38,0,0,0,0,0,0,0,0
11567,0,1,1,90,50,0,0,0,0,,0,0,0,0,0,0,0,0
11569,1,0,0,90,72,0,0,0,0,22,0,0,0,0,0,0,0,0
11571,0,0,0,90,40,0,0,0,0,,0,0,0,0,0,0,0,0
11572,0,0,1,90,66,0,0,0,0,64,0,0,0,0,0,0,0,0
11573,0,0,1,90,78,0,0,0,0,,0,0,0,0,0,0,0,0
11574,1,0,0,90,40,0,0,0,0,36,0,0,0,0,0,0,0,0
11575,0,1,0,90,35,0,0,0,0,,0,0,0,0,0,0,0,0
11577,0,0,0,90,99,0,0,0,0,,0,0,0,0,0,0,0,0
11578,0,0,1,90,62,0,0,0,0,,0,0,0,0,0,0,0,0
11580,1,0,1,90,28,0,0,0,0,48,0,0,0,0,0,0,0,0
11581,0,0,1,90,93,0,0,0,0,80,0,0,0,0,0,0,0,0
11582,0,1,0,90,28,0,0,0,0,48,0,0,0,0,0,0,0,0
11583,0,1,1,90,60,0,0,0,0,,0,0,0,0,0,0,0,0
11584,0,0,1,90,50,0,0,0,0,29,0,0,0,0,0,0,0,0
11585,1,0,0,90,55,0,0,0,0,50,0,0,0,0,0,0,0,0
11586,1,0,1,90,52,0,0,0,0,58,0,0,0,0,0,0,0,0
11587,0,0,1,91,64,0,0,0,0,,0,0,0,0,0,0,0,0
11588,1,0,1,90,62,0,0,0,0,36,0,0,0,0,0,0,0,0
11590,0,0,1,90,99,0,0,0,0,,0,0,0,0,0,0,0,0
11592,0,1,1,90,78,0,0,0,0,34,0,0,0,0,0,0,0,0
11596,1,0,0,90,10,0,0,0,0,,0,0,0,0,0,0,0,0
11598,0,0,1,90,7,0,0,0,0,29,0,0,0,0,0,0,0,0
11599,1,0,1,90,28,0,0,0,0,28,0,0,0,0,0,0,0,0
11600,0,0,1,90,60,0,0,0,0,,0,0,0,0,0,0,0,0
11605,0,0,1,90,90,0,0,0,0,,0,0,0,0,0,0,0,0
11606,0,0,1,90,60,0,0,0,0,,0,0,0,0,0,0,0,0
11607,1,0,1,90,28,0,0,0,0,42,0,0,0,0,0,0,0,0
11608,0,0,1,90,60,0,0,0,0,,0,0,0,0,0,0,0,0
11612,0,0,1,90,83,0,0,0,0,74,0,0,0,0,0,0,0,0
11614,0,0,0,90,37,0,0,0,0,,0,0,0,0,0,0,0,0
11615,0,0,0,90,93,0,0,0,0,,0,0,0,0,0,0,0,0
11616,1,0,1,90,59,0,0,0,0,85,0,0,0,0,0,0,0,0
11617,1,0,1,90,42,0,0,0,0,,0,0,0,0,0,0,0,0
11618,0,0,1,90,52,0,0,0,0,39,0,0,0,0,0,0,0,0
11619,1,0,1,90,15,0,0,0,0,29,0,0,0,0,0,0,0,0
11620,1,0,1,90,13,0,0,0,0,,0,0,0,0,0,0,0,0
11621,1,0,0,90,52,0,0,0,0,61,0,0,0,0,0,0,0,0
11622,1,0,1,90,17,0,0,0,0,34,0,0,0,0,0,0,0,0
11623,0,0,1,90,59,0,0,0,0,48,0,0,0,0,0,0,0,0
11624,0,0,0,90,42,0,0,0,0,,0,0,0,0,0,0,0,0
11628,0,0,0,90,78,0,0,0,0,45,0,0,0,0,0,0,0,0
11630,0,1,1,90,75,0,0,0,0,58,0,0,0,0,0,0,0,0
11632,0,1,0,90,35,0,0,0,0,68,0,0,0,0,0,0,0,0
11635,1,0,0,90,28,0,0,0,0,25,0,0,0,0,0,0,0,0
11636,0,0,1,90,90,0,0,0,0,,0,0,0,0,0,0,0,0
11638,0,1,1,92,47,0,0,0,0,,0,0,0,0,0,0,0,0
11639,1,0,0,90,48,0,0,0,0,41,0,0,0,0,0,0,0,0
11640,0,0,1,90,78,0,0,0,0,87,0,0,0,0,0,0,0,0
11642,0,0,1,90,52,0,0,0,0,34,0,0,0,0,0,0,0,0
11644,0,1,0,90,66,0,0,0,0,,0,0,0,0,0,0,0,0
11645,0,0,1,90,7,0,0,0,0,32,0,0,0,0,0,0,0,0
11646,0,0,0,90,68,0,0,0,0,,0,0,0,0,0,0,0,0
11647,0,0,0,90,47,0,0,0,0,,0,0,0,0,0,0,0,0
11649,0,0,0,90,62,0,0,0,0,39,0,0,0,0,0,0,0,0
11651,1,0,0,90,52,0,0,0,0,,0,0,0,0,0,0,0,0
11652,1,0,0,90,48,0,0,0,0,,0,0,0,0,0,0,0,0
11653,1,0,0,90,38,0,0,0,0,,0,0,0,0,0,0,0,0
11654,0,0,0,90,20,0,0,0,0,28,0,0,0,0,0,0,0,0
11657,1,0,0,90,40,0,0,0,0,32,0,0,0,0,0,0,0,0
11658,0,0,0,90,42,0,0,0,0,42,0,0,0,0,0,0,0,0
11659,1,0,1,90,25,0,0,0,0,,0,0,0,0,0,0,0,0
11663,1,0,0,90,15,0,0,0,0,25,0,0,0,0,0,0,0,0
11667,1,0,0,90,44,0,0,0,0,56,0,0,0,0,0,0,0,0
11668,1,0,1,90,59,0,0,0,0,74,0,0,0,0,0,0,0,0
11670,0,0,1,90,50,0,0,0,0,,0,0,0,0,0,0,0,0
11672,1,0,0,90,59,0,0,0,0,50,0,0,0,0,0,0,0,0
11673,0,0,0,90,29,0,0,0,0,,0,0,0,0,0,0,0,0
11674,1,0,0,90,10,0,0,0,0,19,0,0,0,0,0,0,0,0
11676,1,0,1,90,35,0,0,0,0,41,0,0,0,0,0,0,0,0
11677,0,0,0,90,38,0,0,0,0,,0,0,0,0,0,0,0,0
11678,0,0,0,90,60,0,0,0,0,48,0,0,0,0,0,0,0,0
11680,1,0,1,90,54,0,0,0,0,45,0,0,0,0,0,0,0,0
11684,1,0,0,90,40,0,0,0,0,,0,0,0,0,0,0,0,0
11686,1,0,1,90,57,0,0,0,0,,0,0,0,0,0,0,0,0
11687,0,0,1,90,59,0,0,0,0,,0,0,0,0,0,0,0,0
11688,0,1,0,90,59,0,0,0,0,,0,0,0,0,0,0,0,0
11689,1,0,1,90,45,0,0,0,0,,0,0,0,0,0,0,0,0
11690,1,0,0,90,13,0,0,0,0,25,0,0,0,0,0,0,0,0
11691,1,0,0,90,75,0,0,0,0,44,0,0,0,0,0,0,0,0
11695,1,0,1,90,1,0,0,0,0,,0,0,0,0,0,0,0,0
11696,1,0,1,90,28,0,0,0,0,47,0,0,0,0,0,0,0,0
11697,1,0,0,90,33,0,0,0,0,46,0,0,0,0,0,0,0,0
11698,1,0,1,90,64,0,0,0,0,,0,0,0,0,0,0,0,0
11702,1,0,0,90,67,0,0,0,0,52,0,0,0,0,0,0,0,0
11703,1,0,0,90,15,0,0,0,0,28,0,0,0,0,0,0,0,0
11704,1,0,0,90,55,0,0,0,0,48,0,0,0,0,0,0,0,0
11705,1,0,1,90,28,0,0,0,0,36,0,0,0,0,0,0,0,0
11707,1,0,1,90,28,0,0,0,0,52,0,0,0,0,0,0,0,0
11709,0,1,1,91,29,0,0,0,0,,0,0,0,0,0,0,0,0
11711,0,0,0,90,57,0,0,0,0,67,0,0,0,0,0,0,0,0
11712,1,0,1,90,13,0,0,0,0,52,0,0,0,0,0,0,0,0
11714,1,0,0,90,37,0,0,0,0,36,0,0,0,0,0,0,0,0
11717,1,0,1,90,33,0,0,0,0,52,0,0,0,0,0,0,0,0
11719,1,0,0,90,37,0,0,0,0,,0,0,0,0,0,0,0,0
11722,1,0,1,90,52,0,0,0,0,53,0,0,0,0,0,0,0,0
11724,0,0,0,90,87,0,0,0,0,85,0,0,0,0,0,0,0,0
11725,1,0,1,90,48,0,0,0,0,,0,0,0,0,0,0,0,0
11726,1,0,0,90,38,0,0,0,0,,0,0,0,0,0,0,0,0
11727,1,0,0,90,60,0,0,0,0,32,0,0,0,0,0,0,0,0
11729,1,0,1,90,17,0,0,0,0,44,0,0,0,0,0,0,0,0
11730,1,0,0,90,68,0,0,0,0,58,0,0,0,0,0,0,0,0
11733,1,0,1,90,66,0,0,0,0,,0,0,0,0,0,0,0,0
11734,0,0,0,90,59,0,0,0,0,,0,0,0,0,0,0,0,0
11735,0,0,0,90,78,0,0,0,0,90,0,0,0,0,0,0,0,0
11736,1,0,0,90,57,0,0,0,0,,0,0,0,0,0,0,0,0
11737,1,0,0,90,70,0,0,0,0,,0,0,0,0,0,0,0,0
11738,1,0,0,90,59,0,0,0,0,59,0,0,0,0,0,0,0,0
11740,1,0,0,90,47,0,0,0,0,41,0,0,0,0,0,0,0,0
11741,1,0,1,90,59,0,0,0,0,,0,0,0,0,0,0,0,0
11742,0,0,0,90,66,0,0,0,0,,0,0,0,0,0,0,0,0
11743,0,0,1,90,59,0,0,0,0,,0,0,0,0,0,0,0,0
11754,0,0,1,92,53,0,0,0,0,59,0,0,0,0,0,0,0,0
11780,0,0,0,91,22,0,0,0,0,77,0,0,0,0,0,0,0,0
11810,1,0,1,91,29,0,0,0,0,,0,0,0,0,0,0,0,0
11813,0,0,1,90,55,0,0,0,0,,0,0,0,0,0,0,0,0
11819,1,0,0,90,28,0,0,0,0,66,0,0,0,0,0,0,0,0
11831,0,1,0,90,44,0,0,0,0,34,0,0,0,0,0,0,0,0
11842,0,1,1,90,34,0,0,0,0,44,0,0,0,0,0,0,0,0
11851,0,1,1,90,35,0,0,0,0,,0,0,0,0,0,0,0,0
11853,1,0,0,90,48,0,0,0,0,32,0,0,0,0,0,0,0,0
11856,1,0,0,93,44,0,0,0,0,28,0,0,0,0,0,0,0,0
11859,1,0,1,90,35,0,0,0,0,7,0,0,0,0,0,0,0,0
11862,1,0,1,91,36,0,0,0,0,69,0,0,0,0,0,0,0,0
11881,0,0,0,92,85,0,0,0,0,99,0,0,0,0,0,0,0,0
11882,1,0,1,90,33,0,0,0,0,56,0,0,0,0,0,0,0,0
11885,0,0,0,91,93,0,0,0,0,81,0,0,0,0,0,0,0,0
11895,1,0,1,90,36,0,0,0,0,22,0,0,0,0,0,0,0,0
11898,1,0,0,90,17,0,0,0,0,,0,0,0,0,0,0,0,0
11911,1,0,0,93,23,0,0,0,0,22,0,0,0,0,0,0,0,0
11933,0,0,0,90,29,0,0,0,0,38,0,0,0,0,0,0,0,0
11935,1,0,0,90,44,0,0,0,0,7,0,0,0,0,0,0,0,0
11986,0,0,1,90,36,0,0,0,0,41,0,0,0,0,0,0,0,0
12006,0,1,0,91,40,0,0,0,0,66,0,0,0,0,0,0,0,0
12016,0,0,1,91,52,0,0,0,0,,0,0,0,0,0,0,0,0
12022,0,0,0,93,38,0,0,0,0,7,0,0,0,0,0,0,0,0
12030,0,0,0,92,56,0,0,0,0,75,0,0,0,0,0,0,0,0
12040,1,0,1,90,48,0,0,0,0,,0,0,0,0,0,0,0,0
12042,0,0,0,91,73,0,0,0,0,75,0,0,0,0,0,0,0,0
12063,1,0,1,90,47,0,0,0,0,51,0,0,0,0,0,0,0,0
12064,0,1,0,90,44,0,0,0,0,48,0,0,0,0,0,0,0,0
12066,1,0,0,90,28,0,0,0,0,32,0,0,0,0,0,0,0,0
12067,1,0,1,90,1,0,0,0,0,44,0,0,0,0,0,0,0,0
