year,workstat,prestige,divorce,widowed,educ,reg16,babies,preteen,teens,income,region,attend,happy,owngun,tvhours,vhappy,mothfath16,black,gwbush04,female,blackfemale,gwbush00,occattend,regattend,y94,y96,y98,y00,y02,y04,y06,unem10
1994,working fulltime,35,,iap,10,e. nor. central,0,1,0,$25000 or more,e. nor. central,never,pretty happy,iap,,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,1
1994,working fulltime,40,no,iap,12,e. nor. central,0,0,0,$25000 or more,e. nor. central,every week,pretty happy,,4,0,0,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,keeping house,34,no,iap,12,e. nor. central,2,0,0,$10000 - 14999,e. nor. central,lt once a year,pretty happy,,10,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,1
1994,retired,35,,iap,12,e. nor. central,0,0,0,$10000 - 14999,e. nor. central,2-3x a month,pretty happy,yes,1,0,1,0,,0,0,,1,0,1,0,0,0,0,0,0,
1994,working fulltime,57,no,iap,12,e. nor. central,0,0,0,$25000 or more,e. nor. central,once a year,very happy,yes,,1,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,retired,30,yes,iap,12,e. nor. central,0,0,0,$20000 - 24999,e. nor. central,never,very happy,yes,1,1,1,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,working fulltime,30,,,12,e. nor. central,1,1,0,$25000 or more,e. nor. central,once a year,pretty happy,yes,1,0,1,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,working fulltime,35,yes,iap,8,e. sou. central,0,0,2,$25000 or more,e. nor. central,never,very happy,yes,,1,1,0,,0,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,41,,iap,13,e. nor. central,0,0,0,$25000 or more,e. nor. central,lt once a year,pretty happy,,3,0,1,0,,0,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,56,no,iap,14,south atlantic,2,0,0,$25000 or more,e. nor. central,sevrl times a yr,very happy,iap,3,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,
1994,retired,39,no,iap,12,e. nor. central,0,0,0,$10000 - 14999,e. nor. central,nrly every week,very happy,,5,1,1,0,,0,0,,0,1,1,0,0,0,0,0,0,0
1994,working parttime,28,,,13,e. nor. central,0,1,0,$10000 - 14999,e. nor. central,once a year,pretty happy,iap,,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,1
1994,keeping house,,,,16,e. nor. central,0,0,0,,e. nor. central,nrly every week,pretty happy,iap,,0,1,0,,1,0,,0,1,1,0,0,0,0,0,0,0
1994,working fulltime,30,yes,iap,12,e. nor. central,0,0,0,$25000 or more,e. nor. central,every week,very happy,yes,3,1,1,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,working fulltime,50,no,iap,13,e. nor. central,0,0,0,$25000 or more,e. nor. central,2-3x a month,pretty happy,yes,,0,1,0,,0,0,,1,0,1,0,0,0,0,0,0,0
1994,retired,24,,,12,e. nor. central,0,0,0,$20000 - 24999,e. nor. central,more thn once wk,pretty happy,iap,3,0,1,0,,0,0,,0,1,1,0,0,0,0,0,0,
1994,working fulltime,47,no,iap,14,e. nor. central,1,0,0,$25000 or more,e. nor. central,nrly every week,pretty happy,yes,,0,1,0,,0,0,,0,1,1,0,0,0,0,0,0,0
1994,working fulltime,35,yes,iap,12,e. nor. central,0,0,0,$25000 or more,e. nor. central,once a year,very happy,yes,4,1,1,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,temp not working,60,,,15,e. nor. central,0,0,0,$25000 or more,e. nor. central,sevrl times a yr,pretty happy,yes,1,0,1,0,,0,0,,1,0,1,0,0,0,0,0,0,
1994,working fulltime,64,no,iap,20,e. nor. central,0,0,0,$25000 or more,e. nor. central,lt once a year,pretty happy,,1,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,school,,,iap,14,e. nor. central,1,1,0,$7000 to 7999,e. nor. central,lt once a year,pretty happy,,1,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,retired,51,no,iap,12,e. nor. central,0,0,0,$25000 or more,e. nor. central,never,pretty happy,,6,0,0,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,keeping house,,no,,15,w. nor. central,0,0,0,$25000 or more,w. nor. central,every week,pretty happy,yes,2,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,
1994,working fulltime,51,no,iap,16,w. nor. central,3,0,0,$25000 or more,w. nor. central,every week,very happy,yes,2,1,1,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,retired,41,no,iap,12,w. sou. central,0,0,0,$25000 or more,w. nor. central,more thn once wk,very happy,,4,1,1,0,,1,0,,0,1,1,0,0,0,0,0,0,0
1994,working fulltime,44,no,iap,16,w. nor. central,2,3,0,$25000 or more,w. nor. central,every week,pretty happy,yes,,0,0,0,,0,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,69,,iap,20,w. nor. central,0,0,1,,w. nor. central,2-3x a month,very happy,,1,1,1,0,,1,0,,1,0,1,0,0,0,0,0,0,0
1994,working fulltime,42,no,iap,16,w. nor. central,1,1,0,$25000 or more,w. nor. central,once a year,pretty happy,iap,,0,1,0,,0,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,46,,iap,12,w. nor. central,0,2,0,$25000 or more,w. nor. central,2-3x a month,pretty happy,,1,0,1,0,,1,0,,1,0,1,0,0,0,0,0,0,0
1994,working fulltime,51,no,,12,w. nor. central,0,0,0,$25000 or more,w. nor. central,more thn once wk,pretty happy,,2,0,0,0,,1,0,,0,1,1,0,0,0,0,0,0,0
1994,working fulltime,36,,yes,14,w. nor. central,1,0,0,$10000 - 14999,w. nor. central,once a month,pretty happy,yes,2,0,1,0,,1,0,,1,0,1,0,0,0,0,0,0,
1994,working fulltime,37,,,12,w. nor. central,0,0,0,$20000 - 24999,w. nor. central,once a year,pretty happy,iap,,0,0,0,,0,0,,0,0,1,0,0,0,0,0,0,1
1994,working parttime,30,yes,yes,10,w. nor. central,0,1,0,$25000 or more,w. nor. central,lt once a year,pretty happy,yes,2,0,0,0,,1,0,,0,0,1,0,0,0,0,0,0,
1994,working parttime,61,,iap,16,w. nor. central,0,0,1,,w. nor. central,more thn once wk,very happy,yes,,1,1,0,,0,0,,0,1,1,0,0,0,0,0,0,1
1994,working fulltime,45,no,iap,12,w. nor. central,0,0,0,$25000 or more,w. nor. central,once a year,very happy,iap,,1,1,0,,0,0,,0,0,1,0,0,0,0,0,0,1
1994,working fulltime,47,no,iap,15,w. nor. central,0,0,0,$25000 or more,w. nor. central,never,very happy,,3,1,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,retired,50,,,12,w. nor. central,0,0,0,$15000 - 19999,w. nor. central,once a year,pretty happy,yes,10,0,1,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,retired,47,yes,,12,w. nor. central,0,0,0,$15000 - 19999,w. nor. central,more thn once wk,pretty happy,iap,5,0,0,1,,1,1,,0,1,1,0,0,0,0,0,0,
1994,keeping house,42,no,iap,12,w. sou. central,0,0,0,$25000 or more,w. nor. central,more thn once wk,very happy,yes,,1,1,1,,1,1,,0,1,1,0,0,0,0,0,0,0
1994,retired,30,yes,,12,w. nor. central,0,0,0,$10000 - 14999,w. nor. central,sevrl times a yr,pretty happy,yes,5,0,0,1,,0,0,,1,0,1,0,0,0,0,0,0,
1994,"unempl, laid off",23,,,11,w. nor. central,0,0,0,,w. nor. central,lt once a year,not too happy,iap,9,0,1,1,,1,1,,0,0,1,0,0,0,0,0,0,
1994,retired,50,yes,,12,w. nor. central,0,0,0,$15000 - 19999,w. nor. central,once a month,pretty happy,yes,,0,1,1,,0,0,,1,0,1,0,0,0,0,0,0,0
1994,retired,,no,iap,8,w. nor. central,0,0,0,$25000 or more,w. nor. central,every week,very happy,yes,,1,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,23,no,iap,12,w. nor. central,0,2,2,$25000 or more,w. nor. central,2-3x a month,very happy,,2,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,0
1994,working fulltime,29,no,iap,16,w. nor. central,0,0,0,$15000 - 19999,w. nor. central,2-3x a month,very happy,yes,3,1,1,0,,1,0,,1,0,1,0,0,0,0,0,0,
1994,working fulltime,28,yes,iap,12,pacific,0,0,0,$25000 or more,w. nor. central,lt once a year,pretty happy,iap,2,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,
1994,keeping house,20,,yes,12,pacific,0,1,0,$4000 to 4999,w. nor. central,sevrl times a yr,not too happy,iap,,0,1,0,,1,0,,1,0,1,0,0,0,0,0,0,1
1994,working parttime,22,no,,12,w. nor. central,0,0,0,$10000 - 14999,w. nor. central,lt once a year,pretty happy,,4,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,working parttime,40,no,,8,w. nor. central,0,0,0,$8000 to 9999,w. nor. central,2-3x a month,not too happy,yes,3,0,0,0,,0,0,,1,0,1,0,0,0,0,0,0,
1994,working fulltime,40,,,13,w. nor. central,0,0,0,$25000 or more,w. nor. central,once a year,pretty happy,,1,0,1,0,,0,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,40,,iap,7,mountain,0,0,0,$25000 or more,w. nor. central,never,pretty happy,yes,4,0,0,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,working parttime,36,no,iap,13,w. nor. central,0,0,0,$25000 or more,w. nor. central,once a month,pretty happy,,1,0,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0
1994,retired,40,no,iap,12,w. nor. central,0,0,0,$10000 - 14999,w. nor. central,once a year,pretty happy,iap,0,0,0,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,retired,50,no,iap,12,w. nor. central,0,0,0,,w. nor. central,never,very happy,yes,,1,1,0,,0,0,,0,0,1,0,0,0,0,0,0,0
1994,keeping house,36,no,iap,12,w. nor. central,0,0,0,,w. nor. central,every week,very happy,iap,,1,0,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,66,no,iap,17,pacific,0,2,0,,w. nor. central,lt once a year,pretty happy,,2,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,retired,66,,iap,14,w. nor. central,0,0,0,,w. nor. central,2-3x a month,very happy,iap,2,1,1,0,,1,0,,1,0,1,0,0,0,0,0,0,
1994,working parttime,34,yes,iap,12,w. nor. central,0,0,0,$25000 or more,w. nor. central,once a year,pretty happy,,6,0,1,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,working fulltime,29,no,iap,12,w. nor. central,0,0,0,$25000 or more,w. nor. central,sevrl times a yr,very happy,yes,,1,1,0,,1,0,,1,0,1,0,0,0,0,0,0,0
1994,working fulltime,69,no,iap,16,w. nor. central,0,0,0,,w. nor. central,nrly every week,pretty happy,yes,,0,1,0,,1,0,,0,1,1,0,0,0,0,0,0,0
1994,working parttime,24,no,iap,12,w. nor. central,0,1,1,,w. nor. central,every week,pretty happy,yes,1,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,
1994,keeping house,29,no,iap,12,w. nor. central,0,0,0,,w. nor. central,more thn once wk,very happy,iap,,1,0,0,,1,0,,0,1,1,0,0,0,0,0,0,0
1994,working fulltime,40,no,iap,18,w. nor. central,0,0,0,$25000 or more,w. nor. central,nrly every week,not too happy,yes,2,0,1,0,,1,0,,0,1,1,0,0,0,0,0,0,
1994,keeping house,47,no,iap,12,w. nor. central,0,0,0,$20000 - 24999,w. nor. central,more thn once wk,very happy,yes,,1,1,0,,1,0,,0,1,1,0,0,0,0,0,0,0
1994,working fulltime,66,no,iap,14,w. nor. central,0,0,0,$25000 or more,w. nor. central,2-3x a month,pretty happy,,4,0,1,0,,1,0,,1,0,1,0,0,0,0,0,0,0
1994,working fulltime,45,,iap,12,w. nor. central,0,1,1,$25000 or more,w. nor. central,every week,pretty happy,,2,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,31,yes,iap,12,w. sou. central,1,0,0,$20000 - 24999,w. nor. central,lt once a year,pretty happy,,0,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,42,yes,iap,8,w. nor. central,0,0,0,$25000 or more,w. nor. central,sevrl times a yr,pretty happy,iap,2,0,0,0,,0,0,,1,0,1,0,0,0,0,0,0,
1994,working fulltime,28,yes,iap,12,w. nor. central,0,1,1,$25000 or more,w. nor. central,once a year,not too happy,,1,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,1
1994,retired,47,yes,yes,12,w. nor. central,0,0,0,$25000 or more,w. nor. central,more thn once wk,pretty happy,iap,,0,1,0,,0,0,,0,1,1,0,0,0,0,0,0,0
1994,working fulltime,57,no,iap,17,w. sou. central,0,0,0,$25000 or more,w. nor. central,once a year,pretty happy,,1,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,working parttime,22,,,16,w. nor. central,0,0,0,$25000 or more,w. nor. central,once a year,pretty happy,yes,,0,1,0,,0,0,,0,0,1,0,0,0,0,0,0,1
1994,temp not working,53,no,iap,18,w. sou. central,0,0,0,$25000 or more,w. nor. central,sevrl times a yr,pretty happy,,2,0,1,0,,0,0,,1,0,1,0,0,0,0,0,0,0
1994,working fulltime,30,,,12,w. nor. central,0,0,0,,w. nor. central,every week,very happy,yes,5,1,1,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,retired,40,no,iap,12,w. nor. central,0,0,0,$25000 or more,w. nor. central,lt once a year,very happy,,2,1,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,working parttime,46,no,iap,14,e. nor. central,0,1,2,$25000 or more,w. nor. central,more thn once wk,pretty happy,iap,1,0,1,0,,1,0,,0,1,1,0,0,0,0,0,0,
1994,working fulltime,44,yes,iap,13,w. nor. central,0,0,0,$25000 or more,w. nor. central,lt once a year,very happy,yes,3,1,1,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,working fulltime,28,,iap,13,e. nor. central,0,0,1,lt $1000,w. nor. central,more thn once wk,pretty happy,iap,,0,1,0,,1,0,,0,1,1,0,0,0,0,0,0,0
1994,school,46,yes,iap,13,w. sou. central,0,0,0,$10000 - 14999,w. nor. central,more thn once wk,pretty happy,iap,,0,1,0,,1,0,,0,1,1,0,0,0,0,0,0,1
1994,school,,no,iap,15,foreign,0,0,0,$5000 to 5999,w. nor. central,more thn once wk,very happy,iap,1,1,1,0,,1,0,,0,1,1,0,0,0,0,0,0,
1994,school,46,no,iap,16,w. nor. central,0,0,0,$20000 - 24999,w. nor. central,more thn once wk,pretty happy,iap,1,0,1,0,,1,0,,0,1,1,0,0,0,0,0,0,
1994,working fulltime,21,,,11,e. sou. central,0,0,0,$4000 to 4999,w. nor. central,sevrl times a yr,very happy,,2,1,0,0,,0,0,,1,0,1,0,0,0,0,0,0,1
1994,working fulltime,64,,,18,middle atlantic,0,0,0,$25000 or more,w. nor. central,sevrl times a yr,pretty happy,,2,0,1,0,,1,0,,1,0,1,0,0,0,0,0,0,0
1994,working parttime,50,yes,iap,10,mountain,0,1,1,$25000 or more,w. nor. central,once a month,very happy,iap,,1,0,0,,0,0,,1,0,1,0,0,0,0,0,0,1
1994,working fulltime,60,yes,iap,16,south atlantic,0,0,0,$25000 or more,w. nor. central,never,pretty happy,yes,,0,1,0,,0,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,51,,,18,w. nor. central,0,0,0,$15000 - 19999,w. nor. central,never,pretty happy,,2,0,0,0,,0,0,,0,0,1,0,0,0,0,0,0,1
1994,working parttime,52,yes,yes,11,w. nor. central,0,0,0,$25000 or more,w. nor. central,more thn once wk,very happy,iap,,1,1,0,,1,0,,0,1,1,0,0,0,0,0,0,0
1994,retired,40,no,,8,foreign,0,0,0,$4000 to 4999,w. nor. central,every week,not too happy,,2,0,0,0,,0,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,35,,,16,w. nor. central,0,0,0,$15000 - 19999,w. nor. central,nrly every week,very happy,iap,,1,1,0,,1,0,,0,1,1,0,0,0,0,0,0,1
1994,temp not working,45,yes,iap,16,w. nor. central,0,0,0,$25000 or more,w. nor. central,every week,very happy,iap,,1,1,0,,0,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,38,yes,iap,16,mountain,1,1,0,$25000 or more,w. nor. central,lt once a year,very happy,,2,1,1,0,,1,0,,0,0,1,0,0,0,0,0,0,1
1994,working fulltime,35,no,iap,20,w. nor. central,0,0,1,$25000 or more,w. nor. central,sevrl times a yr,very happy,yes,1,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,
1994,working fulltime,35,,yes,8,south atlantic,0,0,0,$10000 - 14999,south atlantic,more thn once wk,very happy,yes,1,1,1,0,,1,0,,0,1,1,0,0,0,0,0,0,
1994,working fulltime,34,,iap,10,south atlantic,0,0,0,$15000 - 19999,south atlantic,never,pretty happy,,10,0,0,0,,0,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,30,no,iap,8,e. sou. central,0,0,0,$25000 or more,south atlantic,once a year,very happy,iap,3,1,0,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,keeping house,35,no,,9,south atlantic,0,0,0,$8000 to 9999,south atlantic,nrly every week,pretty happy,,3,0,1,0,,1,0,,0,1,1,0,0,0,0,0,0,0
1994,working fulltime,35,no,iap,7,south atlantic,0,2,0,$25000 or more,south atlantic,never,pretty happy,,4,0,0,0,,0,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,37,,iap,14,south atlantic,0,0,0,$20000 - 24999,south atlantic,every week,pretty happy,yes,,0,1,0,,0,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,42,yes,iap,12,w. sou. central,0,0,1,$5000 to 5999,south atlantic,nrly every week,very happy,iap,0,1,1,0,,1,0,,0,1,1,0,0,0,0,0,0,
1994,working fulltime,47,no,iap,12,south atlantic,1,1,0,$25000 or more,south atlantic,every week,pretty happy,yes,1,0,1,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,working fulltime,45,no,iap,14,south atlantic,0,0,0,$25000 or more,south atlantic,more thn once wk,pretty happy,yes,,0,1,0,,1,0,,0,1,1,0,0,0,0,0,0,0
1994,keeping house,40,,yes,9,south atlantic,0,0,0,$10000 - 14999,south atlantic,every week,pretty happy,yes,,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,37,no,iap,8,south atlantic,0,0,0,$25000 or more,south atlantic,never,pretty happy,yes,,0,0,0,,0,0,,0,0,1,0,0,0,0,0,0,0
1994,keeping house,42,no,,11,south atlantic,0,0,0,$8000 to 9999,south atlantic,more thn once wk,very happy,,4,1,1,0,,1,0,,0,1,1,0,0,0,0,0,0,0
1994,working fulltime,37,no,iap,7,south atlantic,0,0,0,$25000 or more,south atlantic,more thn once wk,very happy,yes,,1,1,0,,0,0,,0,1,1,0,0,0,0,0,0,0
1994,keeping house,28,,,12,south atlantic,0,0,0,$3000 to 3999,south atlantic,every week,very happy,iap,,1,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,keeping house,29,,iap,9,w. nor. central,1,3,0,$10000 - 14999,south atlantic,every week,not too happy,yes,3,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,
1994,working fulltime,34,no,iap,7,south atlantic,0,0,0,$15000 - 19999,south atlantic,more thn once wk,very happy,yes,,1,1,0,,0,0,,0,1,1,0,0,0,0,0,0,0
1994,retired,62,,yes,16,south atlantic,0,0,0,$8000 to 9999,south atlantic,more thn once wk,pretty happy,iap,1,0,1,0,,0,0,,0,1,1,0,0,0,0,0,0,
1994,working fulltime,34,no,iap,12,south atlantic,0,0,0,$20000 - 24999,south atlantic,never,very happy,iap,,1,1,0,,0,0,,0,0,1,0,0,0,0,0,0,0
1994,retired,64,no,iap,17,south atlantic,0,0,0,,south atlantic,every week,very happy,yes,,1,1,0,,0,0,,0,0,1,0,0,0,0,0,0,0
1994,keeping house,29,no,,11,south atlantic,0,0,0,,south atlantic,every week,very happy,,1,1,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,retired,46,no,,12,middle atlantic,0,0,0,$20000 - 24999,south atlantic,more thn once wk,very happy,iap,,1,1,0,,1,0,,0,1,1,0,0,0,0,0,0,1
1994,retired,44,no,iap,8,middle atlantic,0,0,0,$25000 or more,south atlantic,sevrl times a yr,pretty happy,iap,2,0,1,0,,0,0,,1,0,1,0,0,0,0,0,0,
1994,working parttime,51,,iap,12,e. nor. central,0,0,0,$25000 or more,south atlantic,once a year,pretty happy,,3,0,1,0,,0,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,61,,,15,e. sou. central,0,0,0,$20000 - 24999,south atlantic,never,pretty happy,iap,0,0,0,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,other,46,,iap,15,e. nor. central,0,0,0,lt $1000,south atlantic,every week,not too happy,yes,,0,0,0,,1,0,,0,0,1,0,0,0,0,0,0,1
1994,working fulltime,44,,,13,e. nor. central,0,0,0,$20000 - 24999,south atlantic,sevrl times a yr,pretty happy,iap,3,0,1,0,,1,0,,1,0,1,0,0,0,0,0,0,
1994,working fulltime,60,,iap,15,middle atlantic,0,0,0,$20000 - 24999,south atlantic,every week,pretty happy,yes,,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,1
1994,working parttime,23,,iap,14,foreign,0,0,0,$10000 - 14999,south atlantic,every week,very happy,,1,1,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,30,yes,iap,12,e. nor. central,0,0,0,,south atlantic,once a year,pretty happy,,2,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,retired,74,no,iap,19,middle atlantic,0,0,0,$25000 or more,south atlantic,every week,pretty happy,iap,3,0,1,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,working fulltime,51,,iap,12,south atlantic,0,0,0,$15000 - 19999,south atlantic,once a month,pretty happy,iap,,0,1,0,,1,0,,1,0,1,0,0,0,0,0,0,1
1994,working fulltime,64,no,iap,16,south atlantic,0,0,0,$25000 or more,south atlantic,never,very happy,yes,,1,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,52,no,iap,16,new england,0,0,0,$25000 or more,south atlantic,sevrl times a yr,pretty happy,,3,0,1,0,,1,0,,1,0,1,0,0,0,0,0,0,0
1994,retired,51,yes,iap,12,middle atlantic,0,0,0,$15000 - 19999,south atlantic,once a year,pretty happy,iap,9,0,1,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,working fulltime,66,,iap,18,south atlantic,0,1,1,$25000 or more,south atlantic,every week,pretty happy,,0,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,1
1994,"unempl, laid off",17,no,iap,18,new england,1,0,0,$20000 - 24999,south atlantic,once a year,not too happy,yes,,0,1,0,,0,0,,0,0,1,0,0,0,0,0,0,1
1994,working fulltime,20,,iap,16,south atlantic,0,0,0,$25000 or more,south atlantic,lt once a year,very happy,,2,1,1,0,,0,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,51,yes,iap,14,w. sou. central,0,0,0,$25000 or more,south atlantic,never,very happy,yes,3,1,1,0,,1,0,,0,0,1,0,0,0,0,0,0,
1994,working fulltime,46,,,16,w. nor. central,0,0,0,$15000 - 19999,south atlantic,every week,very happy,iap,2,1,1,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,retired,62,yes,iap,16,middle atlantic,0,0,0,$25000 or more,south atlantic,every week,very happy,yes,2,1,1,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,working parttime,34,no,iap,19,foreign,1,0,0,$25000 or more,south atlantic,once a year,pretty happy,iap,,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,1
1994,working fulltime,22,,,12,south atlantic,0,0,1,$8000 to 9999,south atlantic,sevrl times a yr,pretty happy,,4,0,1,0,,0,0,,1,0,1,0,0,0,0,0,0,0
1994,working fulltime,64,no,iap,18,south atlantic,1,0,0,$25000 or more,south atlantic,every week,pretty happy,iap,3,0,0,1,,1,1,,0,0,1,0,0,0,0,0,0,
1994,retired,32,no,,8,south atlantic,0,0,0,$20000 - 24999,south atlantic,every week,pretty happy,iap,,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,31,no,iap,9,south atlantic,0,0,0,$10000 - 14999,south atlantic,sevrl times a yr,not too happy,iap,,0,0,0,,1,0,,1,0,1,0,0,0,0,0,0,1
1994,working fulltime,66,no,iap,6,south atlantic,0,0,0,$25000 or more,south atlantic,every week,very happy,yes,1,1,1,0,,1,0,,0,0,1,0,0,0,0,0,0,
1994,"unempl, laid off",40,no,iap,12,foreign,0,1,3,$20000 - 24999,south atlantic,more thn once wk,not too happy,yes,6,0,1,1,,0,0,,0,1,1,0,0,0,0,0,0,
1994,working fulltime,39,,iap,12,south atlantic,0,0,0,$25000 or more,south atlantic,every week,very happy,yes,2,1,1,0,,1,0,,0,0,1,0,0,0,0,0,0,
1994,working fulltime,64,,iap,20,south atlantic,0,0,0,$25000 or more,south atlantic,once a month,pretty happy,,0,0,1,0,,1,0,,1,0,1,0,0,0,0,0,0,1
1994,retired,32,yes,,12,e. nor. central,0,0,0,$8000 to 9999,south atlantic,every week,pretty happy,iap,,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,38,,,12,foreign,0,1,0,$25000 or more,south atlantic,once a year,very happy,iap,1,1,1,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,working fulltime,47,,iap,10,south atlantic,0,0,2,$10000 - 14999,south atlantic,once a year,pretty happy,iap,,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,1
1994,working fulltime,44,yes,iap,14,pacific,0,0,0,$25000 or more,south atlantic,once a year,very happy,,2,1,1,0,,0,0,,0,0,1,0,0,0,0,0,0,1
1994,working fulltime,46,yes,iap,13,south atlantic,0,0,3,$25000 or more,south atlantic,once a year,very happy,,4,1,0,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,39,,iap,16,middle atlantic,0,0,1,$10000 - 14999,south atlantic,every week,very happy,iap,,1,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,42,no,iap,11,south atlantic,1,1,0,$15000 - 19999,south atlantic,once a month,pretty happy,iap,,0,1,0,,0,0,,1,0,1,0,0,0,0,0,0,0
1994,"unempl, laid off",49,,,12,south atlantic,0,0,0,,south atlantic,once a month,pretty happy,yes,5,0,1,0,,1,0,,1,0,1,0,0,0,0,0,0,
1994,working fulltime,47,yes,iap,14,south atlantic,0,1,0,$25000 or more,south atlantic,every week,not too happy,,1,0,0,1,,1,1,,0,0,1,0,0,0,0,0,0,0
1994,keeping house,32,no,,12,e. nor. central,0,0,0,$25000 or more,south atlantic,once a year,pretty happy,iap,,0,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
1994,working fulltime,65,no,iap,17,south atlantic,3,0,0,$25000 or more,south atlantic,sevrl times a yr,very happy,iap,,1,1,0,,1,0,,1,0,1,0,0,0,0,0,0,0
1994,working parttime,52,,,16,new england,0,0,0,,south atlantic,sevrl times a yr,very happy,iap,1,1,1,0,,1,0,,1,0,1,0,0,0,0,0,0,
1994,working fulltime,30,,iap,6,south atlantic,0,0,0,$25000 or more,south atlantic,never,pretty happy,yes,3,0,0,0,,0,0,,0,0,1,0,0,0,0,0,0,
1994,retired,36,no,iap,13,south atlantic,0,0,0,$25000 or more,south atlantic,nrly every week,pretty happy,,4,0,1,0,,0,0,,0,1,1,0,0,0,0,0,0,0
1994,temp not working,31,yes,iap,12,south atlantic,0,0,0,$25000 or more,south atlantic,lt once a year,very happy,,3,1,1,0,,1,0,,0,0,1,0,0,0,0,0,0,0
