"kids","morekids","boys2","girls2","boy1st","boy2nd","samesex","multi2nd","age","agefstm","black","hispan","worked","weeks","hours","labinc","faminc","nonmomi","educ","agesq"
2,0,0,0,0,1,0,0,30,20,0,1,1,40,30,10.5063600540161,49.9918098449707,39.4854431152344,12,900
2,0,1,0,1,1,1,0,25,16,1,0,1,40,40,10.716269493103,46.643627166748,35.9273414611816,13,625
2,0,1,0,1,1,1,0,31,22,1,0,0,0,0,0,29.4828910827637,29.4828910827637,12,961
3,1,0,0,1,0,0,0,25,17,0,1,0,0,0,0,12.6055307388306,12.6055307388306,10,625
3,1,1,0,1,1,1,0,30,20,0,1,1,39,40,27.2997493743896,42.0149421691895,14.7152004241943,12,900
3,1,1,0,1,1,1,0,24,18,0,1,0,0,0,0,40.6609687805176,40.6609687805176,11,576
3,1,0,0,1,0,0,0,30,23,0,1,1,4,30,1.01810002326965,47.0319671630859,46.0138778686523,6,900
3,1,0,0,1,0,0,0,27,18,1,0,1,40,30,3.15926003456116,38.8556900024414,35.6964416503906,12,729
2,0,0,0,0,1,0,0,27,23,0,1,0,0,0,0,38.6667518615723,38.6667518615723,12,729
2,0,1,0,1,1,1,0,34,21,0,1,1,52,46,0.0314899981021881,31.6975193023682,31.6660289764404,12,1156
2,0,0,0,1,0,0,0,29,20,0,1,0,0,0,0,26.6490001678467,26.6490001678467,9,841
3,1,0,0,0,1,0,0,31,24,0,1,0,0,0,0,55.6490592956543,55.6490592956543,16,961
2,0,0,0,1,0,0,0,33,25,0,1,1,52,40,27.2997493743896,74.552131652832,47.2523803710938,12,1089
4,1,0,0,1,0,0,0,34,20,0,1,0,0,0,0,76.3783798217773,76.3783798217773,12,1156
5,1,0,0,1,0,0,0,35,24,0,1,0,0,0,0,12.8994102478027,12.8994102478027,14,1225
3,1,0,1,0,0,1,0,34,19,0,1,0,0,0,0,18.9030513763428,18.9030513763428,12,1156
3,1,1,0,1,1,1,0,29,20,0,1,1,26,40,8.19726943969727,45.321159362793,37.1238784790039,9,841
3,1,0,0,0,1,0,0,22,16,0,1,0,0,0,0,23.101390838623,23.101390838623,6,484
4,1,0,0,0,1,0,1,33,23,0,1,0,0,0,0,66.1344375610352,66.1344375610352,10,1089
3,1,1,0,1,1,1,0,29,20,0,1,1,40,40,27.3837203979492,82.8648834228516,55.4811592102051,0,841
2,0,1,0,1,1,1,0,34,23,0,1,1,52,46,11.0311603546143,28.6746997833252,28.6746997833252,11,1156
3,1,1,0,1,1,1,0,32,20,0,1,0,0,0,0,27.3417301177979,27.3417301177979,9,1024
3,1,1,0,1,1,1,0,28,20,0,1,1,12,40,2.06768989562988,21.3485889434814,19.2809104919434,14,784
3,1,0,1,0,0,1,0,35,20,0,1,0,0,0,0,14.7047004699707,14.7047004699707,4,1225
4,1,1,0,1,1,1,0,33,22,0,1,0,0,0,0,18.9030513763428,18.9030513763428,5,1089
2,0,0,0,0,1,0,0,31,20,0,1,0,0,0,0,33.3978385925293,33.3978385925293,12,961
2,0,1,0,1,1,1,0,24,21,0,1,1,12,32,5.04850959777832,26.0507297515869,21.0022201538086,13,576
3,1,0,0,0,1,0,0,32,19,0,1,0,0,0,0,9.4567699432373,9.4567699432373,2,1024
2,0,0,0,1,0,0,0,28,21,0,1,1,52,40,16.0691699981689,68.5589981079102,52.4898071289062,6,784
2,0,1,0,1,1,1,0,26,21,0,1,0,0,0,0,27.2997493743896,27.2997493743896,7,676
2,0,0,0,0,1,0,0,29,20,0,1,1,42,40,24.1509799957275,60.8760299682617,36.7250328063965,12,841
4,1,1,0,1,1,1,0,32,20,0,1,1,10,36,2.10966992378235,52.5003089904785,50.3906593322754,6,1024
2,0,0,1,0,0,1,0,31,24,0,1,1,20,40,10.5063600540161,46.2027816772461,35.6964416503906,15,961
4,1,0,0,1,0,0,0,35,21,0,1,0,0,0,0,31.3721408843994,31.3721408843994,5,1225
2,0,0,0,0,1,0,0,26,15,0,1,1,52,40,12.6055307388306,54.5994987487793,41.9939422607422,6,676
2,0,0,0,1,0,0,0,28,21,0,1,1,52,40,33.8491592407227,43.3059425354004,9.4567699432373,13,784
2,0,1,0,1,1,1,0,32,21,0,1,0,0,0,0,57.9476585388184,57.9476585388184,12,1024
2,0,1,0,1,1,1,0,26,16,0,1,1,50,40,13.9700002670288,68.5589981079102,54.5890007019043,12,676
4,1,1,0,1,1,1,0,32,24,0,1,0,0,0,0,31.2251987457275,31.2251987457275,6,1024
2,0,0,1,0,0,1,0,32,29,0,1,0,0,0,0,55.4391593933105,55.4391593933105,15,1024
2,0,0,0,0,1,0,0,27,20,0,1,0,0,0,0,11.8288402557373,11.8288402557373,12,729
4,1,0,0,0,1,0,0,35,19,0,1,1,30,20,6.30802011489868,63.0066909790039,56.6986618041992,12,1225
3,1,0,1,0,0,1,0,32,22,0,1,0,0,0,0,46.192310333252,46.192310333252,12,1024
2,0,1,0,1,1,1,0,33,19,1,0,1,52,40,14.9566106796265,63.4055328369141,48.4489097595215,12,1089
2,0,0,1,0,0,1,0,24,19,0,1,0,0,0,0,42.5817184448242,42.5817184448242,14,576
3,1,0,0,0,1,0,0,33,20,1,0,0,0,0,0,39.8947830200195,39.8947830200195,13,1089
2,0,0,0,0,1,0,0,25,20,1,0,1,52,30,15.7543001174927,55.6490592956543,39.8947830200195,12,625
2,0,0,1,0,0,1,0,28,19,1,0,1,48,48,12.6055307388306,54.5994987487793,41.9939422607422,14,784
3,1,0,1,0,0,1,0,32,23,0,1,0,0,0,0,49.9813079833984,49.9813079833984,14,1024
3,1,0,0,1,0,0,0,28,19,1,0,1,32,40,25.2005805969238,34.4579086303711,9.25734996795654,12,784
2,0,1,0,1,1,1,0,31,20,1,0,1,52,40,23.101390838623,42.0044403076172,18.9030513763428,12,961
2,0,1,0,1,1,1,0,27,21,1,0,0,0,0,0,37.7955894470215,37.7955894470215,14,729
2,0,0,1,0,0,1,0,32,19,1,0,1,52,40,27.2997493743896,77.6903839111328,50.3906593322754,12,1024
2,0,0,0,0,1,0,0,29,20,0,1,0,0,0,0,25.2110614776611,25.2110614776611,6,841
3,1,0,1,0,0,1,0,35,19,0,1,1,52,40,31.4980907440186,73.4920654296875,41.9939422607422,14,1225
4,1,0,0,0,1,0,0,32,20,0,1,0,0,0,0,13.1093397140503,13.1093397140503,4,1024
7,1,0,0,1,0,0,0,32,17,0,1,0,0,0,0,6.52842998504639,6.52842998504639,6,1024
2,0,0,0,1,0,0,0,25,17,0,1,0,0,0,0,41.9624671936035,41.9624671936035,6,625
4,1,0,1,0,0,1,0,34,21,0,1,1,8,40,3.7890100479126,28.9895801544189,25.2005805969238,8,1156
2,0,0,1,0,0,1,0,28,22,0,1,0,0,0,0,25.2005805969238,25.2005805969238,12,784
4,1,0,0,1,0,0,0,29,20,0,1,0,0,0,0,0.451319992542267,0.451319992542267,9,841
4,1,0,1,0,0,1,0,30,18,0,1,1,46,40,14.7047004699707,42.0044403076172,27.2997493743896,5,900
2,0,1,0,1,1,1,0,33,23,0,1,0,0,0,0,54.7884101867676,54.7884101867676,12,1089
3,1,0,0,1,0,0,0,28,16,0,1,1,52,40,10.5063600540161,41.5950889587402,31.0887508392334,10,784
2,0,1,0,1,1,1,0,35,20,0,1,1,52,40,27.2997493743896,67.6143798828125,40.3146286010742,14,1225
2,0,0,0,0,1,0,0,26,19,0,1,1,36,4,6.09810018539429,27.1003303527832,21.0022201538086,12,676
2,0,0,0,1,0,0,0,22,17,0,1,0,0,0,0,11.0311603546143,11.0311603546143,11,484
2,0,0,0,1,0,0,0,28,24,0,1,0,0,0,0,18.9030513763428,18.9030513763428,6,784
3,1,1,0,1,1,1,0,31,20,0,1,0,0,0,0,31.4980907440186,31.4980907440186,9,961
2,0,0,1,0,0,1,0,33,23,1,0,1,52,40,37.7955894470215,79.7895660400391,41.9939422607422,14,1089
3,1,0,1,0,0,1,0,30,18,0,1,1,52,40,18.9030513763428,33.1879119873047,14.2848796844482,9,900
4,1,0,0,0,1,0,0,29,17,0,1,1,52,40,19.2179203033447,56.7196617126465,37.5017204284668,10,841
5,1,1,0,1,1,1,0,33,23,0,1,1,52,40,10.5063600540161,23.1118907928467,12.6055307388306,0,1089
3,1,1,0,1,1,1,0,29,17,0,1,1,52,40,21.0022201538086,56.6986618041992,35.6964416503906,13,841
2,0,1,0,1,1,1,0,32,22,0,1,1,24,30,8.40719032287598,47.840160369873,39.4329681396484,12,1024
2,0,0,1,0,0,1,0,29,22,0,1,0,0,0,0,27.2997493743896,27.2997493743896,9,841
4,1,1,0,1,1,1,0,34,16,0,1,0,0,0,0,56.688159942627,56.688159942627,9,1156
2,0,0,0,0,1,0,0,30,20,0,1,1,20,18,3.43214988708496,108.947059631348,105.514938354492,13,900
2,0,1,0,1,1,1,0,30,17,1,0,1,52,40,21.0022201538086,38.8661918640137,17.8639488220215,12,900
2,0,0,0,0,1,0,0,31,22,0,1,1,52,45,21.0022201538086,73.4920654296875,52.4898071289062,11,961
2,0,0,0,1,0,0,0,33,23,0,1,0,0,0,0,58.7873382568359,58.7873382568359,12,1089
3,1,1,0,1,1,1,0,34,23,0,1,1,16,40,7.77744007110596,12.7104902267456,4.93304967880249,6,1156
2,0,0,0,0,1,0,0,28,18,0,1,0,0,0,0,46.192310333252,46.192310333252,12,784
4,1,0,1,0,0,1,0,31,19,0,1,0,0,0,0,13.3717308044434,13.3717308044434,2,961
2,0,0,1,0,0,1,0,23,16,0,1,0,0,0,0,12.3746299743652,12.3746299743652,9,529
3,1,0,0,0,1,0,0,29,22,0,1,1,9,44,2.73941993713379,28.1289196014404,25.3894996643066,7,841
2,0,0,0,0,1,0,0,29,19,0,1,0,0,0,0.430329978466034,23.9515609741211,23.5212306976318,12,841
3,1,1,0,1,1,1,0,32,22,0,1,0,0,0,0,41.9939422607422,41.9939422607422,12,1024
4,1,0,0,0,1,0,0,28,22,0,1,0,0,0,0,22.0518112182617,22.0518112182617,12,784
2,0,0,0,1,0,0,0,33,26,0,1,0,0,0,0,54.7464408874512,54.7464408874512,12,1089
2,0,1,0,1,1,1,0,23,18,0,1,0,0,0,0,26.8799095153809,26.8799095153809,3,529
3,1,0,0,1,0,0,0,32,20,0,1,1,24,4,5.21645021438599,34.352970123291,34.352970123291,12,1024
2,0,0,0,0,1,0,0,32,22,0,1,0,0,0,0,41.9939422607422,41.9939422607422,12,1024
3,1,1,0,1,1,1,0,30,21,0,1,0,0,0,0,42.8336296081543,42.8336296081543,5,900
2,0,0,0,1,0,0,0,30,22,0,1,1,8,19,0.640250027179718,80.4193115234375,79.7790603637695,13,900
3,1,0,0,1,0,0,0,23,20,0,1,0,0,0,0,50.3906593322754,50.3906593322754,13,529
2,0,0,0,1,0,0,0,30,19,0,1,1,51,45,4.12487983703613,39.8213081359863,35.6964416503906,12,900
3,1,1,0,1,1,1,0,35,22,0,1,1,14,20,2.52950000762939,34.0275917053223,31.4980907440186,12,1225
2,0,0,0,1,0,0,0,25,19,1,0,1,52,9,2.31959009170532,48.5118789672852,46.192310333252,13,625
3,1,0,0,1,0,0,0,26,20,0,1,0,0,0,0,17.6435508728027,17.6435508728027,15,676
2,0,0,0,1,0,0,0,23,18,0,1,1,32,30,6.30802011489868,37.8060913085938,31.4980907440186,12,529
2,0,0,1,0,0,1,0,30,17,0,1,1,30,35,9.4567699432373,50.3276596069336,40.8709106445312,8,900
3,1,1,0,1,1,1,0,35,17,0,1,1,30,40,9.036940574646,69.3671875,60.3302192687988,12,1225
5,1,0,0,1,0,0,0,28,15,0,1,1,52,40,16.8038806915283,39.9052810668945,23.101390838623,0,784
3,1,0,1,0,0,1,0,28,15,1,0,1,52,40,21.0022201538086,60.8969993591309,39.8947830200195,16,784
2,0,0,0,0,1,0,0,29,19,0,1,1,36,30,6.30802011489868,44.114128112793,37.8060913085938,12,841
3,1,1,0,1,1,1,0,30,18,0,1,0,0,0,0,20.6558589935303,20.6558589935303,5,900
6,1,0,0,1,0,0,0,31,16,0,1,1,16,40,3.7890100479126,31.0887508392334,27.2997493743896,8,961
4,1,0,0,1,0,0,0,27,16,0,1,1,48,40,15.460410118103,56.6356925964355,41.1752815246582,9,729
3,1,0,0,0,1,0,0,34,22,0,1,0,0,0,0,27.2997493743896,27.2997493743896,14,1156
2,0,0,0,0,1,0,0,30,17,0,1,1,52,8,21.0022201538086,60.8969993591309,39.8947830200195,11,900
3,1,1,0,1,1,1,0,34,23,0,1,0,0,0,0,44.0931282043457,44.0931282043457,12,1156
3,1,1,0,1,1,1,0,35,22,0,1,1,52,40,16.8038806915283,54.5994987487793,37.7955894470215,4,1225
4,1,0,0,1,0,0,0,30,21,0,1,0,0,0,0,27.2997493743896,27.2997493743896,6,900
5,1,0,0,1,0,0,0,33,22,0,1,0,0,0,0,13.5396604537964,13.5396604537964,4,1089
3,1,0,0,0,1,0,0,25,17,0,1,1,8,40,2.10966992378235,28.3703308105469,26.2606601715088,11,625
2,0,0,1,0,0,1,0,33,20,0,1,0,0,0,0,41.9939422607422,41.9939422607422,9,1089
2,0,0,0,1,0,0,0,31,26,0,1,1,48,40,19.4068584442139,32.9884986877441,13.5816507339478,6,961
3,1,1,0,1,1,1,0,29,20,0,1,0,0,0,0,12.2486696243286,12.2486696243286,10,841
3,1,0,1,0,0,1,0,32,24,0,1,1,50,40,17.8534698486328,43.0540313720703,25.2005805969238,12,1024
2,0,0,0,1,0,0,0,29,21,0,1,1,52,6,12.6055307388306,31.5085906982422,18.9030513763428,6,841
3,1,0,0,0,1,0,0,30,22,0,1,0,0,0,0,47.6197509765625,47.6197509765625,9,900
3,1,0,0,1,0,0,0,26,21,0,1,0,0,0,0,24.5708103179932,24.5708103179932,0,676
3,1,0,0,1,0,0,0,29,22,0,1,0,0,0,0,58.6509094238281,58.6509094238281,9,841
2,0,1,0,1,1,1,0,33,23,0,1,1,36,40,15.7543001174927,80.0204391479492,64.2661895751953,14,1089
3,1,1,0,1,1,1,0,35,22,0,1,1,12,40,5.25843000411987,22.0623111724854,16.8038806915283,10,1225
3,1,0,0,1,0,0,0,34,19,0,1,0,0,0,0,21.0022201538086,21.0022201538086,11,1156
2,0,0,0,1,0,0,0,31,22,0,1,0,0,0,0,47.3153381347656,47.3153381347656,12,961
3,1,1,0,1,1,1,0,31,20,0,1,0,0,0,0,39.8947830200195,39.8947830200195,12,961
3,1,0,0,1,0,0,0,26,17,0,1,1,4,40,0.913139998912811,17.2971897125244,16.3840503692627,7,676
2,0,0,1,0,0,1,0,24,18,0,1,1,32,40,6.72784996032715,19.333381652832,12.6055307388306,6,576
3,1,0,1,0,0,1,0,35,24,0,1,1,50,45,47.9136276245117,82.9803161621094,35.0666923522949,14,1225
2,0,1,0,1,1,1,0,32,19,1,0,1,52,40,41.9939422607422,41.9939422607422,0,12,1024
2,0,0,0,1,0,0,0,28,19,1,0,1,20,40,21.0022201538086,63.4264984130859,42.4242820739746,15,784
2,0,0,1,0,0,1,0,30,16,0,1,0,0,0,0,54.5890007019043,54.5890007019043,9,900
4,1,0,0,0,1,0,0,33,15,0,1,1,50,40,30.2385902404785,72.2324981689453,41.9939422607422,12,1089
2,0,0,0,0,1,0,0,35,24,0,1,1,52,40,44.0931282043457,86.0870590209961,41.9939422607422,13,1225
3,1,0,0,1,0,0,0,30,21,0,1,1,50,40,21.0022201538086,75.822135925293,54.8199119567871,3,900
4,1,0,0,1,0,0,0,30,22,0,1,0,0,0,0,26.3131313323975,26.3131313323975,3,900
2,0,0,1,0,0,1,0,27,17,1,0,1,34,48,17.013801574707,30.4589996337891,13.4451999664307,11,729
2,0,0,1,0,0,1,0,31,20,1,0,1,52,40,44.0931282043457,95.9636840820312,51.8705596923828,16,961
2,0,0,0,1,0,0,0,25,17,0,1,0,0,0,0,64.1612167358398,64.1612167358398,11,625
2,0,0,0,0,1,0,0,22,18,0,1,0,0,0,0,24.6338005065918,24.6338005065918,9,484
2,0,0,0,1,0,0,0,25,21,0,1,1,28,40,8.40719032287598,42.0044403076172,33.5972518920898,11,625
2,0,0,1,0,0,1,0,30,19,1,0,1,36,40,54.5890007019043,54.5890007019043,0,12,900
2,0,0,0,0,1,0,0,33,21,1,0,1,47,27,10.4643802642822,48.4699096679688,38.0055313110352,14,1089
2,0,0,0,0,1,0,0,31,23,0,1,1,12,55,2.48751997947693,49.7504119873047,49.7504119873047,7,961
3,1,1,0,1,1,1,0,29,19,0,1,0,0,0,0,50.4011611938477,50.4011611938477,12,841
2,0,0,0,1,0,0,0,28,19,0,1,0,0,0,0,35.6964416503906,35.6964416503906,9,784
2,0,1,0,1,1,1,0,30,21,0,1,1,44,40,21.0022201538086,60.8969993591309,39.8947830200195,13,900
2,0,0,0,0,1,0,0,27,16,0,1,1,52,36,10.5063600540161,27.310230255127,16.8038806915283,12,729
2,0,1,0,1,1,1,0,34,24,1,0,1,52,40,41.9939422607422,94.4837493896484,52.4898071289062,14,1156
2,0,0,0,0,1,0,0,25,16,0,1,1,24,40,6.30802011489868,61.1594085693359,54.8513793945312,12,625
2,0,0,0,0,1,0,0,29,22,0,1,1,4,5,0.115449994802475,48.4069404602051,48.2914695739746,12,841
2,0,1,0,1,1,1,0,30,19,0,1,1,52,40,18.9030513763428,27.310230255127,8.40719032287598,12,900
3,1,1,0,1,1,1,0,31,18,0,1,1,40,28,10.5063600540161,58.7978401184082,48.2914695739746,12,961
2,0,0,0,1,0,0,0,32,17,0,1,0,0,0,0,28.9370899200439,28.9370899200439,12,1024
3,1,1,0,1,1,1,0,31,19,1,0,0,0,0,0,16.8038806915283,16.8038806915283,12,961
3,1,0,0,1,0,0,0,26,18,0,1,1,32,38,9.12090969085693,30.8578395843506,21.7369403839111,9,676
4,1,0,1,0,0,1,0,32,21,0,1,0,0,0,0,27.2997493743896,27.2997493743896,5,1024
2,0,1,0,1,1,1,0,30,19,0,1,0,0,0,0,40.9443778991699,40.9443778991699,11,900
2,0,0,0,1,0,0,0,30,23,0,1,1,45,30,3.99891996383667,62.7967491149902,58.7978401184082,13,900
5,1,0,1,0,0,1,0,31,19,0,1,0,0,0,0,14.2009105682373,14.2009105682373,1,961
4,1,0,0,0,1,0,0,31,18,1,0,1,24,40,10.5903301239014,31.9179191589355,21.3275890350342,14,961
2,0,1,0,1,1,1,0,29,19,0,1,1,52,40,36.0323104858398,46.3182487487793,10.2859506607056,13,841
2,0,0,1,0,0,1,0,27,20,0,1,0,0,0,0,10.5063600540161,10.5063600540161,6,729
2,0,1,0,1,1,1,0,27,17,0,1,0,0,0,0,0,0,6,729
6,1,0,1,0,0,1,0,31,20,0,1,0,0,0,0,46.633129119873,46.633129119873,1,961
2,0,0,0,0,1,0,0,25,21,0,1,0,0,0,0,25.2005805969238,25.2005805969238,3,625
2,0,0,0,1,0,0,0,35,29,0,1,0,0,0,0,89.3408126831055,89.3408126831055,13,1225
2,0,0,0,0,1,0,0,25,21,0,1,0,0,0,0,12.6055307388306,12.6055307388306,15,625
2,0,0,1,0,0,1,0,26,22,0,1,0,0,0,0,9.4567699432373,9.4567699432373,0,676
2,0,1,0,1,1,1,0,27,21,0,1,1,52,40,12.6055307388306,25.2110614776611,12.6055307388306,3,729
2,0,0,1,0,0,1,0,31,24,0,1,0,0,0,0,39.8947830200195,39.8947830200195,6,961
2,0,1,0,1,1,1,0,33,22,0,1,0,0,0,0,44.0931282043457,44.0931282043457,12,1089
2,0,0,1,0,0,1,0,28,22,0,1,0,0,0,0,10.9261999130249,10.9261999130249,6,784
2,0,1,0,1,1,1,0,22,17,0,1,0,0,0,0,27.2997493743896,27.2997493743896,9,484
2,0,1,0,1,1,1,0,22,18,0,1,1,44,45,16.8038806915283,22.0623111724854,5.25843000411987,12,484
2,0,0,1,0,0,1,0,34,21,1,0,0,0,0,0,8.40719032287598,8.40719032287598,12,1156
2,0,0,0,0,1,0,0,30,25,0,1,0,0,0,0,39.8213081359863,39.8213081359863,6,900
2,0,1,0,1,1,1,0,30,24,1,0,1,40,24,10.086519241333,12.6160306930542,2.52950000762939,16,900
2,0,1,0,1,1,1,0,25,21,0,1,0,0,0,0,33.5972518920898,33.5972518920898,8,625
2,0,0,1,0,0,1,0,23,17,1,0,1,40,40,14.0539598464966,41.4271926879883,27.3732204437256,12,529
3,1,1,0,1,1,1,0,27,19,0,1,1,40,40,21.0022201538086,56.6986618041992,35.6964416503906,14,729
2,0,0,1,0,0,1,0,26,21,1,0,1,52,40,25.2005805969238,32.8415603637695,7.64099025726318,14,676
3,1,0,0,0,1,0,0,32,25,0,1,1,30,16,5.99314022064209,16.0796604156494,10.086519241333,6,1024
2,0,0,0,0,1,0,0,24,16,0,1,0,0,0,0,18.4202308654785,18.4202308654785,12,576
2,0,0,1,0,0,1,0,23,19,0,1,0,0,0,0,23.101390838623,23.101390838623,3,529
3,1,0,1,0,0,1,0,33,26,0,1,0,0,0,0,27.2997493743896,27.2997493743896,12,1089
4,1,1,0,1,1,1,0,32,20,0,1,1,52,40,24.9906597137451,61.3693084716797,36.3786582946777,5,1024
2,0,0,1,0,0,1,0,26,21,0,1,1,50,40,6.30802011489868,37.8060913085938,31.4980907440186,5,676
8,1,0,0,1,0,0,0,32,17,0,1,0,0,0,0,16.8038806915283,16.8038806915283,2,1024
4,1,0,0,0,1,0,0,29,16,0,1,1,24,40,16.8038806915283,58.7978401184082,41.9939422607422,6,841
4,1,0,1,0,0,1,0,32,17,0,1,0,0,0,0,2.63445997238159,2.63445997238159,6,1024
2,0,0,0,1,0,0,0,28,21,0,1,1,12,40,2.73941993713379,28.9895801544189,26.2501602172852,12,784
4,1,0,0,0,1,0,0,34,18,0,1,0,0,0,0,47.9765892028809,47.9765892028809,12,1156
4,1,0,1,0,0,1,0,33,19,0,1,0,0,0,0,62.9856910705566,62.9856910705566,12,1089
2,0,0,0,0,1,0,0,32,21,0,1,0,0,0,0,62.9856910705566,62.9856910705566,6,1024
3,1,0,1,0,0,1,0,33,23,0,1,0,0,0,0,71.3823852539062,71.3823852539062,12,1089
2,0,1,0,1,1,1,0,26,18,0,1,0,0,0,0,0,0,6,676
5,1,0,0,0,1,0,0,35,18,0,1,0,0,0,0,17.4756088256836,17.4756088256836,6,1225
3,1,0,0,1,0,0,0,32,19,0,1,0,0,0,0,44.0931282043457,44.0931282043457,12,1024
3,1,1,0,1,1,1,0,26,19,0,1,1,52,40,12.6055307388306,56.6986618041992,44.0931282043457,11,676
2,0,0,1,0,0,1,0,25,20,0,1,1,52,40,23.3533000946045,57.3494110107422,33.9960899353027,12,625
2,0,0,1,0,0,1,0,32,21,0,1,1,12,20,2.52950000762939,47.3573379516602,44.8278388977051,15,1024
2,0,0,0,0,1,0,0,34,22,0,1,1,52,40,23.101390838623,67.0370635986328,43.9356918334961,12,1156
2,0,0,0,0,1,0,0,31,22,0,1,1,52,40,14.7047004699707,14.7047004699707,0,12,961
4,1,0,1,0,0,1,0,31,16,0,1,0,0,0,0,25.2005805969238,25.2005805969238,12,961
2,0,1,0,1,1,1,0,29,21,0,1,0,0,0,0,17.8534698486328,17.8534698486328,6,841
3,1,1,0,1,1,1,0,24,16,0,1,0,0,0,0,33.5972518920898,33.5972518920898,7,576
2,0,0,0,0,1,0,0,32,20,0,1,1,45,40,20.582389831543,24.7912311553955,4.20883989334106,12,1024
3,1,1,0,1,1,1,1,26,18,0,1,0,0,0,0,39.6848793029785,39.6848793029785,5,676
4,1,0,1,0,0,1,0,28,21,0,1,1,32,40,5.04850959777832,39.0131301879883,33.9646301269531,15,784
3,1,0,1,0,0,1,0,23,17,0,1,0,0,0,0,29.3989200592041,29.3989200592041,9,529
3,1,0,0,0,1,0,0,31,22,0,1,0,0,0,0,25.2005805969238,25.2005805969238,12,961
4,1,0,1,0,0,1,0,35,21,0,1,1,52,40,18.6931304931641,57.7482490539551,39.0550880432129,15,1225
4,1,0,0,1,0,0,0,31,19,0,1,0,0,0,0,21.0022201538086,21.0022201538086,1,961
2,0,0,0,0,1,0,0,30,24,0,1,1,36,40,9.4567699432373,30.7213897705078,21.2646312713623,11,900
3,1,0,0,1,0,0,0,32,18,1,0,0,0,0,0,10.5063600540161,10.5063600540161,11,1024
3,1,0,0,0,1,0,0,23,16,0,1,0,0,0,0,47.934627532959,47.934627532959,10,529
2,0,0,0,0,1,0,0,28,22,0,1,1,12,38,2.10966992378235,37.7011604309082,35.5914688110352,12,784
2,0,0,1,0,0,1,0,33,22,0,1,1,52,45,41.9939422607422,78.1101837158203,36.1162490844727,14,1089
2,0,1,0,1,1,1,0,34,25,1,0,1,52,40,41.9939422607422,109.178001403809,67.1839981079102,20,1156
2,0,0,0,1,0,0,0,22,17,0,1,1,40,40,10.5063600540161,25.2110614776611,14.7047004699707,12,484
3,1,0,0,0,1,0,0,27,21,0,1,0,0,0,0,18.5671901702881,18.5671901702881,13,729
3,1,1,0,1,1,1,0,21,17,0,1,0,0,0,0,4.20883989334106,4.20883989334106,13,441
2,0,1,0,1,1,1,0,22,19,0,1,1,32,30,8.74304962158203,9.59321975708008,0.850169956684113,6,484
3,1,0,1,0,0,1,0,32,28,0,1,0,0,0,0,34.2374992370605,34.2374992370605,3,1024
2,0,1,0,1,1,1,0,29,19,0,1,0,0,0,0,10.3909101486206,10.3909101486206,12,841
3,1,0,0,1,0,0,0,33,22,0,1,0,0,0,0,83.9774398803711,83.9774398803711,16,1089
2,0,0,1,0,0,1,0,27,18,0,1,1,20,40,5.4263596534729,55.4706611633301,50.0442810058594,13,729
6,1,0,1,0,0,1,0,30,16,0,1,1,35,36,0.850169956684113,35.9378395080566,35.0876617431641,2,900
2,0,0,0,0,1,0,0,33,22,0,1,1,4,38,1.4799200296402,3.58959007263184,2.10966992378235,12,1089
3,1,0,0,1,0,0,0,33,22,0,1,0,0,0,0,23.1118907928467,23.1118907928467,12,1089
2,0,0,1,0,0,1,0,35,19,1,0,1,48,40,27.929500579834,69.0313110351562,41.1018104553223,14,1225
2,0,0,0,0,1,0,0,35,28,1,0,1,52,40,46.192310333252,157.438003540039,111.24568939209,14,1225
3,1,1,0,1,1,1,0,25,20,0,1,1,24,40,16.8038806915283,48.3124694824219,31.5085906982422,12,625
3,1,0,0,0,1,0,0,35,19,0,1,1,23,20,4.20883989334106,66.4808120727539,62.2719688415527,12,1225
3,1,0,0,0,1,0,0,35,24,0,1,0,0,0,0,75.5911865234375,75.5911865234375,12,1225
2,0,0,1,0,0,1,0,31,22,1,0,1,50,40,30.532470703125,104.244934082031,73.7124404907227,16,961
2,0,0,0,0,1,0,0,34,22,1,0,1,40,30,12.6055307388306,73.8174362182617,61.2118797302246,12,1156
3,1,1,0,1,1,1,0,35,21,1,0,1,40,40,21.0022201538086,71.4243850708008,50.4221305847168,13,1225
2,0,0,1,0,0,1,0,33,24,1,0,1,52,40,35.6964416503906,78.7609405517578,43.0645294189453,13,1089
2,0,0,0,1,0,0,0,22,17,0,1,0,0,0,0,26.0402297973633,26.0402297973633,12,484
2,0,1,0,1,1,1,0,22,19,0,1,0,0,0,0,33.6077499389648,33.6077499389648,6,484
2,0,0,0,1,0,0,0,29,20,0,1,1,48,40,16.8038806915283,42.0044403076172,25.2005805969238,11,841
4,1,0,1,0,0,1,0,29,21,0,1,0,0,0,0,21.0022201538086,21.0022201538086,6,841
2,0,0,0,1,0,0,0,29,22,0,1,0,0,0,0,25.2005805969238,25.2005805969238,8,841
2,0,1,0,1,1,1,0,30,23,0,1,1,11,40,2.73941993713379,3.79949998855591,1.06007993221283,11,900
3,1,0,0,0,1,0,0,25,19,0,1,0,0,0,0,43.043529510498,43.043529510498,6,625
6,1,0,0,0,1,0,0,31,18,0,1,0,0,0,0,56.6986618041992,56.6986618041992,6,961
2,0,0,0,1,0,0,0,24,17,0,1,0,0,0,0,50.6635322570801,50.6635322570801,11,576
