e401k,inc,marr,male,age,fsize,nettfa,p401k,pira,incsq,agesq
0,23.459999084472656,1,0,51,3,0.03999999910593033,0,0,550.37158203125,2601
1,51.61199951171875,1,0,44,4,12.300000190734863,1,0,2663.798583984375,1936
0,30.552000045776367,1,0,33,4,12.92300033569336,0,0,933.4246826171875,1089
1,102.76200103759766,1,0,40,2,61.79999923706055,1,1,10560.029296875,1600
1,30.31800079345703,0,0,43,1,6.443999767303467,0,0,919.18115234375,1849
0,17.684999465942383,0,0,45,1,-5.800000190734863,0,0,312.75921630859375,2025
1,23.451000213623047,0,1,42,1,0.5059999823570251,0,0,549.9494018554688,1764
0,41.43600082397461,1,0,29,3,1.2000000476837158,0,0,1716.942138671875,841
0,12.746999740600586,0,0,28,1,6.239999771118164,0,0,162.4860076904297,784
1,57.678001403808594,0,0,46,2,26.298999786376953,1,0,3326.751953125,2116
1,82.99500274658203,1,0,38,5,6.400000095367432,1,1,6888.17041015625,1444
1,17.285999298095703,0,0,37,3,35.04999923706055,0,0,298.8057861328125,1369
0,58.87799835205078,1,0,33,6,-0.6650000214576721,0,0,3466.61865234375,1089
0,20.399999618530273,1,0,29,4,-5.645999908447266,0,0,416.15997314453125,841
0,103.16400146484375,1,0,52,6,126.0979995727539,0,1,10642.8115234375,2704
1,81.43199920654297,1,1,37,4,13.704000473022461,1,0,6631.17041015625,1369
1,53.15399932861328,1,0,35,2,25.13599967956543,1,1,2825.34765625,1225
0,58.40700149536133,1,0,47,4,6.125,0,1,3411.3779296875,2209
0,30.0,0,0,41,3,9.5,0,1,900.0,1681
0,44.558998107910156,1,0,29,2,63.79999923706055,0,0,1985.5042724609375,841
0,61.45500183105469,1,0,44,4,38.79999923706055,0,1,3776.71728515625,1936
1,30.14699935913086,1,0,35,2,19.472000122070312,0,1,908.841552734375,1225
0,35.183998107910156,0,1,34,1,7.190000057220459,0,0,1237.9136962890625,1156
0,40.79999923706055,1,0,34,4,-1.5,0,0,1664.639892578125,1156
0,31.9950008392334,1,0,45,4,19.899999618530273,0,1,1023.6800537109375,2025
1,40.29600143432617,1,0,41,4,91.9990005493164,1,1,1623.7677001953125,1681
0,19.770000457763672,1,0,28,4,-7.0,0,0,390.8529052734375,784
0,28.37700080871582,1,0,42,4,-4.918000221252441,0,0,805.254150390625,1764
0,37.39799880981445,1,0,31,3,18.448999404907227,0,1,1398.6103515625,961
0,29.024999618530273,0,0,31,1,-4.099999904632568,0,0,842.4506225585938,961
0,13.479000091552734,0,0,51,1,-0.6000000238418579,0,0,181.68344116210938,2601
0,23.238000869750977,1,0,32,3,-0.4970000088214874,0,0,540.0046997070312,1024
0,36.99300003051758,0,0,34,1,-0.8999999761581421,0,1,1368.4820556640625,1156
0,16.805999755859375,1,0,44,3,-1.149999976158142,0,0,282.4416198730469,1936
1,72.95999908447266,1,0,33,4,32.0,1,0,5323.16162109375,1089
0,21.215999603271484,1,0,43,7,-3.0999999046325684,0,0,450.11865234375,1849
1,39.52199935913086,0,0,29,1,1.1239999532699585,1,0,1561.9884033203125,841
1,35.06399917602539,1,0,40,5,-0.25,0,0,1229.4840087890625,1600
0,26.399999618530273,1,0,27,4,0.0,0,0,696.9599609375,729
0,48.41999816894531,1,0,31,2,29.0,0,0,2344.496337890625,961
1,69.26399993896484,1,0,37,4,63.17599868774414,1,0,4797.50146484375,1369
1,78.41699981689453,1,0,29,3,27.0,0,1,6149.22607421875,841
1,115.81199645996094,1,0,37,3,81.37000274658203,1,1,13412.4189453125,1369
1,91.9020004272461,1,0,41,5,23.5,1,1,8445.9775390625,1681
1,90.74700164794922,1,0,44,3,44.25,1,1,8235.0185546875,1936
1,35.66999816894531,1,0,29,4,0.3499999940395355,0,0,1272.3487548828125,841
0,40.64699935913086,1,0,37,5,0.4399999976158142,0,0,1652.1785888671875,1369
0,12.239999771118164,1,0,33,6,0.0,0,0,149.81759643554688,1089
0,17.06999969482422,1,0,28,4,3.4000000953674316,0,0,291.3848876953125,784
0,14.3100004196167,1,0,54,2,0.44999998807907104,0,0,204.77610778808594,2916
0,10.050000190734863,0,0,27,2,0.10000000149011612,0,0,101.00250244140625,729
0,14.430000305175781,1,0,27,2,-1.5,0,0,208.22491455078125,729
0,38.4900016784668,1,1,43,3,35.0,0,0,1481.480224609375,1849
0,35.189998626708984,1,0,40,9,-1.100000023841858,0,0,1238.3360595703125,1600
0,14.786999702453613,0,0,30,3,-2.200000047683716,0,0,218.65536499023438,900
0,26.3700008392334,1,0,36,6,-3.6010000705718994,0,0,695.376953125,1296
0,50.553001403808594,1,0,54,2,60.20100021362305,0,1,2555.60595703125,2916
0,21.389999389648438,0,0,55,2,35.69900131225586,0,1,457.5320739746094,3025
0,12.491999626159668,0,0,64,1,3.5999999046325684,0,0,156.050048828125,4096
0,18.6299991607666,0,1,57,1,0.0,0,0,347.0768737792969,3249
1,50.43000030517578,1,0,50,3,10.49899959564209,0,0,2543.184814453125,2500
0,21.600000381469727,0,0,32,2,1.3220000267028809,0,1,466.5600280761719,1024
0,52.766998291015625,1,0,60,3,119.19999694824219,0,1,2784.356201171875,3600
0,30.861000061035156,0,1,44,4,2.0,0,0,952.4013061523438,1936
0,14.178000450134277,0,0,25,2,-0.10000000149011612,0,0,201.0157012939453,625
1,44.52000045776367,1,0,42,3,20.732999801635742,0,1,1982.0303955078125,1764
1,53.172000885009766,1,0,29,3,15.199999809265137,1,0,2827.26171875,841
0,44.75400161743164,1,0,38,4,48.25,0,1,2002.920654296875,1444
1,19.200000762939453,1,0,41,5,0.10000000149011612,1,0,368.6400146484375,1681
0,13.956000328063965,0,0,46,3,-2.5999999046325684,0,0,194.7699432373047,2116
0,27.73200035095215,1,0,54,2,0.0,0,0,769.0638427734375,2916
0,36.29999923706055,0,1,28,1,9.300000190734863,0,0,1317.68994140625,784
0,94.37999725341797,1,0,46,4,397.0,0,1,8907.583984375,2116
0,25.78499984741211,1,0,59,2,-0.44999998807907104,0,0,664.8662109375,3481
1,58.36199951171875,1,0,27,2,-7.300000190734863,1,0,3406.123046875,729
0,14.100000381469727,0,0,49,2,0.0,0,0,198.8100128173828,2401
0,30.2189998626709,1,0,25,4,1.1740000247955322,0,0,913.1879272460938,625
0,17.549999237060547,1,0,32,2,-1.850000023841858,0,0,308.0024719238281,1024
1,48.70500183105469,1,0,33,3,-6.699999809265137,0,0,2372.17724609375,1089
1,26.06399917602539,0,1,29,1,22.599000930786133,1,0,679.33203125,841
0,12.885000228881836,0,1,61,2,0.30000001192092896,0,0,166.02322387695312,3721
1,52.46699905395508,1,0,29,3,22.0,0,1,2752.785888671875,841
1,54.900001525878906,1,0,29,4,34.678001403808594,1,0,3014.01025390625,841
0,92.2770004272461,1,0,35,4,21.0,0,0,8515.044921875,1225
1,137.4510040283203,1,0,55,3,611.9000244140625,1,1,18892.779296875,3025
1,80.66400146484375,1,0,40,4,32.992000579833984,1,1,6506.68115234375,1600
0,69.93599700927734,1,0,31,4,-2.194999933242798,0,0,4891.04345703125,961
0,34.00199890136719,1,0,45,3,-21.49799919128418,0,1,1156.135986328125,2025
1,43.0260009765625,0,0,31,3,6.099999904632568,1,0,1851.23681640625,961
1,93.92400360107422,1,0,39,4,89.5999984741211,1,0,8821.71875,1521
1,72.6780014038086,1,0,33,3,49.5,1,0,5282.091796875,1089
1,64.81500244140625,1,0,36,3,16.75,1,0,4200.984375,1296
0,29.729999542236328,1,0,29,3,4.10099983215332,0,0,883.8728637695312,841
0,74.21700286865234,1,0,30,3,23.309999465942383,0,1,5508.16357421875,900
0,10.043999671936035,1,0,41,6,0.30000001192092896,0,0,100.88192749023438,1681
0,37.10100173950195,1,0,30,4,12.0,0,0,1376.484375,900
1,46.21500015258789,1,0,40,2,-0.15000000596046448,1,0,2135.826171875,1600
1,24.243000030517578,1,0,56,3,3.4049999713897705,1,0,587.7230224609375,3136
0,63.28799819946289,1,0,36,2,4.175000190734863,0,0,4005.37060546875,1296
1,35.939998626708984,1,0,30,4,28.299999237060547,1,0,1291.6834716796875,900
0,26.44499969482422,1,0,39,4,0.8289999961853027,0,0,699.3380126953125,1521
1,66.572998046875,1,0,40,2,11.880999565124512,1,1,4431.9638671875,1600
1,23.41200065612793,0,1,43,1,-42.9640007019043,1,0,548.1217651367188,1849
1,33.84000015258789,0,1,49,2,42.5,1,1,1145.1456298828125,2401
0,11.520000457763672,0,1,34,3,0.0,0,0,132.7104034423828,1156
0,17.481000900268555,1,0,30,5,0.0,0,0,305.58538818359375,900
0,18.540000915527344,1,0,38,5,3.0,0,0,343.73162841796875,1444
0,20.7810001373291,1,0,37,2,0.39800000190734863,0,0,431.8499755859375,1369
1,61.1609992980957,0,1,29,1,40.527000427246094,1,0,3740.667724609375,841
0,79.71299743652344,0,1,33,1,2.0,0,0,6354.162109375,1089
0,39.61800003051758,0,0,28,3,-0.8999999761581421,0,0,1569.5859375,784
0,38.70000076293945,1,0,49,4,9.03499984741211,0,1,1497.6900634765625,2401
1,125.76599884033203,1,0,50,2,165.06500244140625,1,1,15817.0869140625,2500
1,96.75599670410156,0,0,38,1,27.600000381469727,1,1,9361.72265625,1444
0,105.84300231933594,1,0,51,3,5.248000144958496,0,1,11202.7412109375,2601
0,40.619998931884766,1,0,40,4,1.4500000476837158,0,0,1649.9842529296875,1600
1,60.09000015258789,0,1,42,1,17.72599983215332,1,1,3610.80810546875,1764
1,42.20399856567383,1,0,30,3,9.345999717712402,1,1,1781.177490234375,900
0,19.413000106811523,0,0,42,3,2.803999900817871,0,1,376.86456298828125,1764
0,19.200000762939453,0,1,36,3,0.6859999895095825,0,0,368.6400146484375,1296
1,25.488000869750977,0,0,51,1,6.199999809265137,1,0,649.63818359375,2601
0,21.827999114990234,1,1,31,4,0.0,0,0,476.4615478515625,961
1,42.17399978637695,1,0,45,4,102.30000305175781,1,0,1778.646240234375,2025
1,64.98300170898438,1,0,35,5,7.6519999504089355,1,0,4222.79052734375,1225
1,40.58100128173828,1,0,51,4,0.4129999876022339,1,0,1646.817626953125,2601
0,86.40299987792969,1,0,45,3,4.570000171661377,0,0,7465.478515625,2025
1,31.21500015258789,0,1,25,1,-7.5,0,0,974.376220703125,625
1,59.74800109863281,0,0,30,1,9.399999618530273,1,0,3569.82373046875,900
0,33.99599838256836,0,1,37,1,3.499000072479248,0,0,1155.7279052734375,1369
0,27.030000686645508,0,1,28,1,-1.7999999523162842,0,0,730.6209106445312,784
0,30.989999771118164,1,0,60,2,0.367000013589859,0,0,960.3800659179688,3600
1,22.382999420166016,1,0,32,4,0.5789999961853027,1,0,500.9986572265625,1024
0,68.71199798583984,1,1,39,4,5.072999954223633,0,1,4721.3388671875,1521
1,68.53800201416016,0,1,48,1,112.36100006103516,1,0,4697.45751953125,2304
0,20.736000061035156,0,0,33,1,-4.914999961853027,0,0,429.981689453125,1089
0,67.4219970703125,1,0,32,4,-10.5,0,0,4545.7255859375,1024
0,14.541000366210938,1,0,60,3,2.0,0,0,211.44068908691406,3600
1,74.81400299072266,1,0,39,4,42.400001525878906,1,0,5597.13525390625,1521
1,70.10099792480469,1,0,47,4,-17.673999786376953,0,0,4914.14990234375,2209
0,10.199999809265137,0,1,40,1,0.0,0,0,104.03999328613281,1600
0,13.277999877929688,0,0,38,4,-4.000999927520752,0,0,176.30528259277344,1444
1,24.04800033569336,1,0,51,2,5.39900016784668,1,0,578.3063354492188,2601
0,15.440999984741211,1,1,45,4,3.3299999237060547,0,0,238.4244842529297,2025
0,59.58000183105469,1,0,37,3,17.600000381469727,0,1,3549.776611328125,1369
0,129.99600219726562,1,0,61,2,81.5,0,1,16898.9609375,3721
0,33.65700149536133,1,0,55,2,4.39900016784668,0,0,1132.793701171875,3025
0,15.305999755859375,1,0,52,3,0.7829999923706055,0,0,234.2736358642578,2704
1,34.55699920654297,1,0,34,2,4.499000072479248,0,0,1194.1861572265625,1156
0,10.03499984741211,0,1,45,1,-0.4350000023841858,0,0,100.70122528076172,2025
1,33.630001068115234,0,1,25,1,7.0,1,0,1130.9769287109375,625
0,31.673999786376953,0,0,45,1,-2.6500000953674316,0,0,1003.2422485351562,2025
1,42.22200012207031,1,0,26,2,-3.7799999713897705,0,0,1782.697265625,676
0,62.3849983215332,1,0,32,3,24.600000381469727,0,1,3891.887939453125,1024
1,90.30000305175781,1,0,35,3,38.099998474121094,1,1,8154.09033203125,1225
1,92.90399932861328,1,0,30,2,22.299999237060547,1,0,8631.1533203125,900
1,26.483999252319336,1,0,61,4,13.49899959564209,1,0,701.4022216796875,3721
1,70.9229965209961,1,0,53,2,108.35900115966797,1,1,5030.0712890625,2809
0,24.62700080871582,0,0,30,2,0.5490000247955322,0,0,606.4891967773438,900
1,80.56500244140625,1,0,52,2,24.0,1,1,6490.7197265625,2704
0,22.57200050354004,0,0,41,3,-3.0999999046325684,0,0,509.4952087402344,1681
0,25.184999465942383,0,0,49,1,25.1200008392334,0,0,634.2841796875,2401
0,17.07900047302246,0,1,29,1,13.050000190734863,0,0,291.6922607421875,841
0,14.024999618530273,0,0,48,2,-2.1500000953674316,0,0,196.7006072998047,2304
1,54.540000915527344,1,0,50,4,24.216999053955078,1,1,2974.61181640625,2500
0,16.115999221801758,1,0,30,4,0.0,0,0,259.7254333496094,900
0,27.07200050354004,1,0,37,5,0.699999988079071,0,0,732.8931884765625,1369
0,12.576000213623047,1,1,48,2,1.7480000257492065,0,0,158.15577697753906,2304
1,92.0459976196289,1,0,54,3,234.1999969482422,1,1,8472.4658203125,2916
1,53.11199951171875,1,0,50,2,78.81800079345703,1,1,2820.884521484375,2500
0,26.985000610351562,0,0,34,2,-9.699999809265137,0,0,728.1902465820312,1156
0,11.118000030517578,0,0,26,3,16.548999786376953,0,0,123.60992431640625,676
0,45.25199890136719,1,0,28,4,-6.013000011444092,0,0,2047.743408203125,784
1,27.275999069213867,0,1,56,1,9.222999572753906,0,0,743.9801025390625,3136
0,38.66999816894531,1,0,27,4,0.949999988079071,0,0,1495.3687744140625,729
1,54.70800018310547,1,0,27,2,-13.201000213623047,1,0,2992.96533203125,729
0,27.6299991607666,0,1,25,1,-2.200000047683716,0,0,763.4168701171875,625
0,127.19999694824219,1,0,44,2,96.5999984741211,0,1,16179.8388671875,1936
0,37.88999938964844,0,0,39,1,-4.224999904632568,0,0,1435.652099609375,1521
0,10.800000190734863,0,0,38,4,0.0,0,0,116.64000701904297,1444
1,81.0,1,0,44,2,39.150001525878906,1,1,6561.0,1936
1,35.72999954223633,0,1,36,1,-4.699999809265137,0,0,1276.6328125,1296
0,42.29999923706055,0,1,44,1,4.999000072479248,0,0,1789.2899169921875,1936
1,82.06800079345703,1,0,27,2,10.199999809265137,1,0,6735.15673828125,729
0,60.37799835205078,1,0,30,2,1.909999966621399,0,0,3645.502685546875,900
1,43.30500030517578,1,0,36,4,9.324999809265137,0,1,1875.322998046875,1296
1,90.26100158691406,1,0,41,4,74.80000305175781,1,1,8147.04833984375,1681
0,20.43000030517578,0,0,45,4,0.5,0,0,417.3849182128906,2025
0,22.94099998474121,0,1,42,4,0.0,0,0,526.2894897460938,1764
0,17.489999771118164,0,0,50,2,-4.75,0,0,305.90008544921875,2500
1,37.893001556396484,1,0,45,2,43.95899963378906,1,0,1435.8795166015625,2025
1,61.428001403808594,0,0,41,3,75.2979965209961,1,0,3773.3994140625,1681
1,11.520000457763672,0,0,57,3,37.79999923706055,1,1,132.7104034423828,3249
1,58.154998779296875,1,0,30,6,1.7200000286102295,0,0,3382.00390625,900
1,75.75900268554688,1,1,52,2,34.57400131225586,1,1,5739.42626953125,2704
1,50.06399917602539,1,0,41,5,8.5,0,1,2506.404052734375,1681
1,74.2770004272461,1,0,44,4,4.5,1,0,5517.07275390625,1936
0,96.90899658203125,1,0,53,4,1.899999976158142,0,0,9391.353515625,2809
0,11.89799976348877,0,1,33,2,3.0,0,0,141.56239318847656,1089
0,18.582000732421875,0,1,25,2,29.350000381469727,0,1,345.2907409667969,625
0,30.827999114990234,1,1,33,5,-8.800000190734863,0,0,950.3655395507812,1089
1,19.104000091552734,0,0,43,3,-1.0,1,0,364.96282958984375,1849
1,87.02999877929688,1,0,40,4,23.999000549316406,1,0,7574.220703125,1600
0,21.61199951171875,0,0,47,3,-2.549999952316284,0,0,467.0785217285156,2209
0,29.525999069213867,1,0,30,4,-0.1340000033378601,0,0,871.7846069335938,900
0,35.888999938964844,1,0,37,4,0.5910000205039978,0,0,1288.020263671875,1369
0,25.290000915527344,1,0,38,5,3.4839999675750732,0,0,639.5841674804688,1444
0,11.850000381469727,1,0,34,3,0.0,0,0,140.42251586914062,1156
1,36.38399887084961,1,0,37,3,-2.299999952316284,0,0,1323.79541015625,1369
1,45.75,1,0,61,2,139.9980010986328,1,1,2093.0625,3721
1,26.31599998474121,0,0,41,3,30.34000015258789,1,0,692.5318603515625,1681
0,12.75,0,1,32,1,0.0,0,0,162.5625,1024
1,17.8799991607666,0,0,44,1,8.0,1,0,319.6943664550781,1936
0,23.937000274658203,0,0,38,3,-2.200000047683716,0,0,572.97998046875,1444
0,36.38999938964844,1,0,46,4,3.1989998817443848,0,0,1324.2320556640625,2116
0,14.32800006866455,1,0,48,3,-2.430000066757202,0,0,205.2915802001953,2304
0,20.711999893188477,1,0,32,4,-2.947999954223633,0,0,428.9869384765625,1024
0,30.600000381469727,1,0,27,4,0.5,0,0,936.3600463867188,729
0,39.957000732421875,1,0,30,4,-6.072000026702881,0,0,1596.5618896484375,900
0,39.900001525878906,1,0,34,5,0.0,0,0,1592.0101318359375,1156
1,33.345001220703125,1,0,38,4,1.5740000009536743,1,0,1111.88916015625,1444
1,28.041000366210938,0,0,53,1,-0.7900000214576721,0,0,786.2977294921875,2809
0,17.06999969482422,1,0,58,4,21.198999404907227,0,1,291.3848876953125,3364
1,19.878000259399414,1,0,58,3,7.988999843597412,1,0,395.1348876953125,3364
0,20.507999420166016,1,0,25,3,6.800000190734863,0,0,420.5780334472656,625
1,109.65299987792969,1,0,44,4,169.10000610351562,1,1,12023.7802734375,1936
1,62.474998474121094,1,0,26,2,6.974999904632568,1,0,3903.12548828125,676
0,24.804000854492188,0,0,58,2,46.79999923706055,0,1,615.2384643554688,3364
1,41.099998474121094,1,0,45,2,5.552000045776367,1,0,1689.2098388671875,2025
1,62.13600158691406,1,0,40,5,0.699999988079071,0,0,3860.8828125,1600
0,30.600000381469727,0,0,46,3,1.034999966621399,0,0,936.3600463867188,2116
1,28.799999237060547,1,0,36,4,2.75,1,0,829.43994140625,1296
0,29.44499969482422,1,0,37,4,-0.8299999833106995,0,0,867.0079956054688,1369
0,53.459999084472656,1,0,36,3,-3.799999952316284,0,0,2857.971435546875,1296
0,27.972000122070312,0,1,55,1,-0.07500000298023224,0,0,782.4328002929688,3025
1,35.4119987487793,1,0,34,2,21.67099952697754,1,1,1254.0096435546875,1156
0,31.604999542236328,0,0,60,1,-1.600000023841858,0,0,998.8759765625,3600
0,24.61199951171875,0,1,33,5,8.199000358581543,0,0,605.7505493164062,1089
0,20.676000595092773,1,0,37,3,-0.25,0,0,427.49700927734375,1369
1,22.799999237060547,0,0,41,4,33.999000549316406,1,0,519.8399658203125,1681
0,39.17399978637695,0,1,63,1,0.0,0,0,1534.602294921875,3969
0,10.199999809265137,0,1,31,1,0.004999999888241291,0,0,104.03999328613281,961
0,10.979999542236328,0,0,43,3,5.019999980926514,0,0,120.56038665771484,1849
1,32.637001037597656,0,0,46,1,31.5,1,0,1065.173828125,2116
0,49.20000076293945,0,1,46,1,108.69999694824219,0,0,2420.64013671875,2116
1,62.85599899291992,1,0,43,4,7.46999979019165,1,0,3950.876708984375,1849
0,17.15999984741211,0,0,30,1,13.600000381469727,0,0,294.4656066894531,900
0,49.50899887084961,0,0,57,1,27.195999145507812,0,0,2451.140869140625,3249
1,41.183998107910156,1,0,52,2,13.515000343322754,1,1,1696.1217041015625,2704
0,34.185001373291016,0,1,53,1,0.7490000128746033,0,0,1168.6143798828125,2809
1,78.18000030517578,1,0,43,5,32.29999923706055,1,1,6112.1123046875,1849
0,78.39600372314453,1,0,38,4,8.399999618530273,0,1,6145.93359375,1444
1,34.49399948120117,1,0,26,2,13.800000190734863,1,0,1189.8360595703125,676
0,12.899999618530273,0,1,41,1,0.20000000298023224,0,0,166.4099884033203,1681
0,16.290000915527344,0,0,33,1,1.5,0,0,265.3641357421875,1089
0,28.799999237060547,1,0,25,2,-8.675000190734863,0,0,829.43994140625,625
0,17.399999618530273,1,0,45,3,29.700000762939453,0,0,302.7599792480469,2025
0,48.29999923706055,0,0,43,1,48.95000076293945,0,1,2332.889892578125,1849
1,63.33300018310547,1,0,42,4,70.49800109863281,1,1,4011.06884765625,1764
1,104.19000244140625,1,1,36,4,105.7979965209961,1,0,10855.556640625,1296
1,31.242000579833984,1,0,35,3,-10.100000381469727,0,0,976.0626220703125,1225
0,27.149999618530273,0,0,47,3,-18.700000762939453,0,0,737.1224975585938,2209
0,18.638999938964844,0,0,30,2,2.5,0,0,347.4123229980469,900
1,12.444000244140625,1,0,39,2,4.625999927520752,1,1,154.8531494140625,1521
1,32.972999572753906,0,0,52,1,3.7279999256134033,1,0,1087.21875,2704
1,16.61400032043457,0,0,39,8,3.0490000247955322,0,0,276.0249938964844,1521
0,85.08000183105469,1,0,64,2,57.5,0,1,7238.60693359375,4096
0,25.527000427246094,1,0,27,4,-5.5,0,0,651.6277465820312,729
1,90.30000305175781,1,0,46,3,5.198999881744385,0,0,8154.09033203125,2116
0,13.295999526977539,0,0,54,1,13.100000381469727,0,0,176.78359985351562,2916
0,34.608001708984375,1,1,46,3,1.9500000476837158,0,1,1197.7137451171875,2116
1,20.94300079345703,0,1,45,2,11.008999824523926,1,0,438.6092834472656,2025
0,32.81700134277344,1,0,64,2,6.8480000495910645,0,0,1076.95556640625,4096
1,77.76000213623047,1,1,33,2,63.77899932861328,1,0,6046.6181640625,1089
1,46.07099914550781,1,0,60,3,61.56700134277344,1,1,2122.536865234375,3600
1,66.98699951171875,1,0,58,2,77.875,1,1,4487.25830078125,3364
0,35.72999954223633,1,0,64,2,90.53099822998047,0,1,1276.6328125,4096
1,20.027999877929688,0,0,41,2,-0.2680000066757202,1,0,401.12078857421875,1681
1,41.57400131225586,1,0,35,2,33.29999923706055,1,1,1728.3975830078125,1225
1,44.465999603271484,1,0,33,5,39.196998596191406,1,0,1977.22509765625,1089
1,16.065000534057617,0,0,34,3,0.20100000500679016,1,0,258.084228515625,1156
1,38.48099899291992,1,0,36,4,17.149999618530273,1,0,1480.7872314453125,1296
0,18.143999099731445,1,0,28,5,-0.05700000002980232,0,0,329.2047119140625,784
1,21.582000732421875,1,0,30,5,0.6600000262260437,0,0,465.7827453613281,900
1,13.59000015258789,0,1,29,1,0.7300000190734863,1,0,184.6881103515625,841
1,13.652999877929688,0,0,55,2,16.5,1,0,186.40440368652344,3025
0,15.993000030517578,1,0,63,2,5.0980000495910645,0,1,255.7760467529297,3969
0,32.62799835205078,1,0,37,3,208.8419952392578,0,1,1064.5863037109375,1369
1,24.13800048828125,1,0,33,4,-0.2800000011920929,1,0,582.64306640625,1089
0,22.31999969482422,0,0,61,1,41.900001525878906,0,1,498.182373046875,3721
1,21.365999221801758,1,0,36,3,2.565000057220459,1,1,456.50592041015625,1296
1,29.04599952697754,0,0,53,1,21.01099967956543,1,1,843.6701049804688,2809
1,34.986000061035156,0,1,45,1,21.0,0,1,1224.0201416015625,2025
1,47.63999938964844,1,0,49,3,-0.38199999928474426,1,0,2269.569580078125,2401
0,21.101999282836914,1,0,64,2,4.198999881744385,0,0,445.29437255859375,4096
1,26.7810001373291,0,0,37,1,25.65399932861328,1,1,717.2219848632812,1369
0,54.209999084472656,1,1,41,3,38.400001525878906,0,1,2938.72412109375,1681
1,55.50299835205078,1,0,56,3,37.5989990234375,1,0,3080.582763671875,3136
0,13.505999565124512,0,0,25,1,1.7990000247955322,0,0,182.41201782226562,625
1,22.31999969482422,1,0,30,4,10.25,1,0,498.182373046875,900
0,36.198001861572266,1,0,55,3,47.279998779296875,0,1,1310.2952880859375,3025
1,27.04800033569336,1,0,43,4,1.2430000305175781,0,0,731.5942993164062,1849
1,54.08100128173828,1,0,38,4,42.71099853515625,1,1,2924.754638671875,1444
1,63.04499816894531,1,0,57,2,78.5999984741211,1,1,3974.671875,3249
0,12.522000312805176,1,0,39,5,-2.3499999046325684,0,0,156.8004913330078,1521
1,30.764999389648438,0,0,53,1,25.999000549316406,1,0,946.4851684570312,2809
1,38.45399856567383,1,0,30,4,2.9760000705718994,1,0,1478.7099609375,900
0,13.5,0,1,42,1,-59.970001220703125,0,0,182.25,1764
1,22.69499969482422,0,0,26,1,-19.0,0,0,515.06298828125,676
0,13.508999824523926,1,0,34,7,-0.0949999988079071,0,0,182.49307250976562,1156
1,13.0649995803833,0,0,43,1,20.56999969482422,1,0,170.6942138671875,1849
0,27.429000854492188,1,0,48,2,-0.9639999866485596,0,0,752.35009765625,2304
0,33.13800048828125,0,0,42,1,1.8489999771118164,0,0,1098.1270751953125,1764
1,34.79999923706055,1,0,25,2,-3.119999885559082,1,0,1211.0399169921875,625
0,52.854000091552734,1,0,61,2,76.83999633789062,0,1,2793.54541015625,3721
1,82.03500366210938,1,0,42,5,33.90999984741211,1,0,6729.74169921875,1764
1,50.645999908447266,1,0,54,3,63.595001220703125,1,0,2565.017333984375,2916
1,70.26000213623047,1,1,32,3,28.399999618530273,1,1,4936.4677734375,1024
1,34.30799865722656,1,0,33,4,2.299999952316284,1,0,1177.038818359375,1089
0,71.75700378417969,1,0,55,4,17.700000762939453,0,0,5149.0673828125,3025
1,75.86100006103516,1,0,31,3,42.39899826049805,1,1,5754.89111328125,961
0,77.78099822998047,1,0,27,2,35.499000549316406,0,1,6049.8837890625,729
1,82.97100067138672,1,0,53,2,102.13200378417969,1,1,6884.18701171875,2809
0,28.202999114990234,1,1,33,4,-1.8509999513626099,0,0,795.4091796875,1089
1,77.27999877929688,0,1,57,2,106.0,1,0,5972.1982421875,3249
0,52.02000045776367,1,0,37,4,1.0,0,0,2706.08056640625,1369
1,70.66799926757812,1,0,45,6,4.508999824523926,1,0,4993.96630859375,2025
1,87.54000091552734,1,0,32,3,33.39899826049805,1,1,7663.251953125,1024
1,18.143999099731445,0,0,54,3,12.99899959564209,0,1,329.2047119140625,2916
0,57.13199996948242,0,0,50,2,1.5,0,0,3264.0654296875,2500
0,17.81999969482422,1,0,36,4,0.8999999761581421,0,0,317.5523986816406,1296
1,18.315000534057617,0,0,29,1,4.900000095367432,1,0,335.4392395019531,841
1,26.8439998626709,1,0,44,2,2.3289999961853027,0,1,720.600341796875,1936
0,135.40499877929688,1,0,38,3,1089.6190185546875,0,1,18334.513671875,1444
0,42.393001556396484,1,0,35,4,-1.7000000476837158,0,0,1797.1666259765625,1225
1,31.38599967956543,0,0,53,3,-0.4000000059604645,0,0,985.0809936523438,2809
0,22.110000610351562,1,0,35,4,-3.4000000953674316,0,0,488.85211181640625,1225
1,75.4020004272461,1,0,40,2,5.315000057220459,1,0,5685.46142578125,1600
1,169.96200561523438,1,0,29,2,387.83599853515625,1,1,28887.083984375,841
1,88.697998046875,1,0,40,5,102.80000305175781,1,1,7867.3349609375,1600
0,68.45700073242188,1,0,45,5,11.946000099182129,0,1,4686.36083984375,2025
0,59.652000427246094,1,0,29,3,-1.062000036239624,0,1,3558.361083984375,841
1,37.814998626708984,0,1,39,1,-2.950000047683716,0,0,1429.97412109375,1521
0,39.46799850463867,1,0,37,3,0.09799999743700027,0,0,1557.722900390625,1369
1,58.88100051879883,1,0,34,5,15.626999855041504,1,0,3466.97216796875,1156
1,54.73500061035156,1,1,43,3,8.0,1,0,2995.92041015625,1849
0,35.11800003051758,1,0,34,7,8.49899959564209,0,1,1233.27392578125,1156
