husage,husunion,husearns,huseduc,husblck,hushisp,hushrs,kidge6,earns,age,black,educ,hispanic,union,faminc,husexp,exper,kidlt6,hours,expersq,nwifeinc,inlf,hrwage,lwage
38,0,640,15,0,0,50,0,0.0,35,0,13,0,,55000.0,17,16,1,0,256,55.0,0,,
59,,0,18,0,0,25,0,137.0,52,0,15,0,0,112500.0,35,31,0,15,961,105.3759994506836,1,9.133333206176758,2.211930751800537
21,0,400,12,0,0,82,0,200.0,20,0,12,0,0,17500.0,3,2,1,40,4,7.099999904632568,1,5.0,1.6094379425048828
52,0,619,13,0,0,70,0,421.0,50,0,12,0,0,37500.0,33,32,0,40,1024,15.607999801635742,1,10.524999618530273,2.3537533283233643
31,0,176,12,0,0,32,0,598.0,28,0,16,0,0,32500.0,13,6,0,40,36,1.4040000438690186,1,14.949999809265137,2.7047111988067627
51,0,730,12,0,0,45,0,200.0,48,0,11,0,0,55000.0,33,31,0,32,961,44.599998474121094,1,6.25,1.8325815200805664
34,1,586,12,0,0,56,0,224.0,34,0,12,0,0,27500.0,16,16,1,25,256,15.85200023651123,1,8.960000038146973,2.19277024269104
41,0,750,11,0,0,40,1,845.0,37,0,14,0,1,45000.0,24,17,0,32,289,1.059999942779541,1,26.40625,3.2736008167266846
42,1,300,11,0,1,40,1,600.0,37,0,12,1,0,55000.0,25,19,0,50,361,23.799999237060547,1,12.0,2.4849066734313965
57,,0,7,0,0,0,0,0.0,51,0,12,0,,11500.0,44,33,0,0,1089,11.5,0,,
31,0,650,12,0,0,67,1,0.0,30,0,12,0,,32500.0,13,12,0,0,144,32.5,0,,
51,,0,8,0,0,35,0,284.0,46,0,12,0,0,32500.0,37,28,0,40,784,17.73200035095215,1,7.099999904632568,1.9600948095321655
21,0,250,12,0,0,40,0,206.0,22,0,12,0,0,0.0,3,4,0,40,16,0.0,1,5.150000095367432,1.6389967203140259
34,0,600,11,0,1,40,1,238.0,36,0,9,0,0,45000.0,17,21,0,40,441,32.624000549316406,1,5.949999809265137,1.7833912372589111
38,0,440,12,0,1,40,1,0.0,35,0,9,1,,32500.0,20,20,0,0,400,32.5,0,,
24,0,30,6,0,1,5,1,0.0,37,0,14,1,,3000.0,12,17,0,0,289,3.0,0,,
43,,0,12,0,0,25,0,500.0,42,0,12,0,0,55000.0,25,24,0,40,576,29.0,1,12.5,2.525728702545166
38,0,1150,12,0,0,45,1,256.0,35,0,12,0,0,67500.0,20,17,0,32,289,54.1879997253418,1,8.0,2.079441547393799
73,,0,7,0,0,0,0,500.0,57,0,14,0,0,32500.0,60,37,0,40,1369,6.5,1,12.5,2.525728702545166
35,,0,10,1,0,0,1,0.0,31,1,13,0,,11500.0,19,12,0,0,144,11.5,0,,
39,0,692,13,0,0,40,1,45.0,38,0,13,0,0,45000.0,20,19,0,10,361,42.65999984741211,1,4.5,1.504077434539795
54,0,400,12,0,0,40,0,0.0,46,0,12,0,,0.0,36,28,0,0,784,0.0,0,,
53,,0,12,0,0,38,0,0.0,49,0,12,0,,67500.0,35,31,0,0,961,67.5,0,,
49,0,600,13,0,0,40,0,370.0,33,0,15,0,0,45000.0,30,12,0,40,144,25.760000228881836,1,9.25,2.224623441696167
36,0,280,12,1,0,40,1,0.0,33,1,12,0,,17500.0,18,15,0,0,225,17.5,0,,
45,0,1230,16,0,0,40,1,92.0,42,0,12,0,0,112500.0,23,24,0,18,576,107.71600341796875,1,5.111111164093018,1.6314167976379395
28,0,300,12,0,1,40,0,0.0,23,0,10,1,,6250.0,10,7,1,0,49,6.25,0,,
35,0,800,10,0,0,40,1,200.0,26,0,14,0,0,17500.0,19,6,0,24,36,7.099999904632568,1,8.333333015441895,2.1202635765075684
57,,0,12,0,0,0,0,236.0,51,0,12,0,0,22500.0,39,33,0,40,1089,10.227999687194824,1,5.900000095367432,1.7749524116516113
28,0,620,12,0,0,58,0,0.0,27,0,12,0,,37500.0,10,9,1,0,81,37.5,0,,
33,0,808,18,0,0,40,0,827.0,32,0,18,0,0,67500.0,9,8,0,45,64,24.496000289916992,1,18.377777099609375,2.911142110824585
49,1,720,12,0,0,40,0,490.0,48,0,12,0,1,112500.0,31,30,0,35,900,87.0199966430664,1,14.0,2.6390573978424072
49,,0,8,0,0,0,0,500.0,46,0,8,0,1,55000.0,35,32,0,0,1024,29.0,0,,
32,,0,16,0,0,45,0,0.0,32,0,13,0,,67500.0,10,13,1,0,169,67.5,0,,
46,,0,15,0,0,50,1,0.0,47,0,15,0,,112500.0,25,26,0,0,676,112.5,0,,
52,1,600,12,0,0,40,0,342.0,56,0,13,0,0,55000.0,34,37,0,35,1369,37.215999603271484,1,9.771428108215332,2.2794625759124756
43,,0,6,1,0,40,1,450.0,51,0,14,1,1,45000.0,31,31,0,35,961,21.600000381469727,1,12.857142448425293,2.5538995265960693
39,0,1154,18,0,0,50,0,0.0,40,0,18,0,,112500.0,15,16,1,0,256,112.5,0,,
64,1,110,11,0,0,24,0,0.0,50,0,12,0,,112500.0,47,32,0,0,1024,112.5,0,,
46,,0,12,0,0,45,0,130.0,42,0,14,0,0,112500.0,28,22,0,0,484,105.73999786376953,0,,
43,0,210,11,0,1,24,0,0.0,38,0,12,1,,27500.0,26,20,0,0,400,27.5,0,,
37,0,400,16,0,0,50,0,0.0,36,0,16,0,,112500.0,15,14,1,0,196,112.5,0,,
35,,0,12,1,0,35,0,0.0,41,1,12,0,,32500.0,17,23,1,0,529,32.5,0,,
44,0,962,15,0,0,40,0,0.0,40,0,13,0,,67500.0,23,21,1,0,441,67.5,0,,
25,0,440,12,0,0,50,0,300.0,31,0,12,0,0,27500.0,7,13,1,35,169,11.899999618530273,1,8.571428298950195,2.1484344005584717
37,0,420,18,0,0,40,0,0.0,24,0,12,0,,22500.0,13,6,1,0,36,22.5,0,,
47,1,680,13,0,0,48,0,220.0,47,0,12,0,1,67500.0,28,29,0,0,841,56.060001373291016,0,,
35,0,1500,18,0,0,45,0,300.0,32,0,18,0,0,67500.0,11,8,0,24,64,51.900001525878906,1,12.5,2.525728702545166
51,0,350,12,0,0,50,1,358.0,42,0,12,0,0,32500.0,33,24,0,40,576,13.883999824523926,1,8.949999809265137,2.1916534900665283
58,0,300,12,0,0,40,0,300.0,54,0,12,0,0,0.0,40,36,0,50,1296,0.0,1,6.0,1.7917594909667969
44,0,1275,18,0,0,60,1,0.0,43,0,18,0,,112500.0,20,19,0,0,361,112.5,0,,
44,0,480,8,0,1,40,1,0.0,46,0,10,0,,22500.0,30,30,0,0,900,22.5,0,,
46,,0,15,0,0,0,0,557.0,33,0,16,0,0,37500.0,25,11,0,50,121,8.53600025177002,1,11.140000343322754,2.4105422496795654
55,0,985,18,0,0,0,0,276.0,55,0,12,0,1,112500.0,31,37,0,40,1369,98.14800262451172,1,6.900000095367432,1.9315214157104492
61,,0,4,0,1,16,1,0.0,46,0,5,1,,11500.0,51,35,0,0,1225,11.5,0,,
40,,0,14,0,0,0,1,0.0,37,0,14,0,,45000.0,20,17,0,0,289,45.0,0,,
40,0,400,15,0,0,56,1,330.0,41,0,12,0,0,32500.0,19,23,0,40,529,15.34000015258789,1,8.25,2.110213279724121
47,0,1923,12,0,0,40,0,264.0,46,0,12,0,0,3000.0,29,28,0,40,784,0.0,1,6.599999904632568,1.887069582939148
72,,0,12,0,0,0,0,0.0,57,0,12,0,,27500.0,54,39,0,0,1521,27.5,0,,
48,0,540,11,0,0,65,0,255.0,46,0,12,0,0,45000.0,31,28,0,40,784,31.739999771118164,1,6.375,1.852384090423584
63,,0,8,0,0,40,0,350.0,51,0,18,0,0,22500.0,49,27,0,40,729,4.300000190734863,1,8.75,2.169053792953491
43,,0,8,0,0,0,0,0.0,41,0,12,0,,17500.0,29,23,0,0,529,17.5,0,,
33,0,270,15,0,0,16,0,230.0,32,0,12,0,0,11500.0,12,14,0,40,196,0.0,1,5.75,1.7491998672485352
47,0,700,18,0,0,50,1,225.0,47,0,12,0,0,55000.0,23,29,0,30,841,43.29999923706055,1,7.5,2.0149030685424805
51,,0,12,0,0,40,0,690.0,48,0,13,0,0,112500.0,33,29,0,50,841,76.62000274658203,1,13.800000190734863,2.624668598175049
56,,0,9,0,0,37,0,840.0,53,0,15,0,1,55000.0,41,32,0,40,1024,11.319999694824219,1,21.0,3.044522523880005
33,0,1923,18,0,0,60,0,0.0,32,0,12,0,,112500.0,9,14,1,0,196,112.5,0,,
26,0,230,7,0,1,40,0,0.0,19,0,7,1,,11500.0,13,6,1,0,36,11.5,0,,
43,0,880,16,0,0,40,0,283.0,33,0,15,0,0,55000.0,21,12,1,35,144,40.284000396728516,1,8.085714340209961,2.0900988578796387
51,,0,18,0,0,70,0,0.0,50,0,16,0,,112500.0,27,28,0,0,784,112.5,0,,
52,0,1500,12,0,1,46,0,480.0,33,0,14,0,0,112500.0,34,13,0,40,169,87.54000091552734,1,12.0,2.4849066734313965
49,1,541,12,1,0,28,0,275.0,46,1,12,0,0,67500.0,31,28,0,40,784,53.20000076293945,1,6.875,1.9278916120529175
48,0,1038,13,0,0,60,0,100.0,47,0,16,0,0,67500.0,29,25,0,21,625,62.29999923706055,1,4.761904716491699,1.56064772605896
35,0,900,12,0,0,99,0,0.0,32,0,13,0,,27500.0,17,13,1,0,169,27.5,0,,
26,0,721,16,0,0,40,0,175.0,27,0,14,0,0,45000.0,4,7,1,18,49,35.900001525878906,1,9.722222328186035,2.274414300918579
34,0,190,9,0,0,40,0,425.0,36,1,16,0,0,32500.0,19,14,0,40,196,10.399999618530273,1,10.625,2.3632097244262695
45,0,634,14,0,0,40,1,0.0,40,0,13,0,,3000.0,25,21,0,0,441,3.0,0,,
62,0,1615,18,0,0,80,0,0.0,59,0,16,0,,55000.0,38,37,0,0,1369,55.0,0,,
31,0,475,12,0,0,0,0,385.0,38,0,12,0,0,45000.0,13,20,0,40,400,24.979999542236328,1,9.625,2.2643637657165527
45,0,1923,15,0,0,50,0,2884.5,46,0,15,0,1,112500.0,24,25,0,40,625,0.0,1,72.11250305175781,4.27822732925415
59,,0,9,0,0,35,0,0.0,48,0,12,0,,37500.0,44,30,0,0,900,37.5,0,,
59,0,116,16,0,0,16,0,0.0,59,0,16,0,,37500.0,37,37,0,0,1369,37.5,0,,
36,0,1923,18,0,0,46,0,0.0,30,0,12,0,,55000.0,12,12,1,0,144,55.0,0,,
67,,0,16,0,0,40,1,0.0,44,0,14,0,,55000.0,45,24,0,0,576,55.0,0,,
22,0,600,11,0,0,48,0,0.0,20,0,11,0,,22500.0,5,3,1,0,9,22.5,0,,
52,0,1923,17,0,0,45,0,0.0,49,0,12,0,,112500.0,29,31,0,0,961,112.5,0,,
60,,0,10,0,0,0,0,0.0,57,0,10,0,,45000.0,44,41,0,0,1681,45.0,0,,
43,1,640,14,0,0,40,1,600.0,43,0,12,0,0,67500.0,23,25,0,40,625,36.29999923706055,1,15.0,2.70805025100708
33,0,1300,18,0,0,55,0,650.0,32,0,18,0,0,112500.0,9,8,1,50,64,78.69999694824219,1,13.0,2.5649492740631104
50,,0,8,0,0,35,0,0.0,48,0,12,0,,17500.0,36,30,0,0,900,17.5,0,,
51,0,500,18,0,0,0,0,0.0,50,0,15,0,,27500.0,27,29,0,0,841,27.5,0,,
48,1,700,12,0,0,35,0,1000.0,46,0,12,0,0,3000.0,30,28,0,60,784,0.0,1,16.66666603088379,2.813410758972168
39,0,700,16,0,0,51,0,750.0,39,0,17,0,1,67500.0,17,16,1,40,256,28.5,1,18.75,2.9311938285827637
62,0,290,8,0,0,40,0,194.0,59,0,12,0,0,45000.0,48,41,0,40,1681,34.9119987487793,1,4.849999904632568,1.5789786577224731
46,0,450,12,0,0,36,0,0.0,53,0,12,0,,27500.0,28,35,0,0,1225,27.5,0,,
30,0,633,12,0,0,40,1,75.0,30,0,12,0,0,27500.0,12,12,0,21,144,23.600000381469727,1,3.5714285373687744,1.272965669631958
43,,0,12,0,0,0,0,0.0,36,0,11,0,,27500.0,25,19,1,0,361,27.5,0,,
53,,0,12,0,0,0,0,400.0,51,0,12,0,1,22500.0,35,33,0,40,1089,1.7000000476837158,1,10.0,2.3025851249694824
37,0,528,12,0,0,40,0,124.0,30,0,13,0,0,32500.0,19,11,1,20,121,26.052000045776367,1,6.199999809265137,1.8245493173599243
40,0,300,9,0,0,40,1,370.0,38,0,12,0,0,0.0,25,20,0,0,400,0.0,0,,
38,0,730,16,0,0,43,0,280.0,38,0,16,0,0,45000.0,16,16,1,40,256,30.440000534057617,1,7.0,1.945910096168518
39,0,280,12,0,0,51,1,400.0,38,0,12,0,0,67500.0,21,20,0,45,400,46.70000076293945,1,8.88888931274414,2.1848020553588867
35,0,870,12,0,0,56,1,0.0,39,0,14,0,,45000.0,17,19,0,0,361,45.0,0,,
48,1,1600,17,0,0,40,1,600.0,42,0,17,0,1,112500.0,25,19,0,30,361,81.30000305175781,1,20.0,2.995732307434082
38,1,400,12,0,0,40,0,404.0,31,0,18,0,0,112500.0,20,7,0,40,49,91.49199676513672,1,10.100000381469727,2.312535524368286
36,,0,12,0,0,60,1,190.0,41,0,12,0,0,112500.0,18,23,0,36,529,102.62000274658203,1,5.277777671813965,1.6635050773620605
65,0,650,16,0,0,40,0,0.0,58,0,14,0,,32500.0,43,38,0,0,1444,32.5,0,,
35,0,1500,16,0,0,40,0,300.0,30,0,16,0,0,3000.0,13,8,1,21,64,0.0,1,14.285714149475098,2.6592600345611572
23,0,295,13,0,0,40,0,90.0,22,0,15,0,0,17500.0,4,1,1,45,1,12.819999694824219,1,2.0,0.6931471824645996
37,1,510,12,1,0,40,1,480.0,35,1,12,0,1,45000.0,19,17,0,40,289,20.040000915527344,1,12.0,2.4849066734313965
21,0,320,8,0,1,40,0,0.0,20,0,11,1,,11500.0,7,3,1,0,9,11.5,0,,
31,,0,14,0,0,0,0,510.0,32,0,16,0,0,27500.0,11,10,1,40,100,0.9800000190734863,1,12.75,2.5455312728881836
38,0,240,12,0,0,40,1,200.0,38,0,12,0,0,37500.0,20,20,0,40,400,27.100000381469727,1,5.0,1.6094379425048828
48,1,520,12,0,0,40,0,224.0,43,0,12,0,0,37500.0,30,25,0,40,625,25.851999282836914,1,5.599999904632568,1.722766637802124
44,0,1200,18,0,0,60,0,0.0,41,0,18,0,,67500.0,20,17,1,0,289,67.5,0,,
42,0,200,12,0,0,40,1,300.0,42,0,12,0,0,17500.0,24,24,0,40,576,1.899999976158142,1,7.5,2.0149030685424805
32,,0,13,0,0,0,0,238.0,26,0,14,0,0,45000.0,13,6,1,36,36,32.624000549316406,1,6.611111164093018,1.888751745223999
65,,0,18,0,0,0,0,0.0,54,0,18,0,,55000.0,41,30,0,0,900,55.0,0,,
60,,0,12,0,0,40,1,0.0,52,0,12,0,,32500.0,42,34,0,0,1156,32.5,0,,
56,0,550,13,0,0,40,1,550.0,46,0,13,0,0,22500.0,37,27,0,0,729,0.0,0,,
33,0,480,12,0,0,40,1,500.0,38,0,18,0,0,45000.0,15,14,0,40,196,19.0,1,12.5,2.525728702545166
46,,0,12,0,0,20,0,160.0,52,0,10,0,1,67500.0,28,36,0,20,1296,59.18000030517578,1,8.0,2.079441547393799
35,,0,12,0,0,0,0,0.0,35,0,12,0,,0.0,17,17,1,0,289,0.0,0,,
40,0,1100,16,0,0,40,1,48.0,39,0,16,0,0,3000.0,18,17,0,8,289,0.5040000081062317,1,6.0,1.7917594909667969
37,0,429,18,0,0,40,1,150.0,36,0,16,1,0,22500.0,13,14,0,12,196,14.699999809265137,1,12.5,2.525728702545166
33,,0,12,0,1,0,0,0.0,35,0,12,1,,55000.0,15,17,1,0,289,55.0,0,,
41,,0,13,0,0,50,1,300.0,37,0,12,0,0,17500.0,22,19,0,40,361,1.899999976158142,1,7.5,2.0149030685424805
60,,0,12,0,0,30,0,240.0,57,0,12,0,0,13750.0,42,39,0,40,1521,1.2699999809265137,1,6.0,1.7917594909667969
44,1,565,12,0,0,40,0,0.0,37,0,16,0,,45000.0,26,15,1,0,225,45.0,0,,
25,,0,14,1,0,80,0,420.0,25,1,14,0,0,55000.0,5,5,0,48,25,33.15999984741211,1,8.75,2.169053792953491
60,,0,13,0,0,0,0,0.0,52,0,12,0,,45000.0,41,34,0,0,1156,45.0,0,,
31,1,530,12,0,0,56,0,300.0,28,0,12,0,0,55000.0,13,10,0,0,100,39.400001525878906,0,,
43,1,645,15,0,0,56,0,613.0,45,0,18,0,1,112500.0,22,21,0,40,441,80.6240005493164,1,15.324999809265137,2.729485511779785
38,1,1000,16,0,0,40,0,0.0,34,0,18,0,,55000.0,16,10,1,0,100,55.0,0,,
36,0,800,16,0,0,60,1,144.0,37,0,16,0,0,3000.0,14,15,0,25,225,0.0,1,5.760000228881836,1.7509374618530273
27,0,652,12,0,0,60,0,280.0,25,0,12,0,0,37500.0,9,7,0,40,49,22.940000534057617,1,7.0,1.945910096168518
46,0,800,18,0,0,40,1,300.0,44,0,18,0,0,112500.0,22,20,0,20,400,96.9000015258789,1,15.0,2.70805025100708
37,1,330,12,0,0,23,1,306.0,32,0,14,0,0,32500.0,19,12,0,32,144,16.58799934387207,1,9.5625,2.2578492164611816
44,0,550,12,0,0,40,1,450.0,41,0,14,0,0,55000.0,26,21,0,30,441,31.600000381469727,1,15.0,2.70805025100708
45,,0,16,0,0,60,1,290.0,40,0,15,0,1,112500.0,23,19,0,40,361,97.41999816894531,1,7.25,1.9810014963150024
54,0,750,14,1,0,40,1,80.0,42,0,12,0,0,45000.0,34,24,0,12,576,40.84000015258789,1,6.666666507720947,1.8971199989318848
35,0,675,18,0,0,45,0,390.0,26,0,18,0,0,55000.0,11,2,1,18,4,34.720001220703125,1,21.66666603088379,3.075774908065796
63,0,550,8,0,0,40,0,0.0,58,0,10,0,,45000.0,49,42,0,0,1764,45.0,0,,
30,0,320,12,0,0,40,0,260.0,28,0,12,0,0,27500.0,12,10,1,40,100,13.979999542236328,1,6.5,1.8718022108078003
52,0,300,8,0,0,60,0,0.0,49,0,3,1,,6250.0,38,40,0,0,1600,6.25,0,,
45,0,1300,13,0,0,40,1,144.0,43,0,13,0,0,112500.0,26,24,0,18,576,105.01200103759766,1,8.0,2.079441547393799
50,0,680,16,0,0,32,1,0.0,40,0,14,0,,67500.0,28,20,0,0,400,67.5,0,,
47,1,630,11,0,0,40,1,624.0,44,0,12,0,1,67500.0,30,26,0,40,676,35.051998138427734,1,15.600000381469727,2.7472708225250244
50,0,451,10,0,0,46,0,389.0,46,0,10,0,0,55000.0,34,30,0,40,900,34.77199935913086,1,9.725000381469727,2.2746999263763428
31,1,1150,14,1,0,52,0,0.0,26,0,14,0,,112500.0,11,6,1,0,36,112.5,0,,
59,0,1000,16,0,0,50,0,0.0,44,0,16,0,,55000.0,37,22,0,0,484,55.0,0,,
52,,0,13,0,0,0,0,354.0,39,0,12,0,0,55000.0,33,21,0,40,441,36.59199905395508,1,8.850000381469727,2.180417537689209
50,0,1923,18,0,0,60,0,0.0,49,0,16,0,,112500.0,26,27,0,0,729,112.5,0,,
50,0,769,14,0,0,40,0,490.0,50,0,12,0,0,3000.0,30,32,0,45,1024,0.0,1,10.88888931274414,2.3877429962158203
29,0,600,15,0,0,40,0,0.0,27,0,13,0,,37500.0,8,8,1,0,64,37.5,0,,
39,1,560,12,0,0,40,0,360.0,41,0,12,0,0,45000.0,21,23,1,40,529,26.280000686645508,1,9.0,2.1972246170043945
28,0,350,16,1,0,45,0,165.0,27,1,16,0,0,37500.0,6,5,1,20,25,28.920000076293945,1,8.25,2.110213279724121
29,0,252,12,0,1,38,0,250.0,29,0,15,1,0,32500.0,11,8,0,40,64,19.5,1,6.25,1.8325815200805664
42,,0,14,0,0,77,1,0.0,37,0,12,0,,55000.0,22,19,0,0,361,55.0,0,,
37,0,222,8,0,1,40,0,469.0,34,0,15,1,1,27500.0,23,13,1,40,169,3.111999988555908,1,11.725000381469727,2.4617233276367188
19,0,200,11,0,0,40,0,0.0,19,0,11,0,,22500.0,2,2,1,0,4,22.5,0,,
40,0,1300,17,0,0,70,1,100.0,39,0,18,0,1,112500.0,17,15,0,45,225,107.30000305175781,1,2.222222328186035,0.7985077500343323
47,1,372,12,0,0,40,1,310.0,35,0,12,0,0,27500.0,29,17,0,50,289,11.380000114440918,1,6.199999809265137,1.8245493173599243
45,0,160,12,0,0,25,0,0.0,42,0,12,0,,45000.0,27,24,0,0,576,45.0,0,,
42,0,750,12,0,0,50,1,236.0,42,0,12,0,0,45000.0,24,24,0,35,576,32.72800064086914,1,6.742856979370117,1.9084837436676025
34,1,600,14,0,0,40,0,460.0,35,0,13,0,1,55000.0,14,16,1,40,256,31.079999923706055,1,11.5,2.4423470497131348
44,0,800,16,0,1,32,1,700.0,45,0,18,0,1,67500.0,22,21,0,40,441,31.100000381469727,1,17.5,2.862200975418091
34,0,800,17,0,0,40,0,530.0,28,0,16,0,0,55000.0,11,6,0,40,36,27.440000534057617,1,13.25,2.5839974880218506
49,0,600,12,0,0,48,0,640.0,37,0,12,0,0,67500.0,31,19,0,40,361,34.220001220703125,1,16.0,2.7725887298583984
33,1,386,12,0,0,40,0,420.0,31,0,12,0,1,22500.0,15,13,1,40,169,0.6600000262260437,1,10.5,2.3513753414154053
41,0,865,18,0,0,40,0,0.0,39,0,18,0,,37500.0,17,15,1,0,225,37.5,0,,
31,1,320,12,0,0,40,0,300.0,28,0,14,0,1,0.0,13,8,0,40,64,0.0,1,7.5,2.0149030685424805
44,,0,18,0,0,60,1,0.0,40,0,18,0,,112500.0,20,16,0,0,256,112.5,0,,
42,1,480,9,0,0,40,0,355.0,37,0,12,0,1,32500.0,27,19,1,40,361,14.039999961853027,1,8.875,2.1832382678985596
42,0,923,16,1,0,40,1,923.0,41,1,16,0,0,112500.0,20,19,0,40,361,64.50399780273438,1,23.075000762939453,3.138749837875366
31,0,865,16,0,0,50,0,0.0,31,0,16,0,,55000.0,9,9,1,0,81,55.0,0,,
29,,0,11,0,0,0,1,0.0,33,0,12,0,,17500.0,12,15,0,0,225,17.5,0,,
30,0,1923,18,0,0,60,0,594.0,28,0,16,0,0,112500.0,6,6,0,40,36,81.61199951171875,1,14.850000381469727,2.697999954223633
37,0,372,9,0,0,42,0,40.0,40,0,12,0,0,13750.0,22,22,0,8,484,11.670000076293945,1,5.0,1.6094379425048828
41,1,452,11,0,1,42,0,160.0,30,0,9,1,0,22500.0,24,15,1,20,225,14.180000305175781,1,8.0,2.079441547393799
59,1,850,14,0,0,46,0,0.0,49,0,11,0,,37500.0,39,32,0,0,1024,37.5,0,,
43,0,600,15,0,0,40,0,350.0,35,0,18,0,0,45000.0,22,11,1,40,121,26.799999237060547,1,8.75,2.169053792953491
30,1,637,16,0,0,16,0,555.0,29,0,16,0,0,55000.0,8,7,1,40,49,26.139999389648438,1,13.875,2.6300885677337646
29,,0,11,0,0,0,0,500.0,28,0,11,0,0,17500.0,12,11,1,56,121,0.0,1,8.928571701049805,2.189256429672241
37,0,359,14,0,0,40,1,399.0,40,0,13,0,0,37500.0,17,21,0,40,441,16.75200080871582,1,9.975000381469727,2.300081968307495
30,1,595,14,0,1,48,0,430.0,30,0,16,1,0,55000.0,10,8,1,40,64,32.63999938964844,1,10.75,2.374905824661255
62,0,580,10,0,0,40,0,500.0,58,0,14,0,0,55000.0,46,38,0,45,1444,29.0,1,11.11111068725586,2.4079456329345703
35,0,295,12,1,0,40,1,177.0,33,1,16,0,0,32500.0,17,11,0,0,121,23.29599952697754,0,,
39,,0,10,0,0,70,0,140.0,23,0,12,0,0,32500.0,23,5,1,30,25,25.219999313354492,1,4.666666507720947,1.5404449701309204
54,,0,16,0,0,40,0,500.0,52,0,16,0,0,67500.0,32,30,0,40,900,41.5,1,12.5,2.525728702545166
36,0,950,18,0,1,50,1,0.0,35,0,14,0,,45000.0,12,15,0,0,225,45.0,0,,
41,1,546,12,0,0,0,1,0.0,40,0,15,0,,27500.0,23,19,0,0,361,27.5,0,,
56,0,140,12,0,0,20,0,0.0,53,0,9,0,,0.0,38,38,0,0,1444,0.0,0,,
55,0,1500,18,0,0,45,0,770.0,55,0,12,0,0,112500.0,31,37,0,45,1369,72.45999908447266,1,17.11111068725586,2.8397281169891357
58,0,500,14,0,0,44,0,240.0,54,0,12,0,0,37500.0,38,36,0,40,1296,25.020000457763672,1,6.0,1.7917594909667969
40,0,600,14,1,0,40,0,480.0,40,1,14,0,1,37500.0,20,20,0,40,400,12.539999961853027,1,12.0,2.4849066734313965
34,,0,14,0,0,40,0,350.0,29,0,12,0,0,32500.0,14,11,0,40,121,14.300000190734863,1,8.75,2.169053792953491
26,,0,12,0,0,20,0,0.0,28,0,10,0,,37500.0,8,12,0,0,144,37.5,0,,
39,,0,16,0,0,66,1,508.0,40,0,12,0,0,67500.0,17,22,0,32,484,41.08399963378906,1,15.875,2.7647454738616943
40,0,1500,16,0,0,40,1,500.0,43,0,13,0,0,112500.0,18,24,0,40,576,86.5,1,12.5,2.525728702545166
51,1,600,14,1,0,40,0,0.0,51,1,13,0,,67500.0,31,32,0,0,1024,67.5,0,,
30,0,1000,16,0,0,50,0,175.0,28,0,16,0,0,112500.0,8,6,0,24,36,103.4000015258789,1,7.291666507720947,1.9867321252822876
36,1,460,13,0,0,0,1,258.0,32,0,12,0,0,37500.0,17,14,0,45,196,24.083999633789062,1,5.733333110809326,1.746297001838684
46,0,750,12,0,0,48,0,0.0,43,0,10,0,,55000.0,28,27,0,0,729,55.0,0,,
26,0,700,12,0,0,40,0,500.0,28,0,12,0,0,55000.0,8,10,0,40,100,29.0,1,12.5,2.525728702545166
52,0,240,15,0,0,40,0,520.0,53,0,16,0,0,0.0,31,31,0,0,961,0.0,0,,
34,0,900,16,0,0,40,1,0.0,34,0,13,0,,45000.0,12,15,0,0,225,45.0,0,,
33,0,640,12,0,0,40,1,0.0,34,0,12,0,,32500.0,15,16,0,0,256,32.5,0,,
37,1,1085,13,0,0,80,0,0.0,37,0,16,0,,67500.0,18,15,1,0,225,67.5,0,,
56,,0,12,0,0,0,0,352.0,51,0,12,0,0,13750.0,38,33,0,35,1089,0.0,1,10.057143211364746,2.3082830905914307
60,0,56,13,0,0,8,0,0.0,58,0,12,0,,13750.0,41,40,0,0,1600,13.75,0,,
58,0,550,16,0,0,32,0,155.0,52,0,16,0,0,37500.0,36,30,0,27,900,29.440000534057617,1,5.740740776062012,1.7475882768630981
50,0,591,6,0,1,40,1,0.0,49,0,6,1,,45000.0,38,37,0,0,1369,45.0,0,,
42,0,850,17,0,0,16,0,0.0,41,0,14,0,,45000.0,19,21,1,0,441,45.0,0,,
48,,0,14,0,0,50,1,588.0,43,0,16,0,0,112500.0,28,21,0,40,441,81.92400360107422,1,14.699999809265137,2.687847375869751
60,0,264,10,0,0,16,0,348.0,54,0,10,0,1,112500.0,44,38,0,40,1444,94.40399932861328,1,8.699999809265137,2.163322925567627
52,0,1000,16,0,0,30,0,520.0,36,0,16,0,0,112500.0,30,14,0,32,196,85.45999908447266,1,16.25,2.788092851638794
48,,0,8,0,0,0,0,252.0,45,0,12,0,0,22500.0,34,27,0,40,729,9.395999908447266,1,6.300000190734863,1.8405497074127197
27,0,170,12,0,0,28,0,0.0,24,0,12,0,,11500.0,9,6,1,0,36,11.5,0,,
59,,0,14,0,0,0,0,0.0,56,0,15,0,,55000.0,39,35,0,0,1225,55.0,0,,
75,,0,8,0,0,40,0,0.0,37,0,12,0,,27500.0,61,19,0,0,361,27.5,0,,
62,,0,8,0,0,0,0,224.0,57,0,12,0,1,27500.0,48,39,0,32,1521,15.85200023651123,1,7.0,1.945910096168518
31,0,300,12,0,1,45,1,0.0,31,0,12,1,,11500.0,13,13,0,0,169,11.5,0,,
56,0,960,18,0,0,60,0,500.0,50,0,18,0,0,112500.0,32,26,0,40,676,86.5,1,12.5,2.525728702545166
